name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	9	5	0.0
Cellulomonas gilvus	11	species	3526441	3	2	0.0
Pelobacter carbinolicus	19	species	3665893	3	3	0.0
Phenylobacterium	20	genus	0	2	0	0.0
Shewanella putrefaciens	24	species	4749735	3	0	0.0
Myxococcaceae	31	family	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	15	4	0.0
Myxococcus xanthus	34	species	9139763	5	1	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	6	2	0.0
Archangium gephyra	48	species	12489432	17	9	0.0
Chondromyces crocatus	52	species	11388132	6	3	0.0
Sorangium cellulosum	56	species	13907952	7	4	0.0
Caulobacter	75	genus	0	3	0	0.0
Cyclobacterium marinum	104	species	6221273	2	2	0.0
Runella slithyformis	106	species	6919729	3	3	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Isosphaera pallida	128	species	5529304	4	1	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Treponema denticola	158	species	2843201	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	4	1	0.0
Treponema succinifaciens	167	species	2897425	35	6	0.0
Azospirillum brasilense	192	species	13978806	11	7	0.0
Azospirillum lipoferum	193	species	7223069	23	9	0.0
Campylobacter coli	195	species	5104439	2	2	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter lari	201	species	1576113	1	0	0.0
Helicobacter pylori	210	species	2044699	4	4	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Achromobacter	222	genus	0	1	0	0.0
Brucella abortus	235	species	5108028	6	0	0.0
Brucella ovis	236	species	3275590	4	0	0.0
Francisella tularensis	263	species	2777166	2	1	0.0
Paracoccus denitrificans	266	species	5236194	7	6	0.0
Thermus aquaticus	271	species	2338641	6	0	0.0
Thermus thermophilus	274	species	2214494	7	3	0.0
Meiothermus ruber	277	species	3097457	4	3	0.0
Xanthobacter autotrophicus	280	species	5625098	7	6	0.0
Comamonas testosteroni	285	species	5695231	15	10	0.0
Pseudomonas	286	genus	0	5	0	0.0
Pseudomonas aeruginosa	287	species	22457305	18	11	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	13	4	0.0
Pseudomonas fluorescens	294	species	14826544	26	6	0.0
Pseudomonas mendocina	300	species	5293211	11	3	0.0
Pseudomonas putida	303	species	6888188	42	11	0.0
Ralstonia solanacearum	305	species	11186335	22	14	0.0
Pseudomonas stutzeri	316	species	7755802	24	7	0.0
Pseudomonas syringae	317	species	6129101	17	8	0.0
Ralstonia pickettii	329	species	6378979	10	4	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	2	0	0.0
Burkholderia glumae	337	species	7333967	6	0	0.0
Xanthomonas campestris	339	species	7063896	18	9	0.0
Xanthomonas translucens	343	species	4638247	8	4	0.0
Xanthomonas citri	346	species	17318955	8	1	0.0
Xanthomonas oryzae	347	species	17545599	12	3	0.0
Azotobacter chroococcum	353	species	5192286	8	3	0.0
Azotobacter vinelandii	354	species	5351632	6	1	0.0
Agrobacterium tumefaciens	358	species	9211775	19	3	0.0
Agrobacterium vitis	373	species	6320946	3	1	0.0
Bradyrhizobium japonicum	375	species	9215796	9	4	0.0
Bradyrhizobium sp.	376	species	7547693	5	2	0.0
Rhizobium	379	genus	0	2	0	0.0
Sinorhizobium fredii	380	species	6891900	4	2	0.0
Mesorhizobium loti	381	species	7539018	5	2	0.0
Sinorhizobium meliloti	382	species	6962835	8	4	0.0
Rhizobium leguminosarum	384	species	7369497	31	18	0.0
Rhizobium phaseoli	396	species	87841097	6	2	0.0
Rhizobium tropici	398	species	6686334	6	1	0.0
Neorhizobium galegae	399	species	6434105	11	9	0.0
Methylobacillus flagellatus	405	species	2971517	4	3	0.0
Methylobacterium extorquens	408	species	6163878	1	1	0.0
Methylococcus capsulatus	414	species	3304561	2	1	0.0
Methylomonas methanica	421	species	5051681	2	2	0.0
Acetobacter pasteurianus	438	species	3216979	6	4	0.0
Gluconobacter oxydans	442	species	3306867	8	2	0.0
Legionella pneumophila	446	species	15688009	8	8	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Legionella longbeachae	450	species	4149158	2	1	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter baumannii	470	species	11595472	4	4	0.0
Moraxella catarrhalis	480	species	2846413	2	1	0.0
Neisseria gonorrhoeae	485	species	4967431	2	1	0.0
Neisseria meningitidis	487	species	8508873	7	4	0.0
Neisseria elongata	495	species	2256647	2	2	0.0
Thermomicrobium roseum	500	species	2920744	2	1	0.0
Alcaligenes faecalis	511	species	4248684	3	3	0.0
Bordetella bronchiseptica	518	species	6491145	15	1	0.0
Bordetella parapertussis	519	species	4815611	14	2	0.0
Bordetella pertussis	520	species	48698463	11	0	0.0
Bordetella avium	521	species	3732255	4	2	0.0
Acidiphilium cryptum	524	species	3963080	6	0	0.0
Ochrobactrum anthropi	529	species	5053471	4	2	0.0
Chromobacterium	535	genus	0	2	0	0.0
Chromobacterium violaceum	536	species	4751080	13	8	0.0
Citrobacter	544	genus	0	1	0	0.0
Citrobacter koseri	545	species	4735357	6	3	0.0
Citrobacter freundii	546	species	16193243	13	2	0.0
Enterobacter	547	genus	0	2	0	0.0
[Enterobacter] aerogenes	548	species	10750562	6	2	0.0
Pantoea agglomerans	549	species	9924054	4	0	0.0
Enterobacter cloacae	550	species	10083180	25	4	0.0
Erwinia	551	genus	0	1	0	0.0
Erwinia amylovora	552	species	3869718	2	0	0.0
