name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	0	2	0	0.0
Azorhizobium caulinodans	7	species	5369772	341	190	0.0
Buchnera aphidicola	9	species	619958	292	220	0.0
Cellulomonas gilvus	11	species	3526441	132	83	0.0
Dictyoglomus thermophilum	14	species	1959987	148	119	0.0
Pelobacter carbinolicus	19	species	3665893	333	228	0.0
Phenylobacterium	20	genus	0	9	0	0.0
Shewanella	22	genus	0	10	0	0.0
Shewanella putrefaciens	24	species	4749735	135	34	0.0
Myxococcales	29	order	0	5	0	0.0
Myxococcaceae	31	family	0	3	0	0.0
Myxococcus	32	genus	0	4	0	0.0
Myxococcus fulvus	33	species	10026214	762	309	0.0
Myxococcus xanthus	34	species	9139763	330	85	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	371	178	0.0
Archangium gephyra	48	species	12489432	479	266	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	298	187	0.0
Sorangium cellulosum	56	species	13907952	600	429	0.0
Lysobacter	68	genus	0	3	0	0.0
Caulobacter	75	genus	0	15	0	0.0
Hyphomicrobium	81	genus	0	8	0	0.0
Hyphomonas	85	genus	0	3	0	0.0
Leptothrix	88	genus	0	8	0	0.0
Cyclobacterium marinum	104	species	6221273	330	254	0.0
Runella slithyformis	106	species	6919729	491	380	0.0
Spirosoma	107	genus	0	1	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	149	106	0.0
Planctopirus limnophila	120	species	5460085	148	119	0.0
Pirellula staleyi	125	species	6196199	109	71	0.0
Isosphaera pallida	128	species	5529304	129	80	0.0
Methylocystis	133	genus	0	3	0	0.0
Spirochaetales	136	order	0	1	0	0.0
Spirochaetaceae	137	family	0	2	0	0.0
Borreliella burgdorferi	139	species	1329613	67	39	0.0
Borrelia hermsii	140	species	1156143	96	66	0.0
Borrelia parkeri	141	species	1030684	83	42	0.0
Borrelia turicatae	142	species	917330	65	16	0.0
Spirochaeta thermophila	154	species	2516433	244	178	0.0
Treponema denticola	158	species	2843201	307	203	0.0
Brachyspira hyodysenteriae	159	species	3055339	426	253	0.0
Treponema pallidum	160	species	1138607	53	1	0.0
Treponema succinifaciens	167	species	2897425	3780	884	5.61147e-05
Leptospira biflexa	172	species	3953768	178	138	0.0
Leptospira interrogans	173	species	5395453	318	281	0.0
Leptospira borgpetersenii	174	species	3948532	147	120	0.0
Leptospirillum ferrooxidans	180	species	2559538	94	72	0.0
Azospirillum	191	genus	0	21	0	0.0
Azospirillum brasilense	192	species	13978806	720	355	0.0
Azospirillum lipoferum	193	species	7223069	761	372	0.0
Campylobacter	194	genus	0	2	0	0.0
Campylobacter coli	195	species	5104439	2342	1060	3.69221e-05
Campylobacter fetus	196	species	1876301	179	134	0.0
Campylobacter jejuni	197	species	6156435	1706	283	4.21327e-13
Campylobacter hyointestinalis	198	species	1753331	138	98	0.0
Campylobacter concisus	199	species	1969727	238	182	0.0
Campylobacter curvus	200	species	1971270	106	71	0.0
Campylobacter lari	201	species	1576113	315	146	0.0
Helicobacter pylori	210	species	2044699	479	391	0.0
Helicobacter acinonychis	212	species	1557588	54	26	0.0
Helicobacter cinaedi	213	species	2170766	86	66	0.0
Helicobacter felis	214	species	1672681	37	26	0.0
Helicobacter mustelae	217	species	1578097	66	49	0.0
Achromobacter	222	genus	0	12	0	0.0
Alteromonas	226	genus	0	14	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	132	20	0.0
Brucella	234	genus	0	15	0	0.0
Brucella abortus	235	species	5108028	198	0	0.0
Brucella ovis	236	species	3275590	193	0	0.0
Flavobacterium	237	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	373	247	0.0
Paracoccus	265	genus	0	5	0	0.0
Paracoccus denitrificans	266	species	5236194	369	228	0.0
Thermus aquaticus	271	species	2338641	171	65	0.0
Thermus thermophilus	274	species	2214494	189	67	0.0
Meiothermus ruber	277	species	3097457	192	113	0.0
Xanthobacter	279	genus	0	6	0	0.0
Xanthobacter autotrophicus	280	species	5625098	291	143	0.0
Comamonas	283	genus	0	2	0	0.0
Comamonas testosteroni	285	species	5695231	672	392	0.0
Pseudomonas	286	genus	0	147	5	0.0
Pseudomonas aeruginosa	287	species	22457305	1141	533	3.80395e-111
Pseudoalteromonas atlantica	288	species	5187005	147	99	0.0
Burkholderia cepacia	292	species	13365495	919	197	0.0
Pseudomonas fluorescens	294	species	14826544	2548	1056	0.0
Pseudomonas fragi	296	species	5101809	216	70	0.0
Pseudomonas mendocina	300	species	5293211	683	256	0.0
Pseudomonas putida	303	species	6888188	2025	785	0.0
Ralstonia solanacearum	305	species	11186335	876	466	0.0
Pseudomonas stutzeri	316	species	7755802	1451	734	0.0
Pseudomonas syringae	317	species	6129101	1054	425	0.0
Ralstonia pickettii	329	species	6378979	840	317	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	278	80	0.0
Burkholderia glumae	337	species	7333967	476	92	0.0
Xanthomonas	338	genus	0	15	0	0.0
Xanthomonas campestris	339	species	7063896	649	267	0.0
Xanthomonas translucens	343	species	4638247	354	173	0.0
Xanthomonas citri	346	species	17318955	372	32	0.0
Xanthomonas oryzae	347	species	17545599	445	151	0.0
Azotobacter chroococcum	353	species	5192286	401	159	0.0
Azotobacter vinelandii	354	species	5351632	347	120	0.0
Rhizobiales	356	order	0	6	0	0.0
Agrobacterium	357	genus	0	15	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1001	243	0.0
Agrobacterium vitis	373	species	6320946	319	130	0.0
Bradyrhizobium	374	genus	0	38	0	0.0
Bradyrhizobium japonicum	375	species	9215796	320	123	0.0
Bradyrhizobium sp.	376	species	7547693	269	116	0.0
Rhizobium	379	genus	0	53	0	0.0
Sinorhizobium fredii	380	species	6891900	275	104	0.0
Mesorhizobium loti	381	species	7539018	477	186	0.0
Sinorhizobium meliloti	382	species	6962835	428	166	0.0
Rhizobium leguminosarum	384	species	7369497	1072	488	0.0
Rhizobium phaseoli	396	species	87841097	439	100	0.0
Rhizobium tropici	398	species	6686334	222	85	0.0
Neorhizobium galegae	399	species	6434105	413	234	0.0
Methylococcaceae	403	family	0	4	0	0.0
Methylobacillus flagellatus	405	species	2971517	175	103	0.0
Methylobacterium	407	genus	0	20	0	0.0
Methylobacterium extorquens	408	species	6163878	372	128	0.0
Methylococcus	413	genus	0	1	0	0.0
Methylococcus capsulatus	414	species	3304561	177	110	0.0
Methylomonas	416	genus	0	3	0	0.0
Methylomonas methanica	421	species	5051681	195	136	0.0
Acetobacteraceae	433	family	0	5	0	0.0
Acetobacter pasteurianus	438	species	3216979	387	232	0.0
Gluconobacter	441	genus	0	1	0	0.0
Gluconobacter oxydans	442	species	3306867	442	251	0.0
Legionella	445	genus	0	1	0	0.0
Legionella pneumophila	446	species	15688009	428	346	0.0
Legionella hackeliae	449	species	3570857	136	88	0.0
Legionella longbeachae	450	species	4149158	130	93	0.0
Tatlockia micdadei	451	species	3310028	100	78	0.0
Acinetobacter	469	genus	0	6	0	0.0
Acinetobacter baumannii	470	species	11595472	613	347	3.87126e-15
