"old_name","current_name"
"Lactobacillus rossiae","Furfurilactobacillus rossiae"
"Lactobacillus ruminis","Ligilactobacillus ruminis"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus salivarius","Ligilactobacillus salivarius"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactobacillus sp. 1A","Ligilactobacillus saerimneri"
"Lactobacillus sp. 1B","Limosilactobacillus reuteri"
"Lactobacillus sp. 1D","Lactobacillus crispatus"
"Lactobacillus sp. 2D","Ligilactobacillus salivarius"
"Lactobacillus sp. 3DG","Lactobacillus johnsonii"
"Lactobacillus vaginalis","Limosilactobacillus vaginalis"
"Lactobacillus zeae","Lacticaseibacillus zeae"
"Lactobacillus zymae","Levilactobacillus zymae"
"Lactococcus piscium","Pseudolactococcus piscium"
"Lactococcus raffinolactis","Pseudolactococcus raffinolactis"
"Eubacterium cellulosolvens","[Eubacterium] cellulosolvens"
"Heliobacterium modesticaldum","Heliomicrobium modesticaldum"
"Hungateiclostridium clariflavum","Acetivibrio clariflavus"
"Hungateiclostridium thermocellum","Acetivibrio thermocellus"
"Pseudoclostridium thermosuccinogenes","Clostridium thermosuccinogenes"
"Clostridium hylemonae","[Clostridium] hylemonae"
"Clostridium scindens","[Clostridium] scindens"
"Ruminococcus gnavus","Mediterraneibacter gnavus"
"Desulfallas gibsoniae","Desulfoscipio gibsoniae"
"Desulfotomaculum reducens","Desulforamulus reducens"
"Desulfotomaculum ruminis","Desulforamulus ruminis"
"Paeniclostridium sordellii","Paraclostridium sordellii"
"Ruminococcus bicirculans","Ruminococcus bicirculans (ex Liu et al. 2021) <Ruminococcus bicirculans (ex Liu et al. 2021)>"
"Moorella thermoacetica","Neomoorella thermoacetica"
"Caldicellulosiruptor kristjanssonii","Caldicellulosiruptor acetigenus"
"Caldicellulosiruptor lactoaceticus","Caldicellulosiruptor acetigenus"
"Clostridium innocuum","[Clostridium] innocuum"
"Erysipelatoclostridium ramosum","Thomasclavelia ramosa"
"Sneathia amnii","Sneathia vaginalis"
"Candidatus Kuenenia stuttgartiensis","Candidatus Kuenenia stuttgartensis"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Ochrobactrum anthropi","Brucella anthropi"
"Agrobacterium rhizogenes","Rhizobium rhizogenes"
"Ensifer sojae","Sinorhizobium sojae"
"Rhizobium pusense","Agrobacterium pusense"
"Starkeya novella","Ancylobacter novellus"
"Epibacterium mobile","Tritonibacter mobilis"
"Parasedimentitalea marina","Parasedimentitalea marina <Parasedimentitalea marina>"
"Rhodobacter blasticus","Pseudogemmobacter blasticus"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Roseibacterium elongatum","Roseicyclus elongatus"
"Komagataeibacter hansenii","Novacetimonas hansenii"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Neorickettsia sennetsu","Ehrlichia sennetsu"
"Novosphingobium tardaugens","Caenibius tardaugens"
"Sphingobium hydrophobicum","Sphingobium xenophagum"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Acidovorax avenae","Paracidovorax avenae"
"Acidovorax citrulli","Paracidovorax citrulli"
"Acidovorax ebreus","[Acidovorax] ebreus"
"Diaphorobacter polyhydroxybutyrativorans","Diaphorobacter nitroreducens"
"Dechloromonas aromatica","Dechloromonas aromatica (nom. nud.)"
"Dechlorosoma suillum","Azospira oryzae"
"Azoarcus communis","Parazoarcus communis"
"Thauera sp. MZ1T","Thauera aminoaromatica"
"Desulfobacterium autotrophicum","Desulforapulum autotrophicum"
"Desulfococcus oleovorans","Desulfosudis oleivorans"
"Desulfovibrio alaskensis","Oleidesulfovibrio alaskensis"
"Desulfovibrio carbinoliphilus","Solidesulfovibrio carbinoliphilus"
"Desulfovibrio gigas","Megalodesulfovibrio gigas"
"Desulfovibrio hydrothermalis","Maridesulfovibrio hydrothermalis"
"Desulfovibrio magneticus","Solidesulfovibrio magneticus"
"Desulfovibrio salexigens","Maridesulfovibrio salexigens"
"Desulfovibrio sulfodismutans","Desulfolutivibrio sulfodismutans"
"Desulfovibrio vulgaris","Nitratidesulfovibrio vulgaris"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Geobacter bemidjiensis","Citrifermentans bemidjiense"
"Geobacter bremensis","Citrifermentans bremense"
"Geobacter daltonii","Geotalea daltonii"
"Geobacter lovleyi","Trichlorobacter lovleyi"
"Geobacter uraniireducens","Geotalea uraniireducens"
"Arcobacter butzleri","Aliarcobacter butzleri"
"Arcobacter cibarius","Aliarcobacter cibarius"
"Arcobacter cryaerophilus","Aliarcobacter cryaerophilus"
"Arcobacter molluscorum","Malaciobacter molluscorum"
"Arcobacter mytili","Malaciobacter mytili"
"Arcobacter skirrowii","Aliarcobacter skirrowii"
"Arcobacter thereius","Aliarcobacter thereius"
"Arcobacter trophiarum","Aliarcobacter trophiarum"
"Campylobacter sp. NCTC 13003","Campylobacter lanienae"
"Glaciecola nitratireducens","Brumicola nitratireducens"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Candidatus Blochmannia pennsylvanicus","Candidatus Blochmanniella pennsylvanica"
"Candidatus Blochmannia vafer","Candidatus Blochmanniella vafra"
"Candidatus Hamiltonella defensa","Candidatus Williamhamiltonella defendens"
"Enterobacter lignolyticus","[Enterobacter] lignolyticus"
"Dickeya paradisiaca","Musicola paradisiaca"
"Candidatus Sodalis pierantonius","Candidatus Sodalis pierantonii"
"Alcanivorax dieselolei","Alloalcanivorax dieselolei"
"Alcanivorax pacificus","Isoalcanivorax pacificus"
"Chromohalobacter salexigens","Chromohalobacter israelensis"
"Halomonas titanicae","Vreelandella titanicae"
"Haemophilus ducreyi","[Haemophilus] ducreyi"
"Pasteurella skyensis","Phocoenobacter skyensis"
"Moraxella osloensis","Faucicola osloensis"
"Pseudomonas alcaligenes","Aquipseudomonas alcaligenes"
"Pseudomonas balearica","Stutzerimonas balearica"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas oleovorans","Ectopseudomonas oleovorans"
"Pseudomonas pelagia","Halopseudomonas pelagia"
"Pseudomonas psychrotolerans","Pseudomonas oryzihabitans"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Pseudomonas xanthomarina","Stutzerimonas xanthomarina"
"Bdellovibrio exovorus","Pseudobdellovibrio exovorus"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Treponema caldarium","Gracilinema caldarium"
"Treponema sp. OMZ 804","Treponema vincentii"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Bovine alphaherpesvirus 1","bovine alphaherpesvirus 1"
"Delftia virus IMEDE1","Piedvirus IMEDE1"
"Vibrio virus Ceto","Cetovirus ceto"
"Salmonella virus NR01","Tequintavirus NR01"
"Staphylococcus virus MCE2014","Kayvirus MCE2014"
"Staphylococcus virus SA12","Kayvirus SA12"
"Bacillus virus SPO1","Okubovirus SPO1"
"Faecalibacterium virus Epona","Eponavirus epona"
"Flavobacterium virus FCV1","Ficleduovirus FCV1"
"Klebsiella virus KpV52","Jedunavirus KpV52"
"Salmonella virus SPN3US","Seoulvirus SPN3US"
"Bacillus virus Shbh1","Shalavirus Shbh1"
"Clavibacter virus CMP1","Cimpunavirus CMP1"
"Staphylococcus virus QT1","Fibralongavirus QT1"
"Lactobacillus virus Nyseid","Lenusvirus nyseid"
"Pseudomonas virus SM1","Samunavirus SM1"
