name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	598	346	0.0
Buchnera aphidicola	9	species	619958	112	110	0.0
Cellulomonas gilvus	11	species	3526441	216	161	0.0
Dictyoglomus thermophilum	14	species	1959987	160	140	0.0
Pelobacter carbinolicus	19	species	3665893	514	446	0.0
Phenylobacterium	20	genus	0	45	0	0.0
Shewanella	22	genus	0	7	0	0.0
Shewanella putrefaciens	24	species	4749735	157	22	0.0
Myxococcales	29	order	0	2	0	0.0
Myxococcaceae	31	family	0	1	0	0.0
Myxococcus	32	genus	0	2	0	0.0
Myxococcus fulvus	33	species	10026214	1489	687	0.0
Myxococcus xanthus	34	species	9139763	521	125	0.0
Stigmatella aurantiaca	41	species	10260756	461	225	0.0
Archangium	47	genus	0	1	0	0.0
Archangium gephyra	48	species	12489432	744	504	0.0
Polyangiaceae	49	family	0	1	0	0.0
Chondromyces	50	genus	0	5	0	0.0
Chondromyces crocatus	52	species	11388132	427	312	0.0
Sorangium cellulosum	56	species	13907952	637	470	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	0	46	0	0.0
Hyphomicrobium	81	genus	0	2	0	0.0
Hyphomonas	85	genus	0	3	0	0.0
Leptothrix	88	genus	0	10	0	0.0
Cyclobacterium marinum	104	species	6221273	320	265	0.0
Runella slithyformis	106	species	6919729	516	338	0.0
Planctomyces	118	genus	0	3	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	73	54	0.0
Planctopirus limnophila	120	species	5460085	129	75	0.0
Pirellula staleyi	125	species	6196199	79	59	0.0
Planctomycetaceae	126	family	0	1	0	0.0
Isosphaera pallida	128	species	5529304	151	93	0.0
Methylocystis	133	genus	0	6	0	0.0
Spirochaetaceae	137	family	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	139	133	0.0
Borrelia hermsii	140	species	1156143	24	21	0.0
Borrelia parkeri	141	species	1030684	6	0	0.0
Borrelia turicatae	142	species	917330	110	104	0.0
Spirochaeta thermophila	154	species	2516433	280	210	0.0
Treponema denticola	158	species	2843201	125	60	0.0
Brachyspira hyodysenteriae	159	species	3055339	272	183	0.0
Treponema pallidum	160	species	1138607	1	0	0.0
Treponema succinifaciens	167	species	2897425	1691	535	2.55294e-13
Leptospira biflexa	172	species	3953768	217	133	0.0
Leptospira interrogans	173	species	5395453	143	139	0.0
Leptospira borgpetersenii	174	species	3948532	33	26	0.0
Leptospirillum ferrooxidans	180	species	2559538	27	16	0.0
Azospirillum	191	genus	0	10	0	0.0
Azospirillum brasilense	192	species	13978806	876	499	0.0
Azospirillum lipoferum	193	species	7223069	1070	460	0.0
Campylobacter	194	genus	0	4	0	0.0
Campylobacter coli	195	species	5104439	227	181	2.19706e-06
Campylobacter fetus	196	species	1876301	46	30	0.0
Campylobacter jejuni	197	species	6156435	95	55	0.0
Campylobacter hyointestinalis	198	species	1753331	27	20	0.0
Campylobacter concisus	199	species	1969727	243	217	0.0
Campylobacter curvus	200	species	1971270	280	241	0.0
Campylobacter lari	201	species	1576113	153	30	0.0
Helicobacter pylori	210	species	2044699	384	308	0.0
