name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	639	364	0.0
Buchnera aphidicola	9	species	619958	126	121	0.0
Cellulomonas gilvus	11	species	3526441	222	131	0.0
Dictyoglomus thermophilum	14	species	1959987	107	91	0.0
Pelobacter carbinolicus	19	species	3665893	458	373	0.0
Phenylobacterium	20	genus	0	26	0	0.0
Shewanella	22	genus	0	18	0	0.0
Shewanella putrefaciens	24	species	4749735	140	26	0.0
Myxococcales	29	order	0	2	0	0.0
Myxococcus	32	genus	0	10	0	0.0
Myxococcus fulvus	33	species	10026214	1527	757	0.0
Myxococcus xanthus	34	species	9139763	603	186	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	595	304	0.0
Archangium	47	genus	0	1	0	0.0
Archangium gephyra	48	species	12489432	979	621	0.0
Chondromyces	50	genus	0	5	0	0.0
Chondromyces crocatus	52	species	11388132	432	283	0.0
Sorangium cellulosum	56	species	13907952	772	562	0.0
Lysobacter	68	genus	0	6	0	0.0
Caulobacter	75	genus	0	26	0	0.0
Hyphomicrobium	81	genus	0	10	0	0.0
Hyphomonas	85	genus	0	12	0	0.0
Leptothrix	88	genus	0	5	0	0.0
Cyclobacterium marinum	104	species	6221273	290	248	0.0
Runella	105	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	668	507	0.0
Planctomyces	118	genus	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	132	101	0.0
Planctopirus limnophila	120	species	5460085	181	132	0.0
Pirellula staleyi	125	species	6196199	138	106	0.0
Isosphaera pallida	128	species	5529304	206	112	0.0
Methylocystis	133	genus	0	22	0	0.0
Borreliella burgdorferi	139	species	1329613	71	59	0.0
Borrelia hermsii	140	species	1156143	32	18	0.0
Borrelia parkeri	141	species	1030684	13	0	0.0
Borrelia turicatae	142	species	917330	59	49	0.0
Spirochaeta thermophila	154	species	2516433	370	296	0.0
Treponema denticola	158	species	2843201	150	57	0.0
Brachyspira hyodysenteriae	159	species	3055339	285	185	0.0
Treponema pallidum	160	species	1138607	8	0	0.0
Treponema succinifaciens	167	species	2897425	2443	497	3.26067e-28
Leptospira biflexa	172	species	3953768	110	73	0.0
Leptospira interrogans	173	species	5395453	168	156	0.0
Leptospira borgpetersenii	174	species	3948532	82	67	0.0
Leptospirillum ferrooxidans	180	species	2559538	53	44	0.0
Azospirillum	191	genus	0	16	0	0.0
Azospirillum brasilense	192	species	13978806	1226	682	0.0
Azospirillum lipoferum	193	species	7223069	1419	703	0.0
Campylobacter	194	genus	0	3	0	0.0
Campylobacter coli	195	species	5104439	291	215	1.61126e-06
Campylobacter fetus	196	species	1876301	51	18	0.0
Campylobacter jejuni	197	species	6156435	109	48	0.0
Campylobacter hyointestinalis	198	species	1753331	41	32	0.0
Campylobacter concisus	199	species	1969727	231	194	0.0
Campylobacter curvus	200	species	1971270	191	160	0.0
