name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	428	239	0.0
Buchnera aphidicola	9	species	619958	226	170	0.0
Cellulomonas gilvus	11	species	3526441	187	100	0.0
Dictyoglomus thermophilum	14	species	1959987	143	118	0.0
Pelobacter carbinolicus	19	species	3665893	340	251	0.0
Phenylobacterium	20	genus	0	9	0	0.0
Shewanella	22	genus	0	7	0	0.0
Shewanella putrefaciens	24	species	4749735	123	44	0.0
Myxococcales	29	order	0	5	0	0.0
Myxococcus	32	genus	0	3	0	0.0
Myxococcus fulvus	33	species	10026214	975	458	0.0
Myxococcus xanthus	34	species	9139763	428	151	0.0
Stigmatella aurantiaca	41	species	10260756	416	218	0.0
Archangium	47	genus	0	2	0	0.0
Archangium gephyra	48	species	12489432	617	390	0.0
Polyangiaceae	49	family	0	1	0	0.0
Chondromyces	50	genus	0	2	0	0.0
Chondromyces crocatus	52	species	11388132	325	215	0.0
Sorangium cellulosum	56	species	13907952	716	529	0.0
Lysobacter	68	genus	0	3	0	0.0
Caulobacter	75	genus	0	11	0	0.0
Hyphomicrobium	81	genus	0	5	0	0.0
Hyphomonas	85	genus	0	5	0	0.0
Leptothrix	88	genus	0	4	0	0.0
Cyclobacterium marinum	104	species	6221273	299	239	0.0
Runella slithyformis	106	species	6919729	511	402	0.0
Planctomycetales	112	order	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	152	110	0.0
Planctopirus limnophila	120	species	5460085	136	110	0.0
Pirellula staleyi	125	species	6196199	111	80	0.0
Isosphaera pallida	128	species	5529304	136	87	0.0
Methylocystis	133	genus	0	3	0	0.0
Borreliella burgdorferi	139	species	1329613	66	36	0.0
Borrelia hermsii	140	species	1156143	53	32	0.0
Borrelia parkeri	141	species	1030684	49	24	0.0
Borrelia turicatae	142	species	917330	55	22	0.0
Spirochaeta thermophila	154	species	2516433	226	175	0.0
Treponema denticola	158	species	2843201	240	158	0.0
Brachyspira hyodysenteriae	159	species	3055339	337	211	0.0
Treponema pallidum	160	species	1138607	31	4	0.0
Treponema succinifaciens	167	species	2897425	2658	625	0.000230619
Leptospiraceae	170	family	0	1	0	0.0
Leptospira biflexa	172	species	3953768	154	126	0.0
Leptospira interrogans	173	species	5395453	253	213	0.0
Leptospira borgpetersenii	174	species	3948532	134	103	0.0
Leptospirillum ferrooxidans	180	species	2559538	80	71	0.0
Azospirillum	191	genus	0	15	0	0.0
Azospirillum brasilense	192	species	13978806	789	451	0.0
Azospirillum lipoferum	193	species	7223069	971	506	0.0
Campylobacter	194	genus	0	4	0	0.0
Campylobacter coli	195	species	5104439	1302	667	2.55985e-05
Campylobacter fetus	196	species	1876301	128	92	0.0
