"old_name","current_name"
"Gramella flava","Christiangramia flava"
"Gramella forsetii","Christiangramia forsetii"
"Muricauda ruestringensis","Flagellimonas ruestringensis"
"Chryseobacterium haifense","Kaistella haifensis"
"Deinococcus swuensis","Deinococcus radiopugnans"
"Meiothermus silvanus","Allomeiothermus silvanus"
"Alkalihalobacillus clausii","Shouchella clausii"
"Alkalihalobacillus halodurans","Halalkalibacterium halodurans"
"Alkalihalobacillus krulwichiae","Halalkalibacter krulwichiae"
"Alkalihalobacillus lehensis","Shouchella lehensis"
"Alkalihalobacillus pseudofirmus","Alkalihalophilus pseudofirmus"
"Anoxybacillus kamchatkensis","Anoxybacillus ayderensis"
"Bacillus aryabhattai","Priestia aryabhattai"
"Bacillus cellulosilyticus","Evansella cellulosilytica"
"Bacillus circulans","Niallia circulans"
"Bacillus coagulans","Heyndrickxia coagulans"
"Bacillus cohnii","Sutcliffiella cohnii"
"Bacillus flexus","Priestia flexa"
"Bacillus horikoshii","Sutcliffiella horikoshii"
"Bacillus lentus","Lederbergia lenta"
"Bacillus megaterium","Priestia megaterium"
"Bacillus sp. Lzh-5","Bacillus velezensis"
"Bacillus vietnamensis","Rossellomorea vietnamensis"
"Brevibacterium frigoritolerans","Peribacillus frigoritolerans"
"Planomicrobium glaciei","Planococcus glaciei"
"Macrococcus caseolyticus","Macrococcoides caseolyticum"
"Staphylococcus fleurettii","Mammaliicoccus fleurettii"
"Staphylococcus lentus","Mammaliicoccus lentus"
"Staphylococcus vitulinus","Mammaliicoccus vitulinus"
"Lactobacillus acidipiscis","Ligilactobacillus acidipiscis"
"Lactobacillus agilis","Ligilactobacillus agilis"
"Lactobacillus alimentarius","Companilactobacillus alimentarius"
"Lactobacillus amylophilus","Amylolactobacillus amylophilus"
"Lactobacillus animalis","Ligilactobacillus animalis"
"Lactobacillus bifermentans","Loigolactobacillus bifermentans"
"Lactobacillus brevis","Levilactobacillus brevis"
"Lactobacillus buchneri","Lentilactobacillus buchneri"
"Lactobacillus casei","Lacticaseibacillus casei"
"Lactobacillus coryniformis","Loigolactobacillus coryniformis"
"Lactobacillus crustorum","Companilactobacillus crustorum"
"Lactobacillus curvatus","Latilactobacillus curvatus"
"Lactobacillus dextrinicus","Lapidilactobacillus dextrinicus"
"Lactobacillus farciminis","Companilactobacillus farciminis"
"Lactobacillus fermentum","Limosilactobacillus fermentum"
"Lactobacillus frumenti","Limosilactobacillus frumenti"
"Lactobacillus fuchuensis","Latilactobacillus fuchuensis"
"Lactobacillus futsaii","Companilactobacillus futsaii"
"Lactobacillus gastricus","Limosilactobacillus gastricus"
"Lactobacillus graminis","Latilactobacillus graminis"
"Lactobacillus harbinensis","Schleiferilactobacillus harbinensis"
"Lactobacillus hilgardii","Lentilactobacillus hilgardii"
"Lactobacillus hokkaidonensis","Paucilactobacillus hokkaidonensis"
"Lactobacillus hordei","Liquorilactobacillus hordei"
"Lactobacillus kefiri","Lentilactobacillus kefiri"
"Lactobacillus koreensis","Levilactobacillus koreensis"
"Lactobacillus kunkeei","Apilactobacillus kunkeei"
"Lactobacillus lindneri","Fructilactobacillus lindneri"
"Lactobacillus malefermentans","Secundilactobacillus malefermentans"
"Lactobacillus mali","Liquorilactobacillus mali"
"Lactobacillus manihotivorans","Lacticaseibacillus manihotivorans"
"Lactobacillus mucosae","Limosilactobacillus mucosae"
"Lactobacillus murinus","Ligilactobacillus murinus"
"Lactobacillus nagelii","Liquorilactobacillus nagelii"
"Lactobacillus oligofermentans","Paucilactobacillus oligofermentans"
"Lactobacillus parabuchneri","Lentilactobacillus parabuchneri"
"Lactobacillus paracasei","Lacticaseibacillus paracasei"
"Lactobacillus paracollinoides","Secundilactobacillus paracollinoides"
"Lactobacillus paralimentarius","Companilactobacillus paralimentarius"
"Lactobacillus paraplantarum","Lactiplantibacillus paraplantarum"
"Lactobacillus pentosus","Lactiplantibacillus pentosus"
"Lactobacillus plantarum","Lactiplantibacillus plantarum"
"Lactobacillus pontis","Limosilactobacillus pontis"
"Lactobacillus reuteri","Limosilactobacillus reuteri"
"Lactobacillus rhamnosus","Lacticaseibacillus rhamnosus"
"Lactobacillus rossiae","Furfurilactobacillus rossiae"
"Lactobacillus ruminis","Ligilactobacillus ruminis"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus salivarius","Ligilactobacillus salivarius"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactobacillus sp. 1A","Ligilactobacillus saerimneri"
"Lactobacillus sp. 1D","Lactobacillus crispatus"
"Lactobacillus sp. 2D","Ligilactobacillus salivarius"
"Lactobacillus sp. 3DG","Lactobacillus johnsonii"
"Lactobacillus vaginalis","Limosilactobacillus vaginalis"
"Lactobacillus zeae","Lacticaseibacillus zeae"
"Lactobacillus zymae","Levilactobacillus zymae"
"Lactococcus piscium","Pseudolactococcus piscium"
"Lactococcus raffinolactis","Pseudolactococcus raffinolactis"
"Eubacterium cellulosolvens","[Eubacterium] cellulosolvens"
"Heliobacterium modesticaldum","Heliomicrobium modesticaldum"
"Hungateiclostridium clariflavum","Acetivibrio clariflavus"
"Hungateiclostridium thermocellum","Acetivibrio thermocellus"
"Pseudoclostridium thermosuccinogenes","Clostridium thermosuccinogenes"
"Blautia coccoides","Blautia producta"
"Clostridium hylemonae","[Clostridium] hylemonae"
"Clostridium scindens","[Clostridium] scindens"
"Ruminococcus gnavus","Mediterraneibacter gnavus"
"Desulfallas gibsoniae","Desulfoscipio gibsoniae"
"Desulfotomaculum reducens","Desulforamulus reducens"
"Desulfotomaculum ruminis","Desulforamulus ruminis"
"Paeniclostridium sordellii","Paraclostridium sordellii"
"Ruminococcus bicirculans","Ruminococcus bicirculans (ex Liu et al. 2021) <Ruminococcus bicirculans (ex Liu et al. 2021)>"
"Moorella thermoacetica","Neomoorella thermoacetica"
"Caldicellulosiruptor kristjanssonii","Caldicellulosiruptor acetigenus"
"Caldicellulosiruptor lactoaceticus","Caldicellulosiruptor acetigenus"
"Clostridium innocuum","[Clostridium] innocuum"
"Erysipelatoclostridium ramosum","Thomasclavelia ramosa"
"Sneathia amnii","Sneathia vaginalis"
"Candidatus Kuenenia stuttgartiensis","Candidatus Kuenenia stuttgartensis"
"Candidatus Pelagibacter ubique","Candidatus Pelagibacter communis"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Ochrobactrum anthropi","Brucella anthropi"
"Agrobacterium rhizogenes","Rhizobium rhizogenes"
"Agrobacterium sp. H13-3","Agrobacterium tumefaciens"
"Ensifer sojae","Sinorhizobium sojae"
"Rhizobium pusense","Agrobacterium pusense"
"Starkeya novella","Ancylobacter novellus"
"Epibacterium mobile","Tritonibacter mobilis"
"Labrenzia alexandrii","Roseibium alexandrii"
"Parasedimentitalea marina","Parasedimentitalea marina <Parasedimentitalea marina>"
"Rhodobacter blasticus","Pseudogemmobacter blasticus"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Roseibacterium elongatum","Roseicyclus elongatus"
"Komagataeibacter hansenii","Novacetimonas hansenii"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Neorickettsia sennetsu","Ehrlichia sennetsu"
"Novosphingobium tardaugens","Caenibius tardaugens"
"Sphingobium hydrophobicum","Sphingobium xenophagum"
"Sphingobium japonicum","Sphingobium indicum"
"Sphingomonas wittichii","Rhizorhabdus wittichii"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Acidovorax avenae","Paracidovorax avenae"
"Acidovorax citrulli","Paracidovorax citrulli"
"Acidovorax ebreus","[Acidovorax] ebreus"
"Diaphorobacter polyhydroxybutyrativorans","Diaphorobacter nitroreducens"
"Dechloromonas aromatica","Dechloromonas aromatica (nom. nud.)"
"Dechlorosoma suillum","Azospira oryzae"
"Azoarcus communis","Parazoarcus communis"
"Thauera sp. MZ1T","Thauera aminoaromatica"
"Desulfobacterium autotrophicum","Desulforapulum autotrophicum"
"Desulfococcus oleovorans","Desulfosudis oleivorans"
"Desulfovibrio alaskensis","Oleidesulfovibrio alaskensis"
"Desulfovibrio carbinoliphilus","Solidesulfovibrio carbinoliphilus"
"Desulfovibrio gigas","Megalodesulfovibrio gigas"
"Desulfovibrio hydrothermalis","Maridesulfovibrio hydrothermalis"
"Desulfovibrio magneticus","Solidesulfovibrio magneticus"
"Desulfovibrio salexigens","Maridesulfovibrio salexigens"
"Desulfovibrio sulfodismutans","Desulfolutivibrio sulfodismutans"
"Desulfovibrio vulgaris","Nitratidesulfovibrio vulgaris"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Geobacter bemidjiensis","Citrifermentans bemidjiense"
"Geobacter bremensis","Citrifermentans bremense"
"Geobacter daltonii","Geotalea daltonii"
"Geobacter lovleyi","Trichlorobacter lovleyi"
"Geobacter uraniireducens","Geotalea uraniireducens"
"Arcobacter butzleri","Aliarcobacter butzleri"
"Arcobacter cibarius","Aliarcobacter cibarius"
"Arcobacter cryaerophilus","Aliarcobacter cryaerophilus"
"Arcobacter molluscorum","Malaciobacter molluscorum"
"Arcobacter mytili","Malaciobacter mytili"
"Arcobacter skirrowii","Aliarcobacter skirrowii"
"Arcobacter thereius","Aliarcobacter thereius"
"Arcobacter trophiarum","Aliarcobacter trophiarum"
"Campylobacter sp. NCTC 13003","Campylobacter lanienae"
"Alteromonas addita","Alteromonas stellipolaris"
"Glaciecola nitratireducens","Brumicola nitratireducens"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Pseudoalteromonas donghaensis","Pseudoalteromonas lipolytica"
"Pseudoalteromonas sp. 16-SW-7","Pseudoalteromonas distincta"
"Candidatus Blochmannia pennsylvanicus","Candidatus Blochmanniella pennsylvanica"
"Candidatus Blochmannia vafer","Candidatus Blochmanniella vafra"
"Candidatus Hamiltonella defensa","Candidatus Williamhamiltonella defendens"
"Candidatus Ishikawaella capsulata","Candidatus Ishikawella capsulata"
"Enterobacter lignolyticus","[Enterobacter] lignolyticus"
"Dickeya paradisiaca","Musicola paradisiaca"
"Candidatus Sodalis pierantonius","Candidatus Sodalis pierantonii"
"Methylomicrobium alcaliphilum","Methylotuvimicrobium alcaliphilum"
"Methylomicrobium buryatense","Methylotuvimicrobium buryatense"
"Alcanivorax dieselolei","Alloalcanivorax dieselolei"
"Alcanivorax pacificus","Isoalcanivorax pacificus"
"Chromohalobacter salexigens","Chromohalobacter israelensis"
"Halomonas alkaliphila","Vreelandella alkaliphila"
"Halomonas titanicae","Vreelandella titanicae"
"Halomonas venusta","Vreelandella venusta"
"Mannheimia succiniciproducens","[Mannheimia] succiniciproducens"
"Haemophilus ducreyi","[Haemophilus] ducreyi"
"Pasteurella skyensis","Phocoenobacter skyensis"
"Moraxella osloensis","Faucicola osloensis"
"Pseudomonas alcaligenes","Aquipseudomonas alcaligenes"
"Pseudomonas alcaliphila","Ectopseudomonas alcaliphila"
"Pseudomonas balearica","Stutzerimonas balearica"
"Pseudomonas fuscovaginae","Pseudomonas asplenii"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas oleovorans","Ectopseudomonas oleovorans"
"Pseudomonas pelagia","Halopseudomonas pelagia"
"Pseudomonas psychrotolerans","Pseudomonas oryzihabitans"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Pseudomonas xanthomarina","Stutzerimonas xanthomarina"
"Psychrobacter sp. FME2","Pseudomonas lundensis"
"Bdellovibrio exovorus","Pseudobdellovibrio exovorus"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Treponema caldarium","Gracilinema caldarium"
"Treponema sp. OMZ 804","Treponema vincentii"
"Thermotoga naphthophila","Thermotoga petrophila"
"Methylacidiphilum fumariolicum","Candidatus Methylacidiphilum fumarolicum"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Bovine alphaherpesvirus 1","bovine alphaherpesvirus 1"
"Prochlorococcus virus NATL1A7","Cheungvirus NATL1A7"
"Escherichia virus EG1","Teseptimavirus EG1"
"Vibrio virus Ceto","Cetovirus ceto"
"Pectobacterium virus DUPPV","Hongcheonvirus DUPPV"
"Salmonella virus NR01","Tequintavirus NR01"
"Shigella virus Sd1","Wilsonroadvirus Sd1"
"Bacillus virus Bigbertha","Bequatrovirus bigbertha"
"Bacillus virus Bc431","Caeruleovirus Bc431"
"Lactobacillus virus Iacchus","Harbinvirus iacchus"
"Staphylococcus virus MCE2014","Kayvirus MCE2014"
"Staphylococcus virus SA12","Kayvirus SA12"
"Bacillus virus SPO1","Okubovirus SPO1"
"Enterococcus virus EfV12","Schiekvirus EfV12"
"Staphylococcus virus SscM1","Sciuriunavirus SscM1"
"Staphylococcus virus SEP1","Sepunavirus SEP1"
"Escherichia virus 121Q","Asteriusvirus av121Q"
"Acidovorax virus ACP17","Busanvirus ACP17"
"Cronobacter virus CR3","Certrevirus CR3"
"Faecalibacterium virus Epona","Eponavirus epona"
"Flavobacterium virus FCV1","Ficleduovirus FCV1"
"Campylobacter virus CP21","Firehammervirus CP21"
"Salmonella virus STP4a","Gelderlandvirus stp4a"
"Klebsiella virus KpV52","Jedunavirus KpV52"
"Synechococcus virus SSKS1","Llyrvirus SSKS1"
"Citrobacter virus Merlin","Moonvirus merlin"
"Pseudomonas virus Ab03","Nankokuvirus Ab03"
"Prochlorococcus virus PSSM2","Salacisavirus pssm2"
"Salmonella virus SPN3US","Seoulvirus SPN3US"
"Bacillus virus Shbh1","Shalavirus Shbh1"
"Faecalibacterium virus Toutatis","Toutatisvirus toutatis"
"Erwinia virus Yoloswag","Yoloswagvirus yoloswag"
"Burkholderia virus DC1","Lessievirus DC1"
"Caulobacter virus CcrBL9","Bertelyvirus BL9"
"Clavibacter virus CMP1","Cimpunavirus CMP1"
"Gordonia virus DareDevil","Daredevilvirus daredevil"
"Staphylococcus virus QT1","Fibralongavirus QT1"
"Sphingobium virus Lacusarx","Lacusarxvirus lacusarx"
"Lactobacillus virus Nyseid","Lenusvirus nyseid"
"Lactobacillus virus SAC12","Lenusvirus SAC12"
"Faecalibacterium virus Lugh","Lughvirus lugh"
"Pseudomonas virus SM1","Samunavirus SM1"
"Staphylococcus virus Sextaec","Sextaecvirus sextaec"
"Streptomyces virus YDN12","Woodruffvirus YDN12"
"Chrysanthemum stem necrosis orthotospovirus","Orthotospovirus chrysanthinecrocaulis"
"Ranunculus white mottle ophiovirus","Ophiovirus ranunculi"
"Xingshan alphanemrhavirus","Alphanemrhavirus xingshan"
"Alfalfa dwarf cytorhabdovirus","Cytorhabdovirus medicagonis"
"Aquamavirus A","Aquamavirus apinni"
