name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	83	53	0.0
Buchnera aphidicola	9	species	619958	7	7	0.0
Cellulomonas gilvus	11	species	3526441	44	21	0.0
Dictyoglomus thermophilum	14	species	1959987	9	9	0.0
Pelobacter carbinolicus	19	species	3665893	40	24	0.0
Phenylobacterium	20	genus	0	1	0	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	10	3	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	163	56	0.0
Myxococcus xanthus	34	species	9139763	73	20	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	77	44	0.0
Archangium gephyra	48	species	12489432	112	71	0.0
Chondromyces crocatus	52	species	11388132	56	37	0.0
Sorangium cellulosum	56	species	13907952	126	97	0.0
Lysobacter	68	genus	0	1	0	0.0
Caulobacter	75	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	2	0	0.0
Cyclobacterium marinum	104	species	6221273	22	13	0.0
Runella slithyformis	106	species	6919729	79	66	0.0
Rubinisphaera brasiliensis	119	species	6006602	16	10	0.0
Planctopirus limnophila	120	species	5460085	17	12	0.0
Pirellula staleyi	125	species	6196199	17	12	0.0
Isosphaera pallida	128	species	5529304	23	12	0.0
Methylocystis	133	genus	0	3	0	0.0
Borreliella burgdorferi	139	species	1329613	4	3	0.0
Borrelia hermsii	140	species	1156143	3	1	0.0
Borrelia parkeri	141	species	1030684	3	0	0.0
Borrelia turicatae	142	species	917330	3	1	0.0
Spirochaeta thermophila	154	species	2516433	47	39	0.0
Treponema denticola	158	species	2843201	31	8	0.0
Brachyspira hyodysenteriae	159	species	3055339	26	12	0.0
Treponema pallidum	160	species	1138607	6	0	0.0
Treponema succinifaciens	167	species	2897425	332	77	0.0
Leptospira biflexa	172	species	3953768	11	5	0.0
Leptospira interrogans	173	species	5395453	23	21	0.0
Leptospira borgpetersenii	174	species	3948532	7	5	0.0
Leptospirillum ferrooxidans	180	species	2559538	2	2	0.0
Azospirillum	191	genus	0	3	0	0.0
Azospirillum brasilense	192	species	13978806	122	68	0.0
Azospirillum lipoferum	193	species	7223069	168	76	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	35	28	4.4238e-06
Campylobacter fetus	196	species	1876301	6	2	0.0
Campylobacter jejuni	197	species	6156435	18	9	0.0
Campylobacter hyointestinalis	198	species	1753331	2	2	0.0
Campylobacter concisus	199	species	1969727	12	8	0.0
Campylobacter curvus	200	species	1971270	17	13	0.0
Campylobacter lari	201	species	1576113	15	5	0.0
Helicobacter pylori	210	species	2044699	34	24	0.0
Helicobacter acinonychis	212	species	1557588	7	4	0.0
Helicobacter cinaedi	213	species	2170766	2	2	0.0
Helicobacter felis	214	species	1672681	2	2	0.0
Helicobacter mustelae	217	species	1578097	4	3	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	18	1	0.0
Brucella abortus	235	species	5108028	19	0	0.0
Brucella ovis	236	species	3275590	15	0	0.0
Francisella tularensis	263	species	2777166	31	15	0.0
Paracoccus denitrificans	266	species	5236194	64	42	0.0
Thermus aquaticus	271	species	2338641	37	20	0.0
Thermus thermophilus	274	species	2214494	42	17	0.0
Meiothermus ruber	277	species	3097457	54	29	0.0
Xanthobacter autotrophicus	280	species	5625098	64	36	0.0
Comamonas testosteroni	285	species	5695231	137	69	0.0
Pseudomonas	286	genus	0	25	0	0.0
Pseudomonas aeruginosa	287	species	22457305	200	104	0.0
Pseudoalteromonas atlantica	288	species	5187005	10	8	0.0
Burkholderia cepacia	292	species	13365495	158	28	0.0
Pseudomonas fluorescens	294	species	14826544	451	167	0.0
Pseudomonas fragi	296	species	5101809	23	5	0.0
Pseudomonas mendocina	300	species	5293211	121	50	0.0
Pseudomonas putida	303	species	6888188	373	175	0.0
Ralstonia solanacearum	305	species	11186335	154	87	0.0
Pseudomonas stutzeri	316	species	7755802	267	133	0.0
Pseudomonas syringae	317	species	6129101	160	61	0.0
Ralstonia pickettii	329	species	6378979	145	58	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	39	14	0.0
Burkholderia glumae	337	species	7333967	91	16	0.0
Xanthomonas	338	genus	0	4	0	0.0
Xanthomonas campestris	339	species	7063896	93	39	0.0
Xanthomonas translucens	343	species	4638247	58	26	0.0
Xanthomonas citri	346	species	17318955	72	4	0.0
Xanthomonas oryzae	347	species	17545599	83	30	0.0
Azotobacter chroococcum	353	species	5192286	71	32	0.0
Azotobacter vinelandii	354	species	5351632	53	14	0.0
Agrobacterium	357	genus	0	7	0	0.0
Agrobacterium tumefaciens	358	species	9211775	153	33	0.0
Agrobacterium vitis	373	species	6320946	38	10	0.0
Bradyrhizobium	374	genus	0	5	0	0.0
Bradyrhizobium japonicum	375	species	9215796	82	47	0.0
Bradyrhizobium sp.	376	species	7547693	55	24	0.0
Rhizobium	379	genus	0	5	0	0.0
Sinorhizobium fredii	380	species	6891900	71	24	0.0
Mesorhizobium loti	381	species	7539018	90	42	0.0
Sinorhizobium meliloti	382	species	6962835	79	22	0.0
Rhizobium leguminosarum	384	species	7369497	164	65	0.0
Rhizobium phaseoli	396	species	87841097	77	15	0.0
Rhizobium tropici	398	species	6686334	42	19	0.0
Neorhizobium galegae	399	species	6434105	72	47	0.0
Methylobacillus flagellatus	405	species	2971517	24	13	0.0
Methylobacterium	407	genus	0	5	0	0.0
Methylobacterium extorquens	408	species	6163878	83	35	0.0
Methylococcus capsulatus	414	species	3304561	37	19	0.0
Methylomonas methanica	421	species	5051681	17	11	0.0
Acetobacteraceae	433	family	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	49	34	0.0
Gluconobacter oxydans	442	species	3306867	63	32	0.0
Legionella pneumophila	446	species	15688009	30	27	0.0
Legionella hackeliae	449	species	3570857	11	3	0.0
Legionella longbeachae	450	species	4149158	1	1	0.0
Tatlockia micdadei	451	species	3310028	3	2	0.0
Acinetobacter baumannii	470	species	11595472	35	26	0.0
Moraxella catarrhalis	480	species	2846413	9	7	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	24	6	0.0
Neisseria lactamica	486	species	2220606	16	3	0.0
Neisseria meningitidis	487	species	8508873	96	54	0.0
Neisseria elongata	495	species	2256647	13	4	0.0
Thermomicrobium roseum	500	species	2920744	15	9	0.0
Kingella kingae	504	species	2140065	11	6	0.0
Alcaligenaceae	506	family	0	2	0	0.0
Alcaligenes faecalis	511	species	4248684	21	16	0.0
Bordetella	517	genus	0	4	0	0.0
Bordetella bronchiseptica	518	species	6491145	115	21	0.0
Bordetella parapertussis	519	species	4815611	82	7	0.0
Bordetella pertussis	520	species	48698463	60	11	0.0
Bordetella avium	521	species	3732255	44	24	0.0
Acidiphilium cryptum	524	species	3963080	28	3	0.0
Ochrobactrum anthropi	529	species	5053471	51	28	0.0
Beijerinckia indica	533	species	4418616	11	3	0.0
Chromobacterium	535	genus	0	3	0	0.0
Chromobacterium violaceum	536	species	4751080	73	44	0.0
Zymomonas mobilis	542	species	2426073	20	10	0.0
Enterobacteriaceae	543	family	0	4	0	0.0
Citrobacter	544	genus	0	2	0	0.0
Citrobacter koseri	545	species	4735357	50	9	0.0
Citrobacter freundii	546	species	16193243	87	34	0.0
Enterobacter	547	genus	0	5	0	0.0
[Enterobacter] aerogenes	548	species	10750562	44	12	0.0
Pantoea agglomerans	549	species	9924054	67	10	0.0
Enterobacter cloacae	550	species	10083180	196	30	0.0
Erwinia	551	genus	0	2	0	0.0
Erwinia amylovora	552	species	3869718	15	9	0.0
Pantoea ananatis	553	species	4842757	17	6	0.0
Pectobacterium carotovorum	554	species	4852842	53	27	0.0
Escherichia coli	562	species	12319210	114	24	0.0
Shimwellia blattae	563	species	4158725	53	32	0.0
Escherichia fergusonii	564	species	4643861	46	6	0.0
Hafnia alvei	569	species	6928293	27	13	0.0
Klebsiella	570	genus	0	5	0	0.0
Klebsiella oxytoca	571	species	16779606	132	34	0.0
Klebsiella pneumoniae	573	species	15713353	162	45	0.0
Morganella morganii	582	species	3853791	25	10	0.0
