name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	55	30	0.0
Buchnera aphidicola	9	species	619958	22	19	0.0
Cellulomonas gilvus	11	species	3526441	12	9	0.0
Dictyoglomus thermophilum	14	species	1959987	13	12	0.0
Pelobacter carbinolicus	19	species	3665893	68	56	0.0
Phenylobacterium	20	genus	0	4	0	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	29	7	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	146	57	0.0
Myxococcus xanthus	34	species	9139763	57	12	0.0
Stigmatella aurantiaca	41	species	10260756	44	14	0.0
Archangium gephyra	48	species	12489432	56	36	0.0
Chondromyces crocatus	52	species	11388132	45	29	0.0
Sorangium cellulosum	56	species	13907952	69	49	0.0
Lysobacter	68	genus	0	1	0	0.0
Caulobacter	75	genus	0	3	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Leptothrix	88	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	47	32	0.0
Runella slithyformis	106	species	6919729	64	40	0.0
Rubinisphaera brasiliensis	119	species	6006602	12	7	0.0
Planctopirus limnophila	120	species	5460085	22	12	0.0
Pirellula	123	genus	0	1	0	0.0
Pirellula staleyi	125	species	6196199	12	6	0.0
Isosphaera pallida	128	species	5529304	17	6	0.0
Borreliella burgdorferi	139	species	1329613	23	19	0.0
Borrelia hermsii	140	species	1156143	7	4	0.0
Borrelia parkeri	141	species	1030684	1	1	0.0
Borrelia turicatae	142	species	917330	11	10	0.0
Spirochaeta thermophila	154	species	2516433	20	13	0.0
Treponema denticola	158	species	2843201	21	12	0.0
Brachyspira hyodysenteriae	159	species	3055339	37	23	0.0
Treponema pallidum	160	species	1138607	3	1	0.0
Treponema succinifaciens	167	species	2897425	250	74	0.000114878
Leptospira biflexa	172	species	3953768	39	17	0.0
Leptospira interrogans	173	species	5395453	23	20	0.0
Leptospira borgpetersenii	174	species	3948532	16	14	0.0
Leptospirillum ferrooxidans	180	species	2559538	6	4	0.0
Azospirillum brasilense	192	species	13978806	62	32	0.0
Azospirillum lipoferum	193	species	7223069	111	30	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	122	56	1.13401e-05
Campylobacter fetus	196	species	1876301	9	5	0.0
Campylobacter jejuni	197	species	6156435	82	15	1.70881e-12
Campylobacter hyointestinalis	198	species	1753331	8	6	0.0
Campylobacter concisus	199	species	1969727	30	26	0.0
Campylobacter curvus	200	species	1971270	40	36	0.0
Campylobacter lari	201	species	1576113	22	7	0.0
Helicobacter pylori	210	species	2044699	59	53	0.0
Helicobacter acinonychis	212	species	1557588	6	2	0.0
Helicobacter cinaedi	213	species	2170766	11	7	0.0
Helicobacter felis	214	species	1672681	3	2	0.0
Helicobacter mustelae	217	species	1578097	8	5	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	18	5	0.0
Brucella	234	genus	0	1	0	0.0
Brucella abortus	235	species	5108028	18	0	0.0
Brucella ovis	236	species	3275590	19	0	0.0
Francisella tularensis	263	species	2777166	40	19	0.0
Paracoccus denitrificans	266	species	5236194	31	19	0.0
Thermus aquaticus	271	species	2338641	10	3	0.0
Thermus thermophilus	274	species	2214494	8	2	0.0
Meiothermus ruber	277	species	3097457	22	13	0.0
Xanthobacter autotrophicus	280	species	5625098	28	14	0.0
Comamonas testosteroni	285	species	5695231	79	48	0.0
Pseudomonas	286	genus	0	25	1	0.0
Pseudomonas aeruginosa	287	species	22457305	174	91	0.0
Pseudoalteromonas atlantica	288	species	5187005	15	11	0.0
Burkholderia cepacia	292	species	13365495	73	10	0.0
Pseudomonas fluorescens	294	species	14826544	380	110	0.0
Pseudomonas fragi	296	species	5101809	26	13	0.0
Pseudomonas mendocina	300	species	5293211	106	22	0.0
Pseudomonas putida	303	species	6888188	240	67	0.0
Ralstonia solanacearum	305	species	11186335	102	43	0.0
Pseudomonas stutzeri	316	species	7755802	189	72	0.0
Pseudomonas syringae	317	species	6129101	182	61	0.0
Ralstonia pickettii	329	species	6378979	89	45	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	31	6	0.0
Burkholderia glumae	337	species	7333967	64	11	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas campestris	339	species	7063896	125	54	0.0
Xanthomonas translucens	343	species	4638247	57	32	0.0
Xanthomonas citri	346	species	17318955	57	0	0.0
Xanthomonas oryzae	347	species	17545599	71	16	0.0
Azotobacter chroococcum	353	species	5192286	44	11	0.0
Azotobacter vinelandii	354	species	5351632	49	8	0.0
Rhizobiales	356	order	0	1	0	0.0
Agrobacterium	357	genus	0	2	0	0.0
Agrobacterium tumefaciens	358	species	9211775	143	40	0.0
Agrobacterium vitis	373	species	6320946	28	6	0.0
Bradyrhizobium	374	genus	0	5	0	0.0
Bradyrhizobium japonicum	375	species	9215796	32	20	0.0
Bradyrhizobium sp.	376	species	7547693	46	23	0.0
Rhizobium	379	genus	0	4	0	0.0
Sinorhizobium fredii	380	species	6891900	39	15	0.0
Mesorhizobium loti	381	species	7539018	34	14	0.0
Sinorhizobium meliloti	382	species	6962835	40	16	0.0
Rhizobium leguminosarum	384	species	7369497	172	79	0.0
Rhizobium phaseoli	396	species	87841097	54	7	0.0
Rhizobium tropici	398	species	6686334	24	3	0.0
Neorhizobium galegae	399	species	6434105	36	24	0.0
Methylococcaceae	403	family	0	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	18	14	0.0
Methylobacterium	407	genus	0	4	0	0.0
Methylobacterium extorquens	408	species	6163878	30	6	0.0
Methylococcus capsulatus	414	species	3304561	17	11	0.0
Methylomonas methanica	421	species	5051681	13	8	0.0
Acetobacteraceae	433	family	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	90	74	0.0
Gluconobacter oxydans	442	species	3306867	105	55	0.0
Legionella pneumophila	446	species	15688009	122	99	0.0
Legionella hackeliae	449	species	3570857	9	4	0.0
Legionella longbeachae	450	species	4149158	6	1	0.0
Tatlockia micdadei	451	species	3310028	8	6	0.0
Acinetobacter baumannii	470	species	11595472	43	38	0.0
Moraxella catarrhalis	480	species	2846413	19	7	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	5	2	0.0
Neisseria lactamica	486	species	2220606	9	1	0.0
Neisseria meningitidis	487	species	8508873	61	39	0.0
Neisseria elongata	495	species	2256647	9	6	0.0
Thermomicrobium roseum	500	species	2920744	6	5	0.0
Kingella kingae	504	species	2140065	21	17	0.0
Alcaligenaceae	506	family	0	1	0	0.0
Alcaligenes faecalis	511	species	4248684	32	24	0.0
Bordetella	517	genus	0	4	0	0.0
Bordetella bronchiseptica	518	species	6491145	47	7	0.0
Bordetella parapertussis	519	species	4815611	46	12	0.0
Bordetella pertussis	520	species	48698463	32	7	0.0
Bordetella avium	521	species	3732255	14	5	0.0
Acidiphilium cryptum	524	species	3963080	13	0	0.0
Ochrobactrum	528	genus	0	1	0	0.0
Ochrobactrum anthropi	529	species	5053471	36	19	0.0
Beijerinckia indica	533	species	4418616	17	14	0.0
Chromobacterium	535	genus	0	4	0	0.0
Chromobacterium violaceum	536	species	4751080	33	14	0.0
Zymomonas mobilis	542	species	2426073	30	23	0.0
Enterobacteriaceae	543	family	0	3	0	0.0
Citrobacter	544	genus	0	1	0	0.0
Citrobacter koseri	545	species	4735357	19	6	0.0
Citrobacter freundii	546	species	16193243	131	19	4.79162e-43
Enterobacter	547	genus	0	3	0	0.0
[Enterobacter] aerogenes	548	species	10750562	61	9	1.10508e-28
Pantoea agglomerans	549	species	9924054	82	13	0.0
Enterobacter cloacae	550	species	10083180	211	45	4.52391e-37
Erwinia	551	genus	0	1	0	0.0
Erwinia amylovora	552	species	3869718	17	7	0.0
Pantoea ananatis	553	species	4842757	31	9	0.0
Pectobacterium carotovorum	554	species	4852842	59	22	0.0
Escherichia coli	562	species	12319210	13958	12259	0.0276379
Shimwellia blattae	563	species	4158725	32	21	0.0
Escherichia fergusonii	564	species	4643861	78	25	2.08862e-39
Hafnia alvei	569	species	6928293	51	18	0.0
Klebsiella	570	genus	0	2	0	0.0
Klebsiella oxytoca	571	species	16779606	116	40	1.32604e-41
Klebsiella pneumoniae	573	species	15713353	3114	2624	0.00467348
Morganella morganii	582	species	3853791	18	7	0.0
Proteus mirabilis	584	species	5337360	30	0	0.0
Proteus vulgaris	585	species	3794983	30	0	0.0
Providencia stuartii	588	species	6521015	20	8	0.0
Serratia	613	genus	0	4	0	0.0
Serratia liquefaciens	614	species	7946985	34	8	0.0
Serratia marcescens	615	species	8465231	144	44	0.0
Shigella	620	genus	0	2	0	0.0
Shigella boydii	621	species	4698475	516	21	3.80859e-05
Shigella dysenteriae	622	species	4560911	706	65	0.000145927
Shigella flexneri	623	species	4763519	463	18	3.04341e-05
Shigella sonnei	624	species	6798914	510	6	6.62869e-13
Xenorhabdus nematophila	628	species	4586662	14	6	0.0
Yersinia	629	genus	0	2	0	0.0
Yersinia enterocolitica	630	species	14308813	94	59	0.0
Yersinia intermedia	631	species	4859749	34	16	0.0
Yersinia pestis	632	species	7124135	19	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	21	4	0.0
Edwardsiella	635	genus	0	1	0	0.0
Edwardsiella tarda	636	species	3717889	77	46	0.0
Aeromonas	642	genus	0	6	0	0.0
Aeromonas hydrophila	644	species	7739252	170	87	0.0
Aeromonas salmonicida	645	species	5040536	48	24	0.0
Aeromonas media	651	species	4788430	39	12	0.0
Aeromonas schubertii	652	species	4400034	43	16	0.0
Aeromonas veronii	654	species	7214925	115	28	7.04007e-38
Vibrio alginolyticus	663	species	8138835	31	12	0.0
Vibrio cholerae	666	species	6170861	100	39	3.84566e-49
Aliivibrio fischeri	668	species	4273718	26	21	0.0
Vibrio harveyi	669	species	11920371	37	7	0.0
Vibrio parahaemolyticus	670	species	10344823	65	25	0.0
Vibrio vulnificus	672	species	10215744	61	37	0.0
Grimontia hollisae	673	species	3998273	27	15	0.0
Vibrio mimicus	674	species	8922704	70	25	0.0
Vibrio fluvialis	676	species	4827724	46	20	0.0
Vibrio campbellii	680	species	12090206	59	17	0.0
Vibrio natriegens	691	species	10692018	41	19	0.0
Plesiomonas shigelloides	703	species	3405979	26	8	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	6	6	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	69	22	0.0
Actinobacillus suis	716	species	2501598	18	4	0.0
Actinobacillus equuli	718	species	2431533	44	2	0.0
Haemophilus influenzae	727	species	2672708	40	27	0.0
Haemophilus parainfluenzae	729	species	2086875	6	6	0.0
[Haemophilus] ducreyi	730	species	10121291	23	20	0.0
Histophilus somni	731	species	2138367	50	39	0.0
Aggregatibacter aphrophilus	732	species	3520359	21	15	0.0
[Haemophilus] parasuis	738	species	4546750	45	26	0.0
Pasteurella multocida	747	species	2546987	26	18	0.0
Gallibacterium anatis	750	species	2694139	44	41	0.0
