name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	33	19	0.0
Buchnera aphidicola	9	species	619958	31	22	0.0
Cellulomonas gilvus	11	species	3526441	13	9	0.0
Dictyoglomus thermophilum	14	species	1959987	19	17	0.0
Pelobacter carbinolicus	19	species	3665893	29	17	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	11	5	0.0
Myxococcus fulvus	33	species	10026214	75	39	0.0
Myxococcus xanthus	34	species	9139763	27	5	0.0
Stigmatella aurantiaca	41	species	10260756	24	10	0.0
Archangium gephyra	48	species	12489432	52	34	0.0
Chondromyces crocatus	52	species	11388132	20	15	0.0
Sorangium cellulosum	56	species	13907952	46	25	0.0
Caulobacter	75	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Hyphomonas	85	genus	0	2	0	0.0
Leptothrix	88	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	37	30	0.0
Runella slithyformis	106	species	6919729	47	36	0.0
Rubinisphaera brasiliensis	119	species	6006602	12	6	0.0
Planctopirus limnophila	120	species	5460085	11	6	0.0
Pirellula staleyi	125	species	6196199	12	8	0.0
Isosphaera pallida	128	species	5529304	17	10	0.0
Methylocystis	133	genus	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	7	4	0.0
Borrelia hermsii	140	species	1156143	7	4	0.0
Borrelia parkeri	141	species	1030684	6	6	0.0
Borrelia turicatae	142	species	917330	3	1	0.0
Spirochaeta thermophila	154	species	2516433	26	15	0.0
Treponema denticola	158	species	2843201	30	19	0.0
Brachyspira hyodysenteriae	159	species	3055339	37	25	0.0
Treponema pallidum	160	species	1138607	6	0	0.0
Treponema succinifaciens	167	species	2897425	387	82	3.83874e-05
Leptospira biflexa	172	species	3953768	23	18	0.0
Leptospira interrogans	173	species	5395453	32	27	0.0
Leptospira borgpetersenii	174	species	3948532	27	22	0.0
Leptospirillum ferrooxidans	180	species	2559538	9	5	0.0
Azospirillum brasilense	192	species	13978806	76	41	0.0
Azospirillum lipoferum	193	species	7223069	70	43	0.0
Campylobacter coli	195	species	5104439	235	93	3.24777e-05
Campylobacter fetus	196	species	1876301	10	6	0.0
Campylobacter jejuni	197	species	6156435	191	28	2.83202e-17
Campylobacter hyointestinalis	198	species	1753331	12	12	0.0
Campylobacter concisus	199	species	1969727	25	20	0.0
Campylobacter curvus	200	species	1971270	13	10	0.0
Campylobacter lari	201	species	1576113	31	14	0.0
Helicobacter pylori	210	species	2044699	45	38	0.0
Helicobacter acinonychis	212	species	1557588	4	1	0.0
Helicobacter cinaedi	213	species	2170766	11	9	0.0
Helicobacter felis	214	species	1672681	5	4	0.0
Helicobacter mustelae	217	species	1578097	6	5	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	2	0	0.0
Brucella	234	genus	0	1	0	0.0
Brucella abortus	235	species	5108028	18	0	0.0
Brucella ovis	236	species	3275590	17	0	0.0
Flavobacterium	237	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	45	25	0.0
Paracoccus denitrificans	266	species	5236194	37	23	0.0
Thermus aquaticus	271	species	2338641	22	6	0.0
Thermus thermophilus	274	species	2214494	16	5	0.0
Meiothermus ruber	277	species	3097457	18	12	0.0
Xanthobacter autotrophicus	280	species	5625098	29	13	0.0
Comamonas testosteroni	285	species	5695231	85	48	0.0
Pseudomonas	286	genus	0	9	0	0.0
Pseudomonas aeruginosa	287	species	22457305	105	45	1.26573e-34
Pseudoalteromonas atlantica	288	species	5187005	25	16	0.0
Burkholderia cepacia	292	species	13365495	109	18	0.0
Pseudomonas fluorescens	294	species	14826544	300	121	0.0
Pseudomonas fragi	296	species	5101809	17	4	0.0
Pseudomonas mendocina	300	species	5293211	71	30	0.0
Pseudomonas putida	303	species	6888188	212	74	3.30094e-40
Ralstonia solanacearum	305	species	11186335	86	47	0.0
Pseudomonas stutzeri	316	species	7755802	145	79	0.0
Pseudomonas syringae	317	species	6129101	95	36	0.0
Ralstonia pickettii	329	species	6378979	77	31	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	24	7	0.0
Burkholderia glumae	337	species	7333967	48	14	0.0
Xanthomonas campestris	339	species	7063896	72	26	0.0
