Total Number of Aligned Reads:	863010	Total Number of Mapped Genomes:	8737
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.3175418145728102	0.28856096684858806	249031.0	0.2885516969675902	9.26988099790269e-06	0.3048590025538968	0.27921511895998774	240965.439813659	0.2784278281827557	0.00824208294226023
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.11455086527809465	0.12139720281340888	104767.0	0.12120021784220344	0.00019698497120543214	0.06940190438016254	0.0664697754758605	57364.080933422374	0.10350980869283091	0.011350969281931843
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.06456635898636286	0.05939096881843779	51255.0	0.05939096881843779	0.0	0.06318249082189045	0.051626689300847885	44554.34913352473	0.050956535845471086	0.001987230738925389
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.04935331264869571	0.05128214041552242	44257.0	0.05095074216984739	0.0003313982456750211	0.038730207039483454	0.03771753179536626	32550.607114719034	0.06183010625601094	0.006828426090080069
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.0443745351744147	0.040066743143184896	34578.0	0.03995318710096059	0.00011355604222430795	0.03600690426106438	0.03507301633352821	30268.36382599818	0.05650108341734163	0.010004519066986477
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703|accession|NC_008618.1	0.03674875183706515	0.02956628544281063	25516.0	0.02956628544281063	0.0	0.03658623903016113	0.029489361028885476	25449.613461538454	0.029475904103081076	7.763525335743502e-05
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362248.1	0.025262856412531	0.02031842041227796	17535.0	0.02030567432590584	1.2746086372116198e-05	0.025318951464080204	0.02041343669250616	17616.99999999974	0.02031146800152953	0.0002838901055607699
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362249.1	0.02444571096190455	0.020379833373889062	17588.0	0.01952005191133359	0.0008597814625554744	0.026793508145892566	0.021660506058253728	18693.23333333355	0.023082003684777697	0.0010579251688856443
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703855.1	0.02185496570267333	0.020122594176197262	17366.0	0.02004380018771509	7.879398848217287e-05	0.023951745970810755	0.024124652912890197	20819.81671035337	0.036311282603909575	0.00971947022630097
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362220.1	0.02154607650658888	0.017155073521743665	14805.0	0.017155073521743665	0.0	0.021225944301553706	0.0171753127619225	14822.466666666736	0.016958088550538233	0.0008864323704244446
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362247.1	0.021319949081635422	0.017317296439206962	14945.0	0.017295280471836944	2.2015967370018886e-05	0.020451012282994598	0.016641213118426857	14361.533333333562	0.016260530005446056	0.0011355604222430796
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362246.1	0.01605614131455328	0.012732181550619344	10988.0	0.012732181550619344	0.0	0.014383569488736727	0.011743278454267357	10134.566738817271	0.011217714742586992	0.0026569796410238584
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362244.1	0.014932537001091066	0.012078654940267204	10424.0	0.012078654940267204	0.0	0.014932204551087633	0.012072861264643514	10419.0	0.012072861264643514	0.0
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362243.1	0.012900604568428531	0.010476124262754776	9041.0	0.010476124262754776	0.0	0.012920361505924323	0.010480366060979237	9044.660714285692	0.010490029084251631	0.0004287319961529994
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499579.1	0.01240049745156311	0.015500399763618035	13377.0	0.015499241028493297	1.1587351247378362e-06	0.00618467499014492	0.007446013832454841	6425.984397546852	0.010826062270425603	0.003551523157321468
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362242.1	0.011953048140217836	0.009604755448951924	8289.0	0.009604755448951924	0.0	0.011497080288524992	0.009370690953754863	8086.999999999984	0.009268722262777952	0.0005167958656330749
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362240.1	0.011635084941986094	0.009412405418245444	8123.0	0.009412405418245444	0.0	0.011653992361780314	0.009435715306504746	8143.11666666666	0.009412405418245444	0.00010196869097692959
