name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	26	16	0.0
Buchnera aphidicola	9	species	619958	30	23	0.0
Cellulomonas gilvus	11	species	3526441	13	10	0.0
Dictyoglomus thermophilum	14	species	1959987	19	17	0.0
Pelobacter carbinolicus	19	species	3665893	25	18	0.0
Shewanella putrefaciens	24	species	4749735	12	4	0.0
Myxococcus fulvus	33	species	10026214	69	35	0.0
Myxococcus xanthus	34	species	9139763	28	9	0.0
Stigmatella aurantiaca	41	species	10260756	32	15	0.0
Archangium gephyra	48	species	12489432	43	28	0.0
Chondromyces crocatus	52	species	11388132	18	13	0.0
Sorangium cellulosum	56	species	13907952	43	31	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Hyphomonas	85	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	38	29	0.0
Runella slithyformis	106	species	6919729	42	36	0.0
Rubinisphaera brasiliensis	119	species	6006602	15	8	0.0
Planctopirus limnophila	120	species	5460085	12	8	0.0
Pirellula staleyi	125	species	6196199	11	8	0.0
Isosphaera pallida	128	species	5529304	13	8	0.0
Borreliella burgdorferi	139	species	1329613	6	3	0.0
Borrelia hermsii	140	species	1156143	7	5	0.0
Borrelia parkeri	141	species	1030684	7	7	0.0
Borrelia turicatae	142	species	917330	3	1	0.0
Spirochaeta thermophila	154	species	2516433	16	11	0.0
Treponema denticola	158	species	2843201	29	21	0.0
Brachyspira hyodysenteriae	159	species	3055339	36	24	0.0
Treponema pallidum	160	species	1138607	5	0	0.0
Treponema succinifaciens	167	species	2897425	259	76	0.000199701
Leptospira biflexa	172	species	3953768	18	16	0.0
Leptospira interrogans	173	species	5395453	32	29	0.0
Leptospira borgpetersenii	174	species	3948532	24	20	0.0
Leptospirillum ferrooxidans	180	species	2559538	7	4	0.0
Azospirillum brasilense	192	species	13978806	60	37	0.0
Azospirillum lipoferum	193	species	7223069	70	39	0.0
Campylobacter coli	195	species	5104439	167	72	4.71655e-05
Campylobacter fetus	196	species	1876301	12	9	0.0
Campylobacter jejuni	197	species	6156435	134	25	4.17618e-06
Campylobacter hyointestinalis	198	species	1753331	13	13	0.0
Campylobacter concisus	199	species	1969727	21	16	0.0
Campylobacter curvus	200	species	1971270	10	8	0.0
Campylobacter lari	201	species	1576113	31	16	0.0
Helicobacter pylori	210	species	2044699	46	36	0.0
Helicobacter acinonychis	212	species	1557588	5	2	0.0
Helicobacter cinaedi	213	species	2170766	10	8	0.0
Helicobacter felis	214	species	1672681	4	3	0.0
Helicobacter mustelae	217	species	1578097	7	4	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	4	0	0.0
Brucella abortus	235	species	5108028	19	0	0.0
Brucella ovis	236	species	3275590	23	0	0.0
Flavobacterium	237	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	41	28	0.0
Paracoccus denitrificans	266	species	5236194	38	23	0.0
Thermus aquaticus	271	species	2338641	16	5	0.0
Thermus thermophilus	274	species	2214494	14	5	0.0
Meiothermus ruber	277	species	3097457	15	10	0.0
Xanthobacter autotrophicus	280	species	5625098	16	10	0.0
Comamonas testosteroni	285	species	5695231	73	44	4.25156e-57
Pseudomonas	286	genus	0	11	0	0.0
Pseudomonas aeruginosa	287	species	22457305	130	47	2.7163e-34
Pseudoalteromonas atlantica	288	species	5187005	22	15	0.0
Burkholderia cepacia	292	species	13365495	94	15	0.0
Pseudomonas fluorescens	294	species	14826544	260	119	0.0
Pseudomonas fragi	296	species	5101809	11	2	0.0
Pseudomonas mendocina	300	species	5293211	62	29	0.0
Pseudomonas putida	303	species	6888188	183	67	1.58638e-54
Ralstonia solanacearum	305	species	11186335	66	42	2.09468e-41
Pseudomonas stutzeri	316	species	7755802	124	70	1.18647e-36
Pseudomonas syringae	317	species	6129101	92	34	0.0
Ralstonia pickettii	329	species	6378979	83	29	2.17883e-17
Pseudomonas pseudoalcaligenes	330	species	4691662	23	8	3.09674e-54
Burkholderia glumae	337	species	7333967	46	14	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas campestris	339	species	7063896	73	32	0.0
Xanthomonas translucens	343	species	4638247	36	15	0.0
Xanthomonas citri	346	species	17318955	37	2	0.0
Xanthomonas oryzae	347	species	17545599	47	21	0.0
Azotobacter chroococcum	353	species	5192286	36	14	0.0
Azotobacter vinelandii	354	species	5351632	42	10	0.0
Rhizobiales	356	order	0	1	0	0.0
Agrobacterium	357	genus	0	2	0	0.0
Agrobacterium tumefaciens	358	species	9211775	82	25	0.0
Agrobacterium vitis	373	species	6320946	21	12	0.0
Bradyrhizobium	374	genus	0	3	0	0.0
Bradyrhizobium japonicum	375	species	9215796	24	14	0.0
Bradyrhizobium sp.	376	species	7547693	17	11	0.0
Rhizobium	379	genus	0	3	0	0.0
Sinorhizobium fredii	380	species	6891900	19	6	0.0
Mesorhizobium loti	381	species	7539018	38	15	0.0
Sinorhizobium meliloti	382	species	6962835	36	18	0.0
Rhizobium leguminosarum	384	species	7369497	96	45	0.0
Rhizobium phaseoli	396	species	87841097	46	8	0.0
Rhizobium tropici	398	species	6686334	23	9	0.0
Neorhizobium galegae	399	species	6434105	47	29	0.0
Methylobacillus flagellatus	405	species	2971517	15	12	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	44	13	0.0
Methylococcus capsulatus	414	species	3304561	16	11	0.0
Methylomonas methanica	421	species	5051681	10	7	0.0
Acetobacter pasteurianus	438	species	3216979	33	19	0.0
Gluconobacter oxydans	442	species	3306867	30	21	0.0
