name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	64	32	0.0
Buchnera aphidicola	9	species	619958	20	20	0.0
Cellulomonas gilvus	11	species	3526441	21	17	0.0
Dictyoglomus thermophilum	14	species	1959987	16	14	0.0
Pelobacter carbinolicus	19	species	3665893	50	42	0.0
Phenylobacterium	20	genus	0	3	0	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	9	1	0.0
Myxococcus fulvus	33	species	10026214	160	71	0.0
Myxococcus xanthus	34	species	9139763	62	11	0.0
Stigmatella aurantiaca	41	species	10260756	52	26	0.0
Archangium gephyra	48	species	12489432	72	48	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	46	34	0.0
Sorangium cellulosum	56	species	13907952	55	37	0.0
Caulobacter	75	genus	0	3	0	0.0
Leptothrix	88	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	35	29	0.0
Runella slithyformis	106	species	6919729	53	29	0.0
Rubinisphaera brasiliensis	119	species	6006602	5	3	0.0
Planctopirus limnophila	120	species	5460085	18	11	0.0
Pirellula staleyi	125	species	6196199	8	6	0.0
Isosphaera pallida	128	species	5529304	23	15	0.0
Borreliella burgdorferi	139	species	1329613	14	12	0.0
Borrelia hermsii	140	species	1156143	1	1	0.0
Borrelia turicatae	142	species	917330	15	15	0.0
Spirochaeta thermophila	154	species	2516433	27	21	0.0
Treponema denticola	158	species	2843201	10	5	0.0
Brachyspira hyodysenteriae	159	species	3055339	19	10	0.0
Treponema succinifaciens	167	species	2897425	163	51	0
Leptospira biflexa	172	species	3953768	18	9	0.0
Leptospira interrogans	173	species	5395453	19	18	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Leptospirillum ferrooxidans	180	species	2559538	2	1	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	94	53	0.0
Azospirillum lipoferum	193	species	7223069	109	50	0.0
Campylobacter coli	195	species	5104439	25	19	0.0
Campylobacter fetus	196	species	1876301	2	1	0.0
Campylobacter jejuni	197	species	6156435	12	6	0.0
Campylobacter concisus	199	species	1969727	21	19	0.0
Campylobacter curvus	200	species	1971270	23	19	0.0
Campylobacter lari	201	species	1576113	27	5	0.0
Helicobacter pylori	210	species	2044699	48	39	0.0
Helicobacter acinonychis	212	species	1557588	4	1	0.0
Helicobacter cinaedi	213	species	2170766	2	1	0.0
Helicobacter felis	214	species	1672681	2	2	0.0
Helicobacter mustelae	217	species	1578097	5	1	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	15	6	0.0
Brucella abortus	235	species	5108028	18	0	0.0
Brucella ovis	236	species	3275590	21	0	0.0
Francisella tularensis	263	species	2777166	32	15	0.0
Paracoccus denitrificans	266	species	5236194	47	32	0.0
Thermus aquaticus	271	species	2338641	22	12	0.0
Thermus thermophilus	274	species	2214494	31	7	0.0
Meiothermus ruber	277	species	3097457	34	16	0.0
Xanthobacter autotrophicus	280	species	5625098	28	15	0.0
Comamonas testosteroni	285	species	5695231	118	68	0.0
Pseudomonas	286	genus	0	14	0	0.0
Pseudomonas aeruginosa	287	species	22457305	179	113	0.0
Pseudoalteromonas atlantica	288	species	5187005	15	14	0.0
Burkholderia cepacia	292	species	13365495	102	29	0.0
Pseudomonas fluorescens	294	species	14826544	349	116	0.0
Pseudomonas fragi	296	species	5101809	19	8	0.0
Pseudomonas mendocina	300	species	5293211	102	28	0.0
Pseudomonas putida	303	species	6888188	247	85	0.0
Ralstonia solanacearum	305	species	11186335	116	76	0.0
Pseudomonas stutzeri	316	species	7755802	198	95	0.0
Pseudomonas syringae	317	species	6129101	158	62	0.0
Ralstonia pickettii	329	species	6378979	98	60	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	25	10	0.0
Burkholderia glumae	337	species	7333967	46	7	0.0
Xanthomonas	338	genus	0	3	0	0.0
Xanthomonas campestris	339	species	7063896	136	62	0.0
Xanthomonas translucens	343	species	4638247	64	37	0.0
Xanthomonas citri	346	species	17318955	47	0	0.0
Xanthomonas oryzae	347	species	17545599	68	32	0.0
Azotobacter chroococcum	353	species	5192286	49	22	0.0
Azotobacter vinelandii	354	species	5351632	45	11	0.0
Agrobacterium	357	genus	0	4	0	0.0
Agrobacterium tumefaciens	358	species	9211775	146	40	0.0
Agrobacterium vitis	373	species	6320946	23	6	0.0
Bradyrhizobium	374	genus	0	1	0	0.0
Bradyrhizobium japonicum	375	species	9215796	61	37	0.0
Bradyrhizobium sp.	376	species	7547693	39	15	0.0
Rhizobium	379	genus	0	3	0	0.0
Sinorhizobium fredii	380	species	6891900	38	13	0.0
Mesorhizobium loti	381	species	7539018	38	12	0.0
Sinorhizobium meliloti	382	species	6962835	46	16	0.0
Rhizobium leguminosarum	384	species	7369497	147	70	0.0
Rhizobium phaseoli	396	species	87841097	55	5	0.0
Rhizobium tropici	398	species	6686334	29	10	0.0
Neorhizobium galegae	399	species	6434105	35	21	0.0
Methylobacillus flagellatus	405	species	2971517	32	20	0.0
Methylobacterium extorquens	408	species	6163878	40	12	0.0
Methylococcus capsulatus	414	species	3304561	12	10	0.0
Methylomonas methanica	421	species	5051681	19	15	0.0
Acetobacteraceae	433	family	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	83	72	0.0
Gluconobacter oxydans	442	species	3306867	75	45	0.0
Legionella pneumophila	446	species	15688009	81	76	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Tatlockia micdadei	451	species	3310028	4	4	0.0
Acinetobacter baumannii	470	species	11595472	42	36	0.0
Moraxella catarrhalis	480	species	2846413	10	6	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	11	5	0.0
Neisseria lactamica	486	species	2220606	7	3	0.0
Neisseria meningitidis	487	species	8508873	78	60	0.0
Neisseria elongata	495	species	2256647	8	5	0.0
Thermomicrobium roseum	500	species	2920744	13	12	0.0
Kingella kingae	504	species	2140065	11	5	0.0
