name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	39	26	0.0
Buchnera aphidicola	9	species	619958	40	26	0.0
Cellulomonas gilvus	11	species	3526441	14	9	0.0
Dictyoglomus thermophilum	14	species	1959987	22	18	0.0
Pelobacter carbinolicus	19	species	3665893	31	21	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	14	3	0.0
Myxococcus fulvus	33	species	10026214	85	50	0.0
Myxococcus xanthus	34	species	9139763	36	12	0.0
Stigmatella aurantiaca	41	species	10260756	43	28	0.0
Archangium gephyra	48	species	12489432	36	29	0.0
Chondromyces crocatus	52	species	11388132	27	22	0.0
Sorangium cellulosum	56	species	13907952	64	44	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	37	30	0.0
Runella slithyformis	106	species	6919729	47	40	0.0
Rubinisphaera brasiliensis	119	species	6006602	13	12	0.0
Planctopirus limnophila	120	species	5460085	14	12	0.0
Pirellula staleyi	125	species	6196199	10	9	0.0
Isosphaera pallida	128	species	5529304	14	10	0.0
Borreliella burgdorferi	139	species	1329613	7	2	0.0
Borrelia hermsii	140	species	1156143	5	3	0.0
Borrelia parkeri	141	species	1030684	7	4	0.0
Borrelia turicatae	142	species	917330	5	1	0.0
Spirochaeta thermophila	154	species	2516433	30	23	0.0
Treponema denticola	158	species	2843201	26	17	0.0
Brachyspira hyodysenteriae	159	species	3055339	46	31	0.0
Treponema pallidum	160	species	1138607	4	0	0.0
Treponema succinifaciens	167	species	2897425	262	73	0.000296673
Leptospira biflexa	172	species	3953768	20	15	0.0
Leptospira interrogans	173	species	5395453	26	23	0.0
Leptospira borgpetersenii	174	species	3948532	15	11	0.0
Leptospirillum ferrooxidans	180	species	2559538	7	4	0.0
Azospirillum brasilense	192	species	13978806	66	38	0.0
Azospirillum lipoferum	193	species	7223069	84	47	0.0
Campylobacter coli	195	species	5104439	119	64	1.91317e-05
Campylobacter fetus	196	species	1876301	20	16	0.0
Campylobacter jejuni	197	species	6156435	120	50	1.26927e-05
Campylobacter hyointestinalis	198	species	1753331	6	4	0.0
Campylobacter concisus	199	species	1969727	21	17	0.0
Campylobacter curvus	200	species	1971270	6	5	0.0
Campylobacter lari	201	species	1576113	32	20	0.0
Helicobacter pylori	210	species	2044699	54	43	0.0
Helicobacter acinonychis	212	species	1557588	4	1	0.0
Helicobacter cinaedi	213	species	2170766	6	5	0.0
Helicobacter felis	214	species	1672681	5	2	0.0
Helicobacter mustelae	217	species	1578097	7	4	0.0
Achromobacter	222	genus	0	4	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	8	0	0.0
Brucella abortus	235	species	5108028	23	0	0.0
Brucella ovis	236	species	3275590	25	1	0.0
Francisella tularensis	263	species	2777166	50	33	0.0
Paracoccus denitrificans	266	species	5236194	27	19	0.0
Thermus aquaticus	271	species	2338641	14	10	0.0
Thermus thermophilus	274	species	2214494	20	12	0.0
Meiothermus ruber	277	species	3097457	17	12	0.0
Xanthobacter autotrophicus	280	species	5625098	30	20	0.0
Comamonas	283	genus	0	2	0	0.0
Comamonas testosteroni	285	species	5695231	98	49	2.5945e-06
Pseudomonas	286	genus	0	21	0	0.0
Pseudomonas aeruginosa	287	species	22457305	236	87	1.59753e-15
Pseudoalteromonas atlantica	288	species	5187005	13	11	0.0
Burkholderia cepacia	292	species	13365495	135	36	0.0
Pseudomonas fluorescens	294	species	14826544	194	87	0.0
Pseudomonas fragi	296	species	5101809	13	6	0.0
Pseudomonas mendocina	300	species	5293211	52	21	0.0
Pseudomonas putida	303	species	6888188	188	67	5.09839e-28
Ralstonia solanacearum	305	species	11186335	122	67	1.66973e-53
Pseudomonas stutzeri	316	species	7755802	153	75	1.68962e-30
Pseudomonas syringae	317	species	6129101	76	30	0.0
Ralstonia pickettii	329	species	6378979	194	59	5.13444e-18
Pseudomonas pseudoalcaligenes	330	species	4691662	24	6	5.91022e-47
Burkholderia glumae	337	species	7333967	60	20	0.0
Xanthomonas	338	genus	0	6	0	0.0
Xanthomonas campestris	339	species	7063896	69	26	0.0
Xanthomonas translucens	343	species	4638247	32	15	0.0
Xanthomonas citri	346	species	17318955	26	5	0.0
Xanthomonas oryzae	347	species	17545599	35	14	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter chroococcum	353	species	5192286	27	10	0.0
Azotobacter vinelandii	354	species	5351632	29	10	0.0
Agrobacterium	357	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	84	20	0.0
Agrobacterium vitis	373	species	6320946	26	12	0.0
Bradyrhizobium	374	genus	0	3	0	0.0
Bradyrhizobium japonicum	375	species	9215796	27	16	0.0
Bradyrhizobium sp.	376	species	7547693	29	20	0.0
Rhizobium	379	genus	0	9	0	0.0
Sinorhizobium fredii	380	species	6891900	28	10	0.0
Mesorhizobium loti	381	species	7539018	43	23	0.0
Sinorhizobium meliloti	382	species	6962835	52	25	0.0
Rhizobium leguminosarum	384	species	7369497	87	47	0.0
Rhizobium phaseoli	396	species	87841097	29	4	0.0
Rhizobium tropici	398	species	6686334	19	10	0.0
Neorhizobium galegae	399	species	6434105	34	19	0.0
Methylobacillus flagellatus	405	species	2971517	17	11	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	46	12	0.0
Methylococcus capsulatus	414	species	3304561	17	13	0.0
Methylomonas methanica	421	species	5051681	18	11	0.0
Acetobacter pasteurianus	438	species	3216979	25	10	0.0
Gluconobacter oxydans	442	species	3306867	44	26	0.0
Legionella pneumophila	446	species	15688009	36	29	0.0
Legionella hackeliae	449	species	3570857	18	11	0.0
Legionella longbeachae	450	species	4149158	9	5	0.0
Tatlockia micdadei	451	species	3310028	9	7	0.0
Acinetobacter	469	genus	0	12	0	0.0
Acinetobacter baumannii	470	species	11595472	114	40	4.71586e-35
Moraxella catarrhalis	480	species	2846413	13	10	0.0
Neisseria gonorrhoeae	485	species	4967431	12	5	0.0
Neisseria lactamica	486	species	2220606	14	7	0.0
Neisseria meningitidis	487	species	8508873	52	36	0.0
Neisseria elongata	495	species	2256647	24	17	0.0
Thermomicrobium roseum	500	species	2920744	10	6	0.0
Kingella kingae	504	species	2140065	11	4	9.54285e-45
Alcaligenes	507	genus	0	3	0	0.0
Alcaligenes faecalis	511	species	4248684	27	10	6.49055e-48
Bordetella	517	genus	0	5	0	0.0
Bordetella bronchiseptica	518	species	6491145	74	26	0.0
Bordetella parapertussis	519	species	4815611	43	2	0.0
Bordetella pertussis	520	species	48698463	30	2	0.0
Bordetella avium	521	species	3732255	23	10	0.0
Acidiphilium cryptum	524	species	3963080	18	4	0.0
Ochrobactrum anthropi	529	species	5053471	21	11	0.0
Beijerinckia indica	533	species	4418616	14	7	0.0
Chromobacterium	535	genus	0	1	0	0.0
