name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	72	44	0.0
Buchnera aphidicola	9	species	619958	7	7	0.0
Cellulomonas gilvus	11	species	3526441	39	21	0.0
Dictyoglomus thermophilum	14	species	1959987	7	6	0.0
Pelobacter carbinolicus	19	species	3665893	33	25	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	9	2	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	135	60	0.0
Myxococcus xanthus	34	species	9139763	64	22	0.0
Stigmatella aurantiaca	41	species	10260756	65	40	0.0
Archangium gephyra	48	species	12489432	92	61	0.0
Chondromyces crocatus	52	species	11388132	54	34	0.0
Sorangium cellulosum	56	species	13907952	130	98	0.0
Lysobacter	68	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	2	0	0.0
Cyclobacterium marinum	104	species	6221273	20	17	0.0
Runella slithyformis	106	species	6919729	60	48	0.0
Rubinisphaera brasiliensis	119	species	6006602	15	12	0.0
Planctopirus limnophila	120	species	5460085	10	9	0.0
Pirellula staleyi	125	species	6196199	16	13	0.0
Isosphaera pallida	128	species	5529304	21	14	0.0
Methylocystis	133	genus	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	3	2	0.0
Borrelia hermsii	140	species	1156143	2	0	0.0
Borrelia parkeri	141	species	1030684	2	0	0.0
Borrelia turicatae	142	species	917330	2	0	0.0
Spirochaeta thermophila	154	species	2516433	48	35	0.0
Treponema denticola	158	species	2843201	22	8	0.0
Brachyspira hyodysenteriae	159	species	3055339	17	10	0.0
Treponema pallidum	160	species	1138607	3	0	0.0
Treponema succinifaciens	167	species	2897425	203	70	2.12796e-14
Leptospira biflexa	172	species	3953768	8	4	0.0
Leptospira interrogans	173	species	5395453	23	22	0.0
Leptospira borgpetersenii	174	species	3948532	5	5	0.0
Leptospirillum ferrooxidans	180	species	2559538	2	2	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	103	60	0.0
Azospirillum lipoferum	193	species	7223069	137	70	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	35	29	4.80218e-06
Campylobacter fetus	196	species	1876301	5	1	0.0
Campylobacter jejuni	197	species	6156435	15	7	0.0
Campylobacter hyointestinalis	198	species	1753331	2	2	0.0
Campylobacter concisus	199	species	1969727	6	5	0.0
Campylobacter curvus	200	species	1971270	13	9	0.0
Campylobacter lari	201	species	1576113	11	5	0.0
Helicobacter pylori	210	species	2044699	30	24	0.0
Helicobacter acinonychis	212	species	1557588	6	4	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Helicobacter felis	214	species	1672681	2	2	0.0
Helicobacter mustelae	217	species	1578097	3	3	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	20	3	0.0
Brucella abortus	235	species	5108028	17	0	0.0
Brucella ovis	236	species	3275590	14	0	0.0
