name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	45	21	0.0
Buchnera aphidicola	9	species	619958	20	17	0.0
Cellulomonas gilvus	11	species	3526441	14	10	0.0
Dictyoglomus thermophilum	14	species	1959987	13	13	0.0
Pelobacter carbinolicus	19	species	3665893	53	48	0.0
Phenylobacterium	20	genus	0	2	0	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	22	6	0.0
Myxococcus fulvus	33	species	10026214	121	61	0.0
Myxococcus xanthus	34	species	9139763	41	11	0.0
Stigmatella aurantiaca	41	species	10260756	36	18	0.0
Archangium gephyra	48	species	12489432	54	40	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	35	26	0.0
Sorangium cellulosum	56	species	13907952	62	44	0.0
Caulobacter	75	genus	0	2	0	0.0
Leptothrix	88	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	34	29	0.0
Runella slithyformis	106	species	6919729	54	34	0.0
Rubinisphaera brasiliensis	119	species	6006602	10	6	0.0
Planctopirus limnophila	120	species	5460085	17	10	0.0
Pirellula	123	genus	0	1	0	0.0
Pirellula staleyi	125	species	6196199	10	6	0.0
Isosphaera pallida	128	species	5529304	16	5	0.0
Borreliella burgdorferi	139	species	1329613	21	18	0.0
Borrelia hermsii	140	species	1156143	4	2	0.0
Borrelia parkeri	141	species	1030684	1	1	0.0
Borrelia turicatae	142	species	917330	13	12	0.0
Spirochaeta thermophila	154	species	2516433	18	12	0.0
Treponema denticola	158	species	2843201	20	11	0.0
Brachyspira hyodysenteriae	159	species	3055339	33	19	0.0
Treponema pallidum	160	species	1138607	3	1	0.0
Treponema succinifaciens	167	species	2897425	157	56	0.000208618
Leptospira biflexa	172	species	3953768	33	19	0.0
Leptospira interrogans	173	species	5395453	22	21	0.0
Leptospira borgpetersenii	174	species	3948532	15	13	0.0
Leptospirillum ferrooxidans	180	species	2559538	5	4	0.0
Azospirillum	191	genus	0	2	0	0.0
Azospirillum brasilense	192	species	13978806	45	28	0.0
Azospirillum lipoferum	193	species	7223069	90	32	0.0
Campylobacter coli	195	species	5104439	85	43	1.85847e-05
Campylobacter fetus	196	species	1876301	9	6	0.0
Campylobacter jejuni	197	species	6156435	58	13	1.19947e-05
Campylobacter hyointestinalis	198	species	1753331	7	5	0.0
Campylobacter concisus	199	species	1969727	29	27	0.0
Campylobacter curvus	200	species	1971270	39	36	0.0
Campylobacter lari	201	species	1576113	24	7	0.0
Helicobacter pylori	210	species	2044699	57	50	0.0
Helicobacter acinonychis	212	species	1557588	6	2	0.0
Helicobacter cinaedi	213	species	2170766	6	4	0.0
Helicobacter felis	214	species	1672681	3	2	0.0
Helicobacter mustelae	217	species	1578097	6	4	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	15	5	0.0
Brucella	234	genus	0	2	0	0.0
