"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2542347,2542198,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1251979,1251830,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2515786,2515637,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1225418,1225269,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2901801,2901652,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1611433,1611284,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2911260,2911111,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1620892,1620743,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2900868,2900719,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1610500,1610351,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2937144,2936995,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1646776,1646627,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2914455,2914306,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1624087,1623938,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2903377,2903228,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662013.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1613009,1612860,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662013.1","Coprococcus","comes"
