"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1392284,1392135,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,101915,101766,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1417604,1417455,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,127235,127086,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1369866,1369717,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,79497,79348,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1404177,1404028,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,113808,113659,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2223927176|gb|CP094681.1|",82.877,146,25,0,2,147,2611929,2612074,1.59e-26,132,1653434,NA,"unknown genome; accession ID isNZ_GG662011.1","Sellimonas","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662011.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1398288,1398139,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662011.1","Coprococcus","comes"
