"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|1840199166|gb|CP046176.1|",100,150,0,0,1,150,1412989,1412840,1.93e-70,278,357276,1002367,"Leyella stercorea","Phocaeicola","dorei"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|1808873978|dbj|AP022660.1|",100,150,0,0,1,150,1561114,1560965,1.93e-70,278,818,1002367,"Leyella stercorea","Bacteroides","thetaiotaomicron"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|1681035014|dbj|AP019724.1|",100,150,0,0,1,150,1680164,1680015,1.93e-70,278,820,1002367,"Leyella stercorea","Bacteroides","uniformis"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2299277864|gb|CP102257.1|",100,150,0,0,1,150,3219970,3219821,1.93e-70,278,357276,1002367,"Leyella stercorea","Phocaeicola","dorei"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2293232970|gb|CP103354.1|",100,150,0,0,1,150,3212783,3212634,1.93e-70,278,818,1002367,"Leyella stercorea","Bacteroides","thetaiotaomicron"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2290848493|gb|CP103271.1|",100,150,0,0,1,150,1690934,1691083,1.93e-70,278,674529,1002367,"Leyella stercorea","Bacteroides","faecis"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2290796913|gb|CP103247.1|",100,150,0,0,1,150,3417337,3417188,1.93e-70,278,818,1002367,"Leyella stercorea","Bacteroides","thetaiotaomicron"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2290749123|gb|CP103206.1|",100,150,0,0,1,150,3509809,3509660,1.93e-70,278,371601,1002367,"Leyella stercorea","Bacteroides","xylanisolvens"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2290688866|gb|CP103197.1|",100,150,0,0,1,150,2931921,2931772,1.93e-70,278,821,1002367,"Leyella stercorea","Phocaeicola","vulgatus"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379375.1","gi|2290648998|gb|CP103151.1|",100,150,0,0,1,150,2481242,2481093,1.93e-70,278,817,1002367,"Leyella stercorea","Bacteroides","fragilis"
"ti|1002367|org|Prevotella_stercorea_DSM_18206|accession|NZ_JH379341.1","gi|1848643061|gb|CP054003.1|",100,150,0,0,1,150,4269052,4269201,1.93e-70,278,817,1002367,"Leyella stercorea","Bacteroides","fragilis"
