"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1840194776|gb|CP046424.1|",100,150,0,0,1,150,5125537,5125686,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1840190378|gb|CP046425.1|",100,150,0,0,1,150,5008041,5008190,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1840186009|gb|CP046426.1|",100,150,0,0,1,150,5003099,5003248,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1829885364|gb|CP050956.1|",100,150,0,0,1,150,4903900,4904049,1.93e-70,278,823,470145,"Phocaeicola coprocola","Parabacteroides","distasonis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1681976248|dbj|AP019735.1|",100,150,0,0,1,150,1164638,1164489,1.93e-70,278,2585118,470145,"Phocaeicola coprocola","Alistipes","communis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1650111193|gb|CP036550.1|",100,150,0,0,1,150,3614242,3614391,1.93e-70,278,817,470145,"Phocaeicola coprocola","Bacteroides","fragilis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1650051905|gb|CP036546.1|",100,150,0,0,1,150,778641,778790,1.93e-70,278,817,470145,"Phocaeicola coprocola","Bacteroides","fragilis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1004712699|gb|KU548537.1|",100,150,0,0,1,150,920,771,1.93e-70,278,77133,470145,"Phocaeicola coprocola",NA,"uncultured bacterium"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1004712672|gb|KU548529.1|",100,150,0,0,1,150,2501,2352,1.93e-70,278,77133,470145,"Phocaeicola coprocola",NA,"uncultured bacterium"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981461.1","gi|1004712631|gb|KU548516.1|",100,150,0,0,1,150,219,70,1.93e-70,278,77133,470145,"Phocaeicola coprocola",NA,"uncultured bacterium"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1848643061|gb|CP054003.1|",100,150,0,0,1,150,4261487,4261636,1.93e-70,278,817,470145,"Phocaeicola coprocola","Bacteroides","fragilis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840199166|gb|CP046176.1|",100,150,0,0,1,150,5082662,5082811,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840194776|gb|CP046424.1|",100,150,0,0,1,150,858727,858578,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840194776|gb|CP046424.1|",88.435,147,17,0,1,147,5115282,5115428,2.01e-40,178,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840190378|gb|CP046425.1|",100,150,0,0,1,150,738413,738264,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840190378|gb|CP046425.1|",88.435,147,17,0,1,147,4997786,4997932,2.01e-40,178,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840186009|gb|CP046426.1|",100,150,0,0,1,150,737380,737231,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840186009|gb|CP046426.1|",88.435,147,17,0,1,147,4992844,4992990,2.01e-40,178,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840181508|gb|CP046427.1|",100,150,0,0,1,150,174241,174390,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1840177016|gb|CP046428.1|",100,150,0,0,1,150,5397055,5396906,1.93e-70,278,357276,470145,"Phocaeicola coprocola","Phocaeicola","dorei"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1835051505|gb|CP051672.1|",100,150,0,0,1,150,2350759,2350610,1.93e-70,278,823,470145,"Phocaeicola coprocola","Parabacteroides","distasonis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1835051505|gb|CP051672.1|",90.476,147,14,0,1,147,1330341,1330487,2e-45,195,823,470145,"Phocaeicola coprocola","Parabacteroides","distasonis"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1782093953|gb|CP046397.1|",100,150,0,0,1,150,2398134,2398283,1.93e-70,278,28116,470145,"Phocaeicola coprocola","Bacteroides","ovatus"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981459.1","gi|1704624239|gb|CP041395.1|",100,150,0,0,1,150,2312289,2312438,1.93e-70,278,28116,470145,"Phocaeicola coprocola","Bacteroides","ovatus"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981497.1","gi|1752862766|gb|CP043529.1|",96.667,150,5,0,1,150,3437833,3437684,4.21e-62,250,821,470145,"Phocaeicola coprocola","Phocaeicola","vulgatus"
"ti|470145|org|Bacteroides_coprocola_DSM_17136|accession|NZ_DS981497.1","gi|2032993818|gb|CP072258.1|",96.667,150,5,0,1,150,721680,721531,4.21e-62,250,997873,470145,"Phocaeicola coprocola","Bacteroides","caccae"
