"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1782093953|gb|CP046397.1|",100,150,0,0,1,150,361403,361552,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1704624239|gb|CP041395.1|",100,150,0,0,1,150,1334596,1334447,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290749123|gb|CP103206.1|",100,150,0,0,1,150,4085554,4085703,1.93e-70,278,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290735865|gb|CP103195.1|",100,150,0,0,1,150,4063664,4063813,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290726961|gb|CP103191.1|",100,150,0,0,1,150,4137909,4138058,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290700911|gb|CP103172.1|",100,150,0,0,1,150,4185456,4185605,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290661807|gb|CP103130.1|",100,150,0,0,1,150,4202784,4202933,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290562258|gb|CP103080.1|",100,150,0,0,1,150,4276459,4276608,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290492316|gb|CP103094.1|",100,150,0,0,1,150,4130197,4130346,1.93e-70,278,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290483394|gb|CP103071.1|",100,150,0,0,1,150,6112472,6112323,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1173512652|gb|CP015401.2|",100,150,0,0,1,150,4177532,4177681,1.93e-70,278,1796613,28116,"Bacteroides ovatus","Bacteroides","caecimuris"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2235377421|gb|CP096969.1|",100,150,0,0,1,150,2847470,2847321,1.93e-70,278,1796613,28116,"Bacteroides ovatus","Bacteroides","caecimuris"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2032862963|gb|CP072216.1|",100,150,0,0,1,150,4292028,4292177,1.93e-70,278,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2032366882|gb|CP042282.1|",100,150,0,0,1,150,5168694,5168545,1.93e-70,278,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1957957529|gb|CP065319.1|",100,150,0,0,1,150,2831197,2831048,1.93e-70,278,1796613,28116,"Bacteroides ovatus","Bacteroides","caecimuris"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1697052191|gb|CP041230.1|",99.329,149,1,0,2,150,974425,974573,3.23e-68,270,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1982775789|gb|CP045612.1|",100,146,0,0,5,150,3473395,3473250,3.23e-68,270,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1704624239|gb|CP041395.1|",98.63,146,2,0,5,150,4493911,4493766,6.99e-65,259,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290735865|gb|CP103195.1|",97.987,149,3,0,2,150,1157169,1157317,6.99e-65,259,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290726961|gb|CP103191.1|",97.987,149,3,0,2,150,1151117,1151265,6.99e-65,259,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1074125775|emb|LT622246.1|",100,150,0,0,1,150,2072556,2072705,1.93e-70,278,1379690,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|938480441|gb|CP012938.1|",100,150,0,0,1,150,4778501,4778650,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2299286661|gb|CP102259.1|",100,150,0,0,1,150,2069810,2069959,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2261222868|emb|OU901070.1|",100,150,0,0,1,150,585045,585194,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2101501970|gb|CP083813.1|",100,150,0,0,1,150,310453,310304,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1986721538|gb|CP069790.1|",100,150,0,0,1,150,4365030,4365179,1.93e-70,278,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1697052191|gb|CP041230.1|",99.333,150,1,0,1,150,1936520,1936669,8.98e-69,272,371601,28116,"Bacteroides ovatus","Bacteroides","xylanisolvens"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290735865|gb|CP103195.1|",98.667,150,2,0,1,150,2159331,2159480,4.18e-67,267,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290726961|gb|CP103191.1|",98.667,150,2,0,1,150,2208244,2208393,4.18e-67,267,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|2290700911|gb|CP103172.1|",98.667,150,2,0,1,150,2169172,2169321,4.18e-67,267,28116,28116,"Bacteroides ovatus","Bacteroides","ovatus"
"ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1","gi|1074125775|emb|LT622246.1|",100,150,0,0,1,150,394000,394149,1.93e-70,278,1379690,28116,"Bacteroides ovatus","Bacteroides","ovatus"
