"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2223917668|gb|CP094679.1|",100,150,0,0,1,150,2765441,2765590,1.93e-70,278,88431,1256908,"Eubacterium ramulus","Dorea","longicatena"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2104398485|gb|CP084014.1|",100,150,0,0,1,150,3715266,3715117,1.93e-70,278,33038,1256908,"Eubacterium ramulus","Mediterraneibacter","gnavus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2056746209|tpg|BK045212.1|",100,150,0,0,1,150,20721,20870,1.93e-70,278,2170413,1256908,"Eubacterium ramulus",NA,NA
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|2206258461|gb|CP092473.1|",83.108,148,21,3,1,146,2809957,2810102,1.59e-26,132,2763062,1256908,"Eubacterium ramulus","Roseburia","rectibacter"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|1995533336|gb|CP070896.1|",89.655,87,7,2,1,86,719671,719756,7.45e-20,110,384636,1256908,"Eubacterium ramulus","Lacrimispora","xylanisolvens"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|2054242328|gb|CP076562.1|",94.34,53,3,0,49,101,2648409,2648357,1.62e-11,82.4,2841528,1256908,"Eubacterium ramulus","Eubacterium","sp. MSJ-33"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|1616276724|gb|CP039252.1|",91.837,49,4,0,31,79,2720863,2720911,1.26e-07,69.4,2565558,1256908,"Eubacterium ramulus","Hydrogenophaga","sp. PAMC20947"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|184191232|gb|CP001043.1|",88,50,6,0,30,79,3140162,3140211,7.61e-05,60.2,391038,1256908,"Eubacterium ramulus","Paraburkholderia","phymatum"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|1004088755|gb|CP013236.1|",94.286,35,2,0,51,85,554019,553985,0.004,54.7,279113,1256908,"Eubacterium ramulus","Collimonas","pratensis"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|1004073436|gb|CP013234.1|",100,29,0,0,51,79,606809,606781,0.004,54.7,279113,1256908,"Eubacterium ramulus","Collimonas","pratensis"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271135.1","gi|1868972372|gb|CP058627.1|",100,28,0,0,52,79,2355062,2355089,0.013,52.8,2739434,1256908,"Eubacterium ramulus","Chitinibacter","bivalviorum"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271113.1","gi|840009081|emb|LK064645.1|",96.774,31,1,0,30,60,7681906,7681876,0.013,52.8,202946,1256908,"Eubacterium ramulus","Apteryx","mantelli"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|2025053910|dbj|AP023418.1|",98.667,150,2,0,1,150,2072723,2072872,4.18e-67,267,2714355,1256908,"Eubacterium ramulus","Vescimonas","coprocola"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|2188789952|dbj|AP025561.1|",97.333,150,4,0,1,150,315919,315770,9.04e-64,255,2485925,1256908,"Eubacterium ramulus",NA,"Oscillospiraceae bacterium"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|1897739665|gb|CP060636.1|",97.297,148,4,0,3,150,1997135,1997282,1.17e-62,252,2764325,1256908,"Eubacterium ramulus",NA,"[Eubacterium] hominis"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|2299343171|gb|CP102272.1|",95.333,150,7,0,1,150,99903,99754,9.1e-59,239,518636,1256908,"Eubacterium ramulus","Enterocloster","asparagiformis"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|1104678119|emb|LT635479.1|",80.795,151,27,2,1,150,2215707,2215856,4.45e-22,117,1871021,1256908,"Eubacterium ramulus","Lachnoclostridium","phocaeense"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271158.1","gi|2031400201|gb|CP073694.1|",80.172,116,21,2,24,138,2537258,2537144,1.26e-12,86.1,2830675,1256908,"Eubacterium ramulus","Dysosmobacter","sp. Marseille-Q4140"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271072.1","gi|1886840841|dbj|AP023368.1|",83.099,142,22,2,1,141,5080906,5081046,2.06e-25,128,1727145,1256908,"Eubacterium ramulus","Anaerocolumna","chitinilytica"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271072.1","gi|2299493292|gb|CP102293.1|",85.507,69,8,2,55,122,2569743,2569810,3.51e-08,71.3,214851,1256908,"Eubacterium ramulus","Subdoligranulum","variabile"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271072.1","gi|2223917668|gb|CP094679.1|",88.148,135,16,0,10,144,933989,933855,2.03e-35,161,88431,1256908,"Eubacterium ramulus","Dorea","longicatena"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271072.1","gi|2299433792|gb|CP102280.1|",88.372,129,15,0,10,138,858584,858712,9.43e-34,156,88431,1256908,"Eubacterium ramulus","Dorea","longicatena"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271072.1","gi|1540244663|emb|LR134510.1|",100,32,0,0,103,134,523871,523902,7.61e-05,60.2,51161,1256908,"Eubacterium ramulus","Actinobacillus","delphinicola"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3038093,3038242,1.93e-70,278,470146,1256908,"Eubacterium ramulus","Coprococcus","comes"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1747725,1747874,1.93e-70,278,410072,1256908,"Eubacterium ramulus","Coprococcus","comes"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1667137072|gb|CP040518.1|",98.667,150,2,0,1,150,1726972,1726823,4.18e-67,267,2479767,1256908,"Eubacterium ramulus","Blautia","sp. SC05B48"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1569729404|gb|MK233730.1|",98,150,3,0,1,150,2099,2248,1.94e-65,261,239364,1256908,"Eubacterium ramulus",NA,"uncultured human fecal virus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299487568|gb|CP102291.1|",98,150,3,0,1,150,1670548,1670697,1.94e-65,261,411470,1256908,"Eubacterium ramulus","Mediterraneibacter","gnavus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299453608|gb|CP102282.1|",98,150,3,0,1,150,330595,330744,1.94e-65,261,39496,1256908,"Eubacterium ramulus","Eubacterium","ventriosum"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299320247|gb|CP102267.1|",98,150,3,0,1,150,4210352,4210501,1.94e-65,261,1121115,1256908,"Eubacterium ramulus","Blautia","wexlerae"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2238271993|gb|CP094471.1|",98,150,3,0,1,150,1669249,1669100,1.94e-65,261,2929489,1256908,"Eubacterium ramulus","Faecalibacterium","sp. IP-3-29"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2188827955|dbj|AP025570.1|",98,150,3,0,1,150,2124994,2124845,1.94e-65,261,29347,1256908,"Eubacterium ramulus","Lachnoclostridium","[Clostridium] scindens"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2188823277|dbj|AP025569.1|",98,150,3,0,1,150,2124993,2124844,1.94e-65,261,29347,1256908,"Eubacterium ramulus","Lachnoclostridium","[Clostridium] scindens"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271089.1","gi|2031376327|gb|CP073692.1|",93.22,59,4,0,1,59,1558853,1558911,3.49e-13,87.9,2823316,1256908,"Eubacterium ramulus","Faecalicatena","sp. Marseille-Q4148"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271089.1","gi|764066760|gb|CP005974.1|",90.196,51,4,1,1,50,1795743,1795793,1.64e-06,65.8,658445,1256908,"Eubacterium ramulus","Photobacterium","gaetbulicola"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299320247|gb|CP102267.1|",100,150,0,0,1,150,4208665,4208814,1.93e-70,278,1121115,1256908,"Eubacterium ramulus","Blautia","wexlerae"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1394501677|dbj|AP018536.1|",98,150,3,0,1,150,3734266,3734415,1.94e-65,261,2109691,1256908,"Eubacterium ramulus",NA,"Lachnospiraceae bacterium GAM79"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1394501677|dbj|AP018536.1|",96.667,150,5,0,1,150,1836194,1836045,4.21e-62,250,2109691,1256908,"Eubacterium ramulus",NA,"Lachnospiraceae bacterium GAM79"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1808696652|gb|CP048437.1|",97.333,150,4,0,1,150,1177147,1177296,9.04e-64,255,411483,1256908,"Eubacterium ramulus","Faecalibacterium","duncaniae"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1808696652|gb|CP048437.1|",97.333,150,4,0,1,150,1806692,1806543,9.04e-64,255,411483,1256908,"Eubacterium ramulus","Faecalibacterium","duncaniae"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1569729404|gb|MK233730.1|",97.333,150,4,0,1,150,412,561,9.04e-64,255,239364,1256908,"Eubacterium ramulus",NA,"uncultured human fecal virus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1667137072|gb|CP040518.1|",97.333,150,4,0,1,150,1728659,1728510,9.04e-64,255,2479767,1256908,"Eubacterium ramulus","Blautia","sp. SC05B48"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1270542132|gb|CP022479.1|",97.333,150,4,0,1,150,3102235,3102384,9.04e-64,255,853,1256908,"Eubacterium ramulus","Faecalibacterium","prausnitzii"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|1270542132|gb|CP022479.1|",96.667,150,4,1,1,150,629147,628999,1.51e-61,248,853,1256908,"Eubacterium ramulus","Faecalibacterium","prausnitzii"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299487568|gb|CP102291.1|",97.333,150,4,0,1,150,1668861,1669010,9.04e-64,255,411470,1256908,"Eubacterium ramulus","Mediterraneibacter","gnavus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2299453608|gb|CP102282.1|",97.333,150,4,0,1,150,328908,329057,9.04e-64,255,39496,1256908,"Eubacterium ramulus","Eubacterium","ventriosum"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2238271993|gb|CP094471.1|",97.333,150,4,0,1,150,1670936,1670787,9.04e-64,255,2929489,1256908,"Eubacterium ramulus","Faecalibacterium","sp. IP-3-29"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271117.1","gi|2238266519|gb|CP094469.1|",97.333,150,4,0,1,150,324981,324832,9.04e-64,255,2929492,1256908,"Eubacterium ramulus","Faecalibacterium","sp. I3-3-33"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|1418360279|gb|CP030280.1|",100,150,0,0,1,150,1626606,1626755,1.93e-70,278,1912897,1256908,"Eubacterium ramulus","Blautia","argi"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2223917668|gb|CP094679.1|",100,150,0,0,1,150,2768831,2768980,1.93e-70,278,88431,1256908,"Eubacterium ramulus","Dorea","longicatena"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2104398485|gb|CP084014.1|",100,150,0,0,1,150,3711876,3711727,1.93e-70,278,33038,1256908,"Eubacterium ramulus","Mediterraneibacter","gnavus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271187.1","gi|2056746209|tpg|BK045212.1|",100,150,0,0,1,150,24111,24260,1.93e-70,278,2170413,1256908,"Eubacterium ramulus",NA,NA
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271169.1","gi|1569727633|gb|MK231959.1|",93.836,146,9,0,1,146,39031,39176,3.3e-53,220,239364,1256908,"Eubacterium ramulus",NA,"uncultured human fecal virus"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271169.1","gi|2299397878|gb|CP102277.1|",93.151,146,10,0,1,146,2039622,2039477,1.53e-51,215,470146,1256908,"Eubacterium ramulus","Coprococcus","comes"
"ti|1256908|org|Eubacterium_ramulus_ATCC_29099|accession|NZ_KI271169.1","gi|1988055318|gb|CP070062.1|",93.151,146,10,0,1,146,749253,749108,1.53e-51,215,410072,1256908,"Eubacterium ramulus","Coprococcus","comes"
