"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2057903566|tpg|BK051202.1|",98,150,3,0,1,150,16003,15854,1.94e-65,261,2170413,445970,"Alistipes putredinis",NA,NA
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2059740808|tpg|BK026530.1|",100,150,0,0,1,150,36723,36574,1.93e-70,278,38018,445970,"Alistipes putredinis",NA,"Bacteriophage sp."
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2057950468|tpg|BK046181.1|",100,150,0,0,1,150,35914,35765,1.93e-70,278,2202567,445970,"Alistipes putredinis",NA,NA
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2057903566|tpg|BK051202.1|",100,150,0,0,1,150,43158,43009,1.93e-70,278,2170413,445970,"Alistipes putredinis",NA,NA
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2052249264|tpg|BK019561.1|",98,150,3,0,1,150,15852,15703,1.94e-65,261,38018,445970,"Alistipes putredinis",NA,"Bacteriophage sp."
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1","gi|2057892054|tpg|BK051016.1|",96.622,148,5,0,1,148,31411,31264,5.44e-61,246,2202564,445970,"Alistipes putredinis",NA,NA
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|1650122051|gb|CP037440.1|",97.333,150,4,0,1,150,2957616,2957765,9.04e-64,255,817,445970,"Alistipes putredinis","Bacteroides","fragilis"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|1650051905|gb|CP036546.1|",97.333,150,4,0,1,150,4888609,4888460,9.04e-64,255,817,445970,"Alistipes putredinis","Bacteroides","fragilis"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|2172468754|gb|CP080295.1|",97.333,150,4,0,1,150,2982307,2982456,9.04e-64,255,817,445970,"Alistipes putredinis","Bacteroides","fragilis"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|2098105509|gb|CP081899.1|",94,150,9,0,1,150,3969736,3969885,1.97e-55,228,291644,445970,"Alistipes putredinis","Bacteroides","salyersiae"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|1756501922|gb|MN537530.1|",100,150,0,0,1,150,803,952,1.93e-70,278,328814,445970,"Alistipes putredinis","Alistipes","shahii"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|1008413474|gb|KU277873.1|",100,150,0,0,1,150,13,162,1.93e-70,278,77133,445970,"Alistipes putredinis",NA,"uncultured bacterium"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|1008904177|emb|LT223566.1|",100,150,0,0,1,150,807,956,1.93e-70,278,1816676,445970,"Alistipes putredinis","Alistipes","provencensis"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|983704643|gb|KU161451.1|",100,150,0,0,1,150,791,940,1.93e-70,278,538949,445970,"Alistipes putredinis","Alistipes","uncultured sp."
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|983704619|gb|KU161427.1|",100,150,0,0,1,150,791,940,1.93e-70,278,538949,445970,"Alistipes putredinis","Alistipes","uncultured sp."
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|815932275|gb|KR232899.1|",100,150,0,0,1,150,685,834,1.93e-70,278,1647659,445970,"Alistipes putredinis","Alistipes","sp. S457"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|2299260056|gb|CP102253.1|",100,150,0,0,1,150,3052195,3052344,1.93e-70,278,717959,445970,"Alistipes putredinis","Alistipes","shahii"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|2299260056|gb|CP102253.1|",99.333,150,1,0,1,150,1149827,1149678,8.98e-69,272,717959,445970,"Alistipes putredinis","Alistipes","shahii"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|2033688122|gb|MZ145385.1|",100,150,0,0,1,150,803,952,1.93e-70,278,2834113,445970,"Alistipes putredinis","Alistipes","montrealensis"
"ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1","gi|319499035|gb|HQ791896.1|",100,150,0,0,1,150,768,917,1.93e-70,278,155900,445970,"Alistipes putredinis",NA,"uncultured organism"
