"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2299278,2299129,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662014.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1008909,1008760,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662014.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1802724,1802575,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662014.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,512355,512206,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662014.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2057830684|tpg|BK055534.1|",95.652,138,6,0,12,149,3890,3753,9.17e-54,222,2202564,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2052990640|tpg|BK030827.1|",99.123,114,1,0,37,150,37016,36903,9.23e-49,206,2170413,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2052236271|tpg|BK019314.1|",99.115,113,1,0,37,149,40835,40723,3.32e-48,204,2170413,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2057160660|tpg|BK058642.1|",98.246,114,2,0,37,150,8392,8505,4.3e-47,200,2170413,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2053096918|tpg|BK020419.1|",98.246,114,2,0,37,150,10997,11110,4.3e-47,200,2202564,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2052905346|tpg|BK017753.1|",97.345,113,3,0,37,149,3024,2912,7.19e-45,193,38018,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,"Bacteriophage sp."
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2056849256|tpg|BK044292.1|",95.575,113,5,0,37,149,31787,31899,1.56e-41,182,2170413,NA,"unknown genome; accession ID isNZ_GG662014.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2241273,2241124,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662014.1","Coprococcus","comes"
