"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854594516|gb|CP039837.1|",100,150,0,0,1,150,1522835,1522686,1.93e-70,278,244320,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854586504|gb|CP040107.1|",100,150,0,0,1,150,1457501,1457352,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854578792|gb|CP039834.1|",100,150,0,0,1,150,1456922,1456773,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845652096|gb|CP038428.1|",100,150,0,0,1,150,2975323,2975472,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845645926|gb|CP038425.1|",100,150,0,0,1,150,1454982,1454833,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845639437|gb|CP038423.1|",100,150,0,0,1,150,1457062,1456913,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845633309|gb|CP038421.1|",100,150,0,0,1,150,1458409,1458260,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845627265|gb|CP038419.1|",100,150,0,0,1,150,1465755,1465606,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845621487|gb|CP038416.1|",100,150,0,0,1,150,1474257,1474108,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1845614780|gb|CP038414.1|",100,150,0,0,1,150,1459081,1458932,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1862738216|gb|CP055292.1|",100,150,0,0,1,150,2740081,2739932,1.93e-70,278,624,198214,"Shigella flexneri","Shigella","sonnei"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1861403979|gb|CP054224.1|",100,150,0,0,1,150,771443,771294,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1861274959|gb|CP055256.1|",100,150,0,0,1,150,767514,767365,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1861265232|gb|CP055251.1|",100,150,0,0,1,150,4068130,4067981,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858920957|dbj|AP023237.1|",100,150,0,0,1,150,790391,790242,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858920944|dbj|AP023224.1|",100,150,0,0,1,150,791733,791584,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858823968|gb|CP054940.1|",100,150,0,0,1,150,3340719,3340868,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858813613|gb|CP050498.1|",100,150,0,0,1,150,4240044,4239895,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854594516|gb|CP039837.1|",100,150,0,0,1,150,828916,828767,1.93e-70,278,244320,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854586504|gb|CP040107.1|",100,150,0,0,1,150,830211,830062,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1860443381|gb|CP055124.1|",100,150,0,0,1,150,2263680,2263531,1.93e-70,278,623,198214,"Shigella flexneri","Shigella","flexneri"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858920957|dbj|AP023237.1|",100,150,0,0,1,150,3418346,3418495,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858920944|dbj|AP023224.1|",100,150,0,0,1,150,3378362,3378511,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1858823968|gb|CP054940.1|",100,150,0,0,1,150,800708,800559,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854594516|gb|CP039837.1|",100,150,0,0,1,150,3874298,3874447,1.93e-70,278,244320,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854586504|gb|CP040107.1|",100,150,0,0,1,150,3950907,3951056,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854578792|gb|CP039834.1|",100,150,0,0,1,150,3963496,3963645,1.93e-70,278,83334,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1854459307|gb|CP054563.1|",100,150,0,0,1,150,996158,996307,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1851838501|gb|CP047405.1|",100,150,0,0,1,150,800706,800557,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
"ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2","gi|1851777638|gb|CP054314.1|",100,150,0,0,1,150,3308969,3308820,1.93e-70,278,562,198214,"Shigella flexneri","Escherichia","coli"
