"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,474560,474709,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2557258,2557407,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,677215,677364,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2759913,2760062,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,683332,683481,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2766030,2766179,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,589435,589584,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2672133,2672282,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,502334,502483,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2585032,2585181,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,717449,717598,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2800147,2800296,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,503783,503932,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2586481,2586630,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,557725,557874,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2640423,2640572,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,449168,449317,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2531866,2532015,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,651995,652144,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2734693,2734842,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,602449,602598,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2685147,2685296,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,682605,682754,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2765303,2765452,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,486382,486531,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2569080,2569229,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1667137072|gb|CP040518.1|",94.558,147,8,0,1,147,2312097,2312243,1.97e-55,228,2479767,NA,"unknown genome; accession ID isNZ_GG662012.1","Blautia","sp. SC05B48"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299316633|gb|CP102266.1|",95.139,144,7,0,4,147,2926549,2926406,1.97e-55,228,2860051,NA,"unknown genome; accession ID isNZ_GG662012.1","Blautia","sp. KLE_1732_HM_1032"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2127557501|gb|CP085976.1|",95.139,144,7,0,4,147,2716955,2716812,1.97e-55,228,1737424,NA,"unknown genome; accession ID isNZ_GG662012.1","Blautia","massiliensis (ex Durand et al. 2017)"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|291545299|emb|FP929053.1|",94.558,147,8,0,1,147,2897227,2897373,1.97e-55,228,657323,NA,"unknown genome; accession ID isNZ_GG662012.1","Ruminococcus","sp. SR1/5"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1095437916|gb|CP017831.1|",91.367,139,10,2,4,141,2357645,2357508,9.3e-44,189,185008,NA,"unknown genome; accession ID isNZ_GG662012.1","Butyrivibrio","hungatei"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299490668|gb|CP102292.1|",87.248,149,19,0,1,149,401653,401801,3.37e-38,171,471875,NA,"unknown genome; accession ID isNZ_GG662012.1","Mediterraneibacter","[Ruminococcus] lactaris"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2264318351|gb|CP100127.1|",88.112,143,17,0,4,146,2480980,2480838,3.37e-38,171,39491,NA,"unknown genome; accession ID isNZ_GG662012.1","Agathobacter","rectalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2202783703|gb|CP092643.1|",90.076,131,13,0,1,131,385956,386086,3.37e-38,171,39491,NA,"unknown genome; accession ID isNZ_GG662012.1","Agathobacter","rectalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,514508,514657,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2597206,2597355,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662012.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2754597,2754746,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662012.1","Coprococcus","comes"
