"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|2299336055|gb|CP102271.1|",100,150,0,0,1,150,1236316,1236167,1.93e-70,278,100886,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Catenibacterium","mitsuokai"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1997760561|emb|LR994472.1|",96.667,150,5,0,1,150,1242869,1242720,4.21e-62,250,2478954,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Catenibacterium","sp. co_0103"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|2299336055|gb|CP102271.1|",100,150,0,0,1,150,1280680,1280531,1.93e-70,278,100886,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Catenibacterium","mitsuokai"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|2299336055|gb|CP102271.1|",100,150,0,0,1,150,1261510,1261361,1.93e-70,278,100886,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Catenibacterium","mitsuokai"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1720683573|gb|MN106412.1|",97.279,147,4,0,1,147,25843,25989,4.21e-62,250,727,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Haemophilus","influenzae"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1721134215|emb|LR699017.1|",96.667,150,5,0,1,150,2769905,2769756,4.21e-62,250,853,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Faecalibacterium","prausnitzii"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1241125863|gb|CP022537.1|",96.667,150,5,0,1,150,658878,658729,4.21e-62,250,1311,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Streptococcus","agalactiae"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1886861798|dbj|AP023392.1|",97.279,147,4,0,1,147,1351913,1352059,4.21e-62,250,1307,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Streptococcus","suis"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|1488555680|gb|CP029256.1|",92.361,144,11,0,1,144,1902924,1902781,9.23e-49,206,626937,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Christensenella","minuta"
"ti|451640|org|Catenibacterium_mitsuokai_DSM_15897|accession|NZ_ACCK01000411.1","gi|2188808472|dbj|AP025566.1|",91.667,144,12,0,1,144,889083,888940,4.3e-47,200,89153,NA,"unknown genome; accession ID isNZ_ACCK01000411.1","Lachnoclostridium","[Clostridium] hylemonae"
