"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000001.1","gi|1808688453|gb|CP048433.1|",100,150,0,0,1,150,353403,353254,1.93e-70,278,411903,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000001.1","gi|1721134214|emb|LR699016.1|",100,150,0,0,1,150,425124,424975,1.93e-70,278,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1","gi|1808688453|gb|CP048433.1|",100,150,0,0,1,150,1271579,1271430,1.93e-70,278,411903,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1","gi|1721134214|emb|LR699016.1|",93.243,148,9,1,3,149,1283506,1283359,4.27e-52,217,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1","gi|1526295663|gb|CP024960.1|",91.216,148,12,1,3,149,1836773,1836626,4.3e-47,200,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1","gi|1657675575|gb|CP040348.1|",88.889,144,16,0,3,146,1321286,1321143,2.01e-40,178,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1","gi|2104378691|gb|CP084004.1|",93.694,111,7,0,3,113,299897,299787,4.36e-37,167,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1808688453|gb|CP048433.1|",100,150,0,0,1,150,2211812,2211663,1.93e-70,278,411903,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1657675575|gb|CP040348.1|",94,150,9,0,1,150,2263899,2263750,1.97e-55,228,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1526295663|gb|CP024960.1|",94,150,9,0,1,150,449455,449306,1.97e-55,228,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1721134214|emb|LR699016.1|",94,150,9,0,1,150,2227156,2227007,1.97e-55,228,74426,411903,"Collinsella aerofaciens","Collinsella","aerofaciens"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1474553943|gb|CP022927.1|",82.692,104,16,2,33,135,1025115,1025013,2.7e-14,91.6,722731,411903,"Collinsella aerofaciens","Mycobacterium","shigaense"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1207587290|dbj|AP018164.1|",82.692,104,16,2,33,135,1032828,1032726,2.7e-14,91.6,722731,411903,"Collinsella aerofaciens","Mycobacterium","shigaense"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1806309652|dbj|AP022582.1|",82.243,107,13,5,32,135,5272597,5272494,3.49e-13,87.9,386911,411903,"Collinsella aerofaciens","Mycobacterium","seoulense"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1806479221|dbj|AP022619.1|",80.189,106,17,4,32,135,5075716,5075613,7.55e-10,76.8,590652,411903,"Collinsella aerofaciens","Mycobacterium","paraseoulense"
"ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1","gi|1806314839|dbj|AP022583.1|",80.189,106,15,6,33,135,2801808,2801706,2.72e-09,75,459858,411903,"Collinsella aerofaciens","Mycobacterium","noviomagense"
