"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|1365306327|gb|CP027570.1|",100,150,0,0,1,150,544488,544637,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|341821300|emb|HE576794.1|",100,150,0,0,1,150,279068,279217,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|1361073188|gb|CP027569.1|",99.333,150,1,0,1,150,725900,726049,8.98e-69,272,907,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|932120641|gb|CP009240.1|",99.333,150,1,0,1,150,343393,343542,8.98e-69,272,1458465,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|1365306327|gb|CP027570.1|",100,150,0,0,1,150,576646,576795,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|341821300|emb|HE576794.1|",100,150,0,0,1,150,311226,311375,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|932120641|gb|CP009240.1|",97.333,150,4,0,1,150,375568,375717,9.04e-64,255,1458465,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|1365306327|gb|CP027570.1|",100,150,0,0,1,150,2475676,2475825,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|341821300|emb|HE576794.1|",100,150,0,0,1,150,1654994,1654845,1.93e-70,278,1064535,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
"ti|1458465|org|Megasphaera_elsdenii_14-14|accession|NZ_CP009240.1","gi|932120641|gb|CP009240.1|",100,149,0,0,2,150,2176673,2176821,6.94e-70,276,1458465,1458465,"Megasphaera elsdenii","Megasphaera","elsdenii"
