"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264392.1","gi|2299433792|gb|CP102280.1|",100,150,0,0,1,150,1294836,1294687,1.93e-70,278,88431,411462,"Dorea longicatena","Dorea","longicatena"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264392.1","gi|2223917668|gb|CP094679.1|",100,150,0,0,1,150,506335,506484,1.93e-70,278,88431,411462,"Dorea longicatena","Dorea","longicatena"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264392.1","gi|2264320898|gb|CP100126.1|",82.143,168,12,7,1,150,1291996,1291829,2.06e-25,128,88431,411462,"Dorea longicatena","Dorea","longicatena"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|2299433792|gb|CP102280.1|",100,150,0,0,1,150,2397912,2397763,1.93e-70,278,88431,411462,"Dorea longicatena","Dorea","longicatena"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|295098739|emb|FP929041.1|",98.667,150,2,0,1,150,894059,893910,4.18e-67,267,717960,411462,"Dorea longicatena","Faecalitalea","cylindroides"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|291561105|emb|FP929062.1|",98,150,3,0,1,150,1327011,1327160,1.94e-65,261,245014,411462,"Dorea longicatena",NA,"butyrate-producing bacterium SS3/4"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|2250075743|gb|CP098409.1|",95.333,150,7,0,1,150,2922129,2921980,9.1e-59,239,418240,411462,"Dorea longicatena","Blautia","wexlerae"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|2052249304|tpg|BK019562.1|",95.333,150,7,0,1,150,13104,12955,9.1e-59,239,2202564,411462,"Dorea longicatena",NA,NA
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|1667137072|gb|CP040518.1|",94.667,150,8,0,1,150,1190504,1190355,4.24e-57,233,2479767,411462,"Dorea longicatena","Blautia","sp. SC05B48"
"ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1","gi|2299333244|gb|CP102270.1|",94.667,150,8,0,1,150,2439719,2439570,4.24e-57,233,45851,411462,"Dorea longicatena","Eshraghiella","crossota"
