"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1413165,1413016,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1547813,1547664,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,122796,122647,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,257444,257295,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1721845,1721696,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,431476,431327,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|291526582|emb|FP929043.1|",97.987,149,3,0,2,150,1982762,1982614,6.99e-65,259,657317,NA,"unknown genome; accession ID isNZ_GG662007.1","Agathobacter","rectalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1243915026|emb|LT907978.1|",96.667,150,5,0,1,150,1542335,1542186,4.21e-62,250,39488,NA,"unknown genome; accession ID isNZ_GG662007.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2104398485|gb|CP084014.1|",96,150,6,0,1,150,2268704,2268853,1.96e-60,244,33038,NA,"unknown genome; accession ID isNZ_GG662007.1","Mediterraneibacter","gnavus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|156771670|gb|EU062163.1|",96,150,6,0,1,150,237,386,1.96e-60,244,77133,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,"uncultured bacterium"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2250075743|gb|CP098409.1|",95.395,152,5,2,1,150,3372044,3371893,2.53e-59,241,418240,NA,"unknown genome; accession ID isNZ_GG662007.1","Blautia","wexlerae"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1569729001|gb|MK233327.1|",95.302,149,7,0,2,150,7584,7436,3.27e-58,237,239364,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,"uncultured human fecal virus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1569728962|gb|MK233288.1|",95.302,149,7,0,2,150,8607,8459,3.27e-58,237,239364,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,"uncultured human fecal virus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1569728926|gb|MK233252.1|",95.302,149,7,0,2,150,8664,8516,3.27e-58,237,239364,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,"uncultured human fecal virus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1627475,1627326,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299316633|gb|CP102266.1|",100,150,0,0,1,150,1708936,1708787,1.93e-70,278,2860051,NA,"unknown genome; accession ID isNZ_GG662007.1","Blautia","sp. KLE_1732_HM_1032"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2127557501|gb|CP085976.1|",100,150,0,0,1,150,1499321,1499172,1.93e-70,278,1737424,NA,"unknown genome; accession ID isNZ_GG662007.1","Blautia","massiliensis (ex Durand et al. 2017)"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,337106,336957,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2052266166|tpg|BK019862.1|",100,102,0,0,49,150,20086,19985,9.3e-44,189,2170413,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2052266166|tpg|BK019862.1|",100,45,0,0,1,45,20319,20275,4.51e-12,84.2,2170413,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|291548560|emb|FP929055.1|",99.029,103,0,1,49,150,2197694,2197592,4.33e-42,183,657313,NA,"unknown genome; accession ID isNZ_GG662007.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|291548560|emb|FP929055.1|",100,45,0,0,1,45,2197927,2197883,4.51e-12,84.2,657313,NA,"unknown genome; accession ID isNZ_GG662007.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1515005,1514856,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,224636,224487,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1657675575|gb|CP040348.1|",98,150,3,0,1,150,1845439,1845588,1.94e-65,261,74426,NA,"unknown genome; accession ID isNZ_GG662007.1","Collinsella","aerofaciens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1808690502|gb|CP048434.1|",93.333,150,10,0,1,150,21921,22070,9.17e-54,222,411903,NA,"unknown genome; accession ID isNZ_GG662007.1","Collinsella","aerofaciens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|1548969522|gb|CP021610.1|",93.333,150,10,0,1,150,13968,14117,9.17e-54,222,45202,NA,"unknown genome; accession ID isNZ_GG662007.1",NA,"unidentified plasmid"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2104380561|gb|CP084005.1|",93.333,150,10,0,1,150,19507,19656,9.17e-54,222,74426,NA,"unknown genome; accession ID isNZ_GG662007.1","Collinsella","aerofaciens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,1511222,1511073,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662007.1","Coprococcus","comes"
