"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",96.667,150,5,0,1,150,1985765,1985914,4.21e-62,250,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|987453195|gb|CP014229.1|",89.333,150,16,0,1,150,3255922,3256071,9.3e-44,189,44742,901,"Desulfovibrio piger","Desulfovibrio","fairfieldensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1785261979|gb|CP046400.1|",83.553,152,21,2,1,150,694450,694301,9.5e-29,139,2678688,901,"Desulfovibrio piger","Pseudodesulfovibrio","cashew"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1360854414|gb|CP023559.1|",86.047,129,18,0,22,150,3730477,3730349,9.5e-29,139,1771309,901,"Desulfovibrio piger","Salinicola","tamaricis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|367460290|gb|CP003221.1|",84.138,145,21,2,6,149,622105,622248,9.5e-29,139,690850,901,"Desulfovibrio piger","Desulfocurvibacter","africanus"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2215688239|gb|CP094380.1|",85.496,131,15,2,22,150,2752668,2752540,4.42e-27,134,463192,901,"Desulfovibrio piger","Pseudodesulfovibrio","tunisiensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1496472130|dbj|AP018721.1|",83.571,140,19,3,11,148,455140,455277,2.06e-25,128,1914471,901,"Desulfovibrio piger","Sulfuritortus","calidifontis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|998152336|gb|CP014206.1|",84.848,132,14,4,22,150,832433,832305,2.06e-25,128,1716143,901,"Desulfovibrio piger","Pseudodesulfovibrio","indicus"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|365906293|gb|CP003220.1|",84.211,133,15,3,21,150,2218395,2218524,2.66e-24,124,641491,901,"Desulfovibrio piger","Pseudodesulfovibrio","mercurii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1248817418|emb|LT907975.1|",81.699,153,22,4,1,150,2415886,2416035,9.57e-24,122,57320,901,"Desulfovibrio piger","Pseudodesulfovibrio","profundus"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",96.667,150,5,0,1,150,1785941,1786090,4.21e-62,250,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|987453195|gb|CP014229.1|",86.667,135,18,0,15,149,175436,175570,4.39e-32,150,44742,901,"Desulfovibrio piger","Desulfovibrio","fairfieldensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",98,150,3,0,1,150,2499132,2499281,1.94e-65,261,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|239794502|dbj|AP010904.1|",91.111,45,4,0,57,101,2602592,2602548,2.12e-05,62.1,573370,901,"Desulfovibrio piger","Solidesulfovibrio","magneticus"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1004710356|gb|KU547687.1|",90.909,44,3,1,40,83,88,130,0.000274,58.4,77133,901,"Desulfovibrio piger",NA,"uncultured bacterium"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",100,150,0,0,1,150,2627523,2627672,1.93e-70,278,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1004704906|gb|KU546360.1|",100,150,0,0,1,150,781,632,1.93e-70,278,77133,901,"Desulfovibrio piger",NA,"uncultured bacterium"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|874569661|emb|LN854294.1|",99.333,150,1,0,1,150,2638,2787,8.98e-69,272,198431,901,"Desulfovibrio piger",NA,"uncultured prokaryote"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",96.644,149,5,0,1,149,2353105,2353253,1.51e-61,248,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1101008916|dbj|AP017368.1|",83.688,141,23,0,10,150,912666,912526,4.42e-27,134,1725232,901,"Desulfovibrio piger","Desulfovibrio","Candidatus trichonymphae"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",99.32,147,1,0,1,147,2295693,2295839,4.18e-67,267,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2082271119|ref|XM_043072665.1|",100,28,0,0,47,74,3184,3211,0.013,52.8,3055,901,"Desulfovibrio piger","Chlamydomonas","reinhardtii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",98,150,3,0,1,150,97364,97513,1.94e-65,261,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1245677307|gb|CP023415.1|",86.667,150,20,0,1,150,650012,650161,4.36e-37,167,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1894914451|emb|LT984798.1|",86.667,150,20,0,1,150,2139476,2139625,4.36e-37,167,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",97.973,148,3,0,1,148,1465545,1465692,2.51e-64,257,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1245677307|gb|CP023415.1|",83.688,141,21,2,9,148,2498613,2498474,1.59e-26,132,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1894914451|emb|LT984798.1|",83.688,141,21,2,9,148,573045,572906,1.59e-26,132,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2269306666|gb|CP100351.1|",82.051,117,21,0,33,149,3857576,3857460,4.48e-17,100,2952228,901,"Desulfovibrio piger","Desulfomicrobium","sp. ZS1"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|256576994|gb|CP001629.1|",82.075,106,19,0,44,149,3932978,3932873,2.7e-14,91.6,525897,901,"Desulfovibrio piger","Desulfomicrobium","baculatum"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1986139903|gb|CP069526.1|",84.615,91,8,5,55,142,2961086,2961173,1.26e-12,86.1,2778070,901,"Desulfovibrio piger","Amycolatopsis","sp. FDAARGOS 1241"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1347586865|gb|CP026652.1|",93.333,45,3,0,106,150,2167353,2167397,4.55e-07,67.6,2049881,901,"Desulfovibrio piger","Streptomyces","dengpaensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2039853723|gb|CP074371.1|",88.889,54,3,3,90,142,4131405,4131456,5.88e-06,63.9,2055889,901,"Desulfovibrio piger","Nocardia","tengchongensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2299381659|gb|CP102276.1|",97.222,36,1,0,108,143,162231,162196,2.12e-05,62.1,147206,901,"Desulfovibrio piger","Collinsella","stercoris"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2127551068|gb|CP085935.1|",89.796,49,3,2,96,143,202815,202862,2.12e-05,62.1,445975,901,"Desulfovibrio piger","Collinsella","stercoris"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",97.987,149,3,0,1,149,899691,899839,6.99e-65,259,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",98.667,150,2,0,1,150,2701323,2701472,4.18e-67,267,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1101008916|dbj|AP017368.1|",81.699,153,22,3,1,150,104145,104294,9.57e-24,122,1725232,901,"Desulfovibrio piger","Desulfovibrio","Candidatus trichonymphae"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",96.667,150,5,0,1,150,1459271,1459420,4.21e-62,250,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1562489695|gb|CP030051.1|",90,60,6,0,32,91,4298380,4298439,2.1e-10,78.7,1325090,901,"Desulfovibrio piger","Bradyrhizobium","guangdongense"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1929566533|gb|CP030057.1|",90,60,6,0,32,91,4296992,4297051,2.1e-10,78.7,1325090,901,"Desulfovibrio piger","Bradyrhizobium","guangdongense"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1759410469|gb|CP044543.1|",89.831,59,6,0,33,91,6555743,6555685,7.55e-10,76.8,244734,901,"Desulfovibrio piger","Bradyrhizobium","betae"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1955059318|gb|CP067102.1|",88.333,60,7,0,32,91,4187716,4187657,9.77e-09,73.1,1355477,901,"Desulfovibrio piger","Bradyrhizobium","diazoefficiens"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",96.667,150,5,0,1,150,2010907,2011056,4.21e-62,250,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|987453195|gb|CP014229.1|",89.344,122,13,0,23,144,3141070,3140949,3.39e-33,154,44742,901,"Desulfovibrio piger","Desulfovibrio","fairfieldensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2172810686|gb|CP077745.1|",89.381,113,12,0,22,134,770885,770997,7.34e-30,143,876,901,"Desulfovibrio piger","Desulfovibrio","desulfuricans"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2022650692|gb|CP072608.1|",88.496,113,13,0,22,134,20341,20453,3.42e-28,137,876,901,"Desulfovibrio piger","Desulfovibrio","desulfuricans"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1725298512|gb|CP040751.1|",88.288,111,11,2,41,150,1217612,1217721,1.59e-26,132,2583823,901,"Desulfovibrio piger","Salidesulfovibrio","onnuriiensis"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|627787876|gb|CP007597.1|",89.691,97,8,2,55,150,1578324,1578419,9.57e-24,122,216778,901,"Desulfovibrio piger","Stenotrophomonas","rhizophila"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1376590110|gb|CP023467.1|",87.619,105,11,2,41,144,4304980,4304877,3.44e-23,121,204038,901,"Desulfovibrio piger","Dickeya","dadantii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2096369647|gb|CP077422.1|",87.619,105,11,2,41,144,4264056,4263953,3.44e-23,121,204038,901,"Desulfovibrio piger","Dickeya","dadantii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2053806548|gb|CP076386.1|",87.619,105,11,2,41,144,1513141,1513038,3.44e-23,121,204038,901,"Desulfovibrio piger","Dickeya","dadantii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|306526293|gb|CP002038.1|",87.619,105,11,2,41,144,4257099,4256996,3.44e-23,121,198628,901,"Desulfovibrio piger","Dickeya","dadantii"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1102127722|emb|LT630450.1|",98,150,3,0,1,150,2460480,2460629,1.94e-65,261,901,901,"Desulfovibrio piger","Desulfovibrio","piger"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2172810686|gb|CP077745.1|",84.328,134,21,0,14,147,1254907,1255040,1.59e-26,132,876,901,"Desulfovibrio piger","Desulfovibrio","desulfuricans"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|2022650692|gb|CP072608.1|",84.328,134,21,0,14,147,556828,556961,1.59e-26,132,876,901,"Desulfovibrio piger","Desulfovibrio","desulfuricans"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1245677307|gb|CP023415.1|",83.333,138,23,0,10,147,499384,499521,2.06e-25,128,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
"ti|901|org|Desulfovibrio_piger|accession|NZ_LT630450.1","gi|1894914451|emb|LT984798.1|",83.333,138,23,0,10,147,1988840,1988977,2.06e-25,128,631220,901,"Desulfovibrio piger","Desulfovibrio","sp. G11"
