name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	4	1	0.0
Buchnera aphidicola	9	species	619958	1	1	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Pelobacter carbinolicus	19	species	3665893	1	1	0.0
Myxococcus fulvus	33	species	10026214	7	5	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	1	0.0
Archangium gephyra	48	species	12489432	4	4	0.0
Chondromyces crocatus	52	species	11388132	1	1	0.0
Sorangium cellulosum	56	species	13907952	4	3	0.0
Cyclobacterium marinum	104	species	6221273	7	7	0.0
Runella slithyformis	106	species	6919729	4	3	0.0
Rubinisphaera brasiliensis	119	species	6006602	2	1	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Isosphaera pallida	128	species	5529304	2	1	0.0
Borrelia hermsii	140	species	1156143	1	1	0.0
Spirochaeta thermophila	154	species	2516433	2	1	0.0
Treponema denticola	158	species	2843201	3	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	2	0.0
Treponema succinifaciens	167	species	2897425	34	10	0.000606806
Leptospira biflexa	172	species	3953768	1	1	0.0
Leptospira borgpetersenii	174	species	3948532	2	2	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	1	0.0
Azospirillum brasilense	192	species	13978806	6	5	0.0
Azospirillum lipoferum	193	species	7223069	5	3	0.0
Campylobacter coli	195	species	5104439	14	6	1.30404e-17
Campylobacter jejuni	197	species	6156435	12	3	2.42976e-05
Campylobacter hyointestinalis	198	species	1753331	3	3	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter curvus	200	species	1971270	1	1	0.0
Campylobacter lari	201	species	1576113	4	2	0.0
Helicobacter pylori	210	species	2044699	4	3	0.0
Helicobacter acinonychis	212	species	1557588	2	0	0.0
Helicobacter mustelae	217	species	1578097	1	1	0.0
Achromobacter	222	genus	0	1	0	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Brucella ovis	236	species	3275590	1	0	0.0
Francisella tularensis	263	species	2777166	5	1	0.0
Paracoccus denitrificans	266	species	5236194	3	1	0.0
Thermus aquaticus	271	species	2338641	1	0	0.0
Thermus thermophilus	274	species	2214494	1	1	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	2	1	0.0
Comamonas testosteroni	285	species	5695231	5	0	0.0
Pseudomonas	286	genus	0	3	0	0.0
Pseudomonas aeruginosa	287	species	22457305	10	4	5.64163e-44
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	12	1	0.0
Pseudomonas fluorescens	294	species	14826544	27	10	0.0
Pseudomonas fragi	296	species	5101809	2	0	0.0
Pseudomonas mendocina	300	species	5293211	6	3	0.0
Pseudomonas putida	303	species	6888188	20	8	0.0
Ralstonia solanacearum	305	species	11186335	8	6	0.0
Pseudomonas stutzeri	316	species	7755802	10	6	0.0
Pseudomonas syringae	317	species	6129101	7	3	0.0
Ralstonia pickettii	329	species	6378979	13	4	5.63549e-19
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	0.0
Burkholderia glumae	337	species	7333967	2	0	0.0
Xanthomonas campestris	339	species	7063896	10	3	0.0
Xanthomonas translucens	343	species	4638247	4	0	0.0
Xanthomonas citri	346	species	17318955	4	1	0.0
Xanthomonas oryzae	347	species	17545599	5	3	0.0
Azotobacter chroococcum	353	species	5192286	2	1	0.0
Azotobacter vinelandii	354	species	5351632	5	2	0.0
Agrobacterium tumefaciens	358	species	9211775	3	2	0.0
Agrobacterium vitis	373	species	6320946	3	1	0.0
Bradyrhizobium sp.	376	species	7547693	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	1	0.0
Mesorhizobium loti	381	species	7539018	6	1	0.0
Sinorhizobium meliloti	382	species	6962835	2	1	0.0
Rhizobium leguminosarum	384	species	7369497	12	6	0.0
Rhizobium phaseoli	396	species	87841097	5	1	0.0
Rhizobium tropici	398	species	6686334	2	2	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Methylobacterium extorquens	408	species	6163878	4	2	0.0
Methylococcus capsulatus	414	species	3304561	1	1	0.0
Acetobacter pasteurianus	438	species	3216979	3	3	0.0
Gluconobacter oxydans	442	species	3306867	2	1	0.0
Legionella pneumophila	446	species	15688009	3	3	0.0
Legionella hackeliae	449	species	3570857	2	1	0.0
Tatlockia micdadei	451	species	3310028	1	0	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	8	3	4.81663e-39
Moraxella catarrhalis	480	species	2846413	2	2	0.0
Neisseria gonorrhoeae	485	species	4967431	2	2	0.0
Neisseria meningitidis	487	species	8508873	4	4	0.0
Thermomicrobium roseum	500	species	2920744	1	0	0.0
Kingella kingae	504	species	2140065	3	2	0.0
Bordetella bronchiseptica	518	species	6491145	6	2	0.0
Bordetella parapertussis	519	species	4815611	5	1	0.0
Bordetella pertussis	520	species	48698463	6	0	0.0
Bordetella avium	521	species	3732255	1	0	0.0
Acidiphilium cryptum	524	species	3963080	1	1	0.0
Ochrobactrum anthropi	529	species	5053471	2	1	0.0
Beijerinckia indica	533	species	4418616	1	1	0.0
Chromobacterium violaceum	536	species	4751080	4	0	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	1	0	0.0
Citrobacter koseri	545	species	4735357	4	1	8.08934e-40
Citrobacter freundii	546	species	16193243	19	5	5.21314e-36
[Enterobacter] aerogenes	548	species	10750562	11	1	5.78277e-34
Pantoea agglomerans	549	species	9924054	8	4	0.0
Enterobacter cloacae	550	species	10083180	29	3	6.81714e-29
Pantoea ananatis	553	species	4842757	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	4	2	0.0
Escherichia coli	562	species	12319210	3597	2413	0.0347263
Shimwellia blattae	563	species	4158725	4	1	4.48545e-42
Escherichia fergusonii	564	species	4643861	55	2	5.46009e-19
Hafnia alvei	569	species	6928293	7	2	0.0
Klebsiella oxytoca	571	species	16779606	24	3	5.10431e-29
Klebsiella pneumoniae	573	species	15713353	788	644	0.00582067
