name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	3	3	0.0
Buchnera aphidicola	9	species	619958	1	1	0.0
Cellulomonas gilvus	11	species	3526441	3	2	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Pelobacter carbinolicus	19	species	3665893	3	3	0.0
Shewanella putrefaciens	24	species	4749735	1	1	0.0
Myxococcus fulvus	33	species	10026214	22	7	0.0
Myxococcus xanthus	34	species	9139763	7	1	0.0
Stigmatella aurantiaca	41	species	10260756	9	4	0.0
Archangium gephyra	48	species	12489432	12	8	0.0
Chondromyces crocatus	52	species	11388132	6	5	0.0
Sorangium cellulosum	56	species	13907952	14	10	0.0
Lysobacter	68	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	2	2	0.0
Runella slithyformis	106	species	6919729	5	4	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	3	2	0.0
Spirochaeta thermophila	154	species	2516433	3	1	0.0
Treponema denticola	158	species	2843201	4	2	0.0
Treponema succinifaciens	167	species	2897425	18	4	0
Leptospira interrogans	173	species	5395453	1	1	0.0
Azospirillum brasilense	192	species	13978806	16	6	0.0
Azospirillum lipoferum	193	species	7223069	14	9	0.0
Campylobacter coli	195	species	5104439	2	2	0.0
Campylobacter fetus	196	species	1876301	2	0	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter curvus	200	species	1971270	3	3	0.0
Campylobacter lari	201	species	1576113	2	1	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	4	0	0.0
Brucella abortus	235	species	5108028	5	0	0.0
Brucella ovis	236	species	3275590	4	0	0.0
Francisella tularensis	263	species	2777166	2	0	0.0
Paracoccus denitrificans	266	species	5236194	5	2	0.0
Thermus aquaticus	271	species	2338641	3	2	0.0
Thermus thermophilus	274	species	2214494	7	5	0.0
Meiothermus ruber	277	species	3097457	4	3	0.0
Xanthobacter autotrophicus	280	species	5625098	5	2	0.0
Comamonas testosteroni	285	species	5695231	10	4	0.0
Pseudomonas	286	genus	0	3	0	0.0
Pseudomonas aeruginosa	287	species	22457305	19	10	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	15	3	0.0
Pseudomonas fluorescens	294	species	14826544	43	20	0.0
Pseudomonas fragi	296	species	5101809	1	0	0.0
Pseudomonas mendocina	300	species	5293211	15	8	0.0
Pseudomonas putida	303	species	6888188	29	9	0.0
Ralstonia solanacearum	305	species	11186335	10	5	0.0
Pseudomonas stutzeri	316	species	7755802	21	11	0.0
Pseudomonas syringae	317	species	6129101	16	5	0.0
Ralstonia pickettii	329	species	6378979	15	4	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	0.0
Burkholderia glumae	337	species	7333967	8	1	0.0
Xanthomonas campestris	339	species	7063896	10	6	0.0
Xanthomonas translucens	343	species	4638247	4	2	0.0
Xanthomonas citri	346	species	17318955	4	0	0.0
Xanthomonas oryzae	347	species	17545599	5	2	0.0
Azotobacter chroococcum	353	species	5192286	11	7	0.0
Azotobacter vinelandii	354	species	5351632	2	0	0.0
Agrobacterium tumefaciens	358	species	9211775	7	2	0.0
Bradyrhizobium japonicum	375	species	9215796	9	8	0.0
Bradyrhizobium sp.	376	species	7547693	7	5	0.0
Sinorhizobium fredii	380	species	6891900	2	0	0.0
Mesorhizobium loti	381	species	7539018	5	2	0.0
Sinorhizobium meliloti	382	species	6962835	7	4	0.0
Rhizobium leguminosarum	384	species	7369497	9	3	0.0
Rhizobium phaseoli	396	species	87841097	8	2	0.0
Rhizobium tropici	398	species	6686334	2	2	0.0
Neorhizobium galegae	399	species	6434105	3	3	0.0
Methylobacillus flagellatus	405	species	2971517	3	3	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	5	0	0.0
Methylococcus capsulatus	414	species	3304561	4	2	0.0
Methylomonas methanica	421	species	5051681	1	1	0.0
Acetobacter pasteurianus	438	species	3216979	5	4	0.0
Gluconobacter oxydans	442	species	3306867	10	6	0.0
Legionella pneumophila	446	species	15688009	3	3	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter baumannii	470	species	11595472	2	2	0.0
Moraxella catarrhalis	480	species	2846413	1	1	0.0
Neisseria meningitidis	487	species	8508873	9	5	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Thermomicrobium roseum	500	species	2920744	3	2	0.0
Kingella kingae	504	species	2140065	1	1	0.0
Bordetella bronchiseptica	518	species	6491145	4	0	0.0
Bordetella parapertussis	519	species	4815611	4	1	0.0
Bordetella pertussis	520	species	48698463	3	1	0.0
Bordetella avium	521	species	3732255	3	1	0.0
Acidiphilium cryptum	524	species	3963080	2	0	0.0
Ochrobactrum anthropi	529	species	5053471	7	4	0.0
Beijerinckia indica	533	species	4418616	1	0	0.0
Chromobacterium violaceum	536	species	4751080	8	4	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	3	0	0.0
Citrobacter koseri	545	species	4735357	1	0	0.0
Citrobacter freundii	546	species	16193243	8	5	0.0
[Enterobacter] aerogenes	548	species	10750562	3	0	0.0
Pantoea agglomerans	549	species	9924054	3	0	0.0
Enterobacter cloacae	550	species	10083180	10	3	0.0
Pantoea ananatis	553	species	4842757	1	0	0.0
Pectobacterium carotovorum	554	species	4852842	6	4	0.0
Escherichia coli	562	species	12319210	11	4	0.0
Shimwellia blattae	563	species	4158725	4	2	0.0
Escherichia fergusonii	564	species	4643861	3	1	0.0
Hafnia alvei	569	species	6928293	3	1	0.0
Klebsiella oxytoca	571	species	16779606	12	1	0.0
Klebsiella pneumoniae	573	species	15713353	11	3	0.0
Morganella morganii	582	species	3853791	1	0	0.0
Proteus mirabilis	584	species	5337360	1	0	0.0
Proteus vulgaris	585	species	3794983	1	0	0.0
Providencia stuartii	588	species	6521015	2	2	0.0
Serratia	613	genus	0	3	0	0.0
Serratia liquefaciens	614	species	7946985	1	1	0.0
Serratia marcescens	615	species	8465231	25	12	0.0
Shigella boydii	621	species	4698475	4	0	0.0
Shigella dysenteriae	622	species	4560911	3	0	0.0
Shigella flexneri	623	species	4763519	4	0	0.0
Shigella sonnei	624	species	6798914	3	0	0.0
Xenorhabdus nematophila	628	species	4586662	2	0	0.0
Yersinia enterocolitica	630	species	14308813	1	1	0.0
Yersinia intermedia	631	species	4859749	2	2	0.0
Yersinia pestis	632	species	7124135	2	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	4	1	0.0
Edwardsiella tarda	636	species	3717889	7	3	0.0
Aeromonas hydrophila	644	species	7739252	21	7	0.0
Aeromonas salmonicida	645	species	5040536	5	1	0.0
Aeromonas media	651	species	4788430	1	1	0.0
Aeromonas schubertii	652	species	4400034	9	4	0.0
Aeromonas veronii	654	species	7214925	13	6	0.0
Vibrio	662	genus	0	1	0	0.0
Vibrio alginolyticus	663	species	8138835	1	1	0.0
Vibrio cholerae	666	species	6170861	2	1	0.0
Vibrio parahaemolyticus	670	species	10344823	2	0	0.0
Vibrio vulnificus	672	species	10215744	1	1	0.0
Grimontia hollisae	673	species	3998273	1	1	0.0
Vibrio mimicus	674	species	8922704	1	0	0.0
Vibrio natriegens	691	species	10692018	4	0	0.0
Plesiomonas shigelloides	703	species	3405979	3	2	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	5	4	0.0
Actinobacillus suis	716	species	2501598	1	1	0.0
Actinobacillus equuli	718	species	2431533	1	1	0.0
Haemophilus influenzae	727	species	2672708	2	2	0.0
Haemophilus parainfluenzae	729	species	2086875	1	1	0.0
[Haemophilus] ducreyi	730	species	10121291	1	1	0.0
Histophilus somni	731	species	2138367	1	1	0.0
Aggregatibacter aphrophilus	732	species	3520359	2	1	0.0
