name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	0	1	0	0.0
Azorhizobium caulinodans	7	species	5369772	734	450	0.0
Buchnera aphidicola	9	species	619958	127	118	0.0
Cellulomonas gilvus	11	species	3526441	238	170	0.0
Dictyoglomus thermophilum	14	species	1959987	177	154	0.0
Pelobacter carbinolicus	19	species	3665893	671	540	0.0
Phenylobacterium	20	genus	0	59	0	0.0
Shewanella	22	genus	0	14	0	0.0
Shewanella putrefaciens	24	species	4749735	257	38	0.0
Myxococcales	29	order	0	10	0	0.0
Myxococcaceae	31	family	0	1	0	0.0
Myxococcus	32	genus	0	12	0	0.0
Myxococcus fulvus	33	species	10026214	1880	724	0.0
Myxococcus xanthus	34	species	9139763	696	125	0.0
Stigmatella	40	genus	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	650	280	0.0
Archangium	47	genus	0	1	0	0.0
Archangium gephyra	48	species	12489432	857	528	0.0
Polyangiaceae	49	family	0	1	0	0.0
Chondromyces	50	genus	0	7	0	0.0
Chondromyces crocatus	52	species	11388132	520	371	0.0
Sorangium cellulosum	56	species	13907952	717	514	0.0
Lysobacter	68	genus	0	13	0	0.0
Caulobacter	75	genus	0	62	0	0.0
Hyphomicrobium	81	genus	0	5	0	0.0
Hyphomonas	85	genus	0	3	0	0.0
Leptothrix	88	genus	0	15	0	0.0
Cyclobacterium marinum	104	species	6221273	432	303	0.0
Runella slithyformis	106	species	6919729	680	462	0.0
Planctomyces	118	genus	0	3	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	132	80	0.0
Planctopirus limnophila	120	species	5460085	206	99	0.0
Pirellula staleyi	125	species	6196199	93	57	0.0
Isosphaera pallida	128	species	5529304	207	107	0.0
Methylocystis	133	genus	0	11	0	0.0
Spirochaetaceae	137	family	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	167	157	0.0
Borrelia hermsii	140	species	1156143	42	37	0.0
Borrelia parkeri	141	species	1030684	6	0	0.0
Borrelia turicatae	142	species	917330	126	117	0.0
Spirochaeta thermophila	154	species	2516433	332	241	0.0
Treponema	157	genus	0	1	0	0.0
Treponema denticola	158	species	2843201	162	70	0.0
Brachyspira hyodysenteriae	159	species	3055339	363	205	0.0
Treponema pallidum	160	species	1138607	9	0	0.0
Treponema succinifaciens	167	species	2897425	2772	662	0.0
Leptospira biflexa	172	species	3953768	293	152	0.0
Leptospira interrogans	173	species	5395453	144	140	0.0
Leptospira borgpetersenii	174	species	3948532	37	35	0.0
