name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	477	262	0.0
Buchnera aphidicola	9	species	619958	208	159	0.0
Cellulomonas gilvus	11	species	3526441	161	117	0.0
Dictyoglomus thermophilum	14	species	1959987	234	184	0.0
Pelobacter	18	genus	0	1	0	0.0
Pelobacter carbinolicus	19	species	3665893	606	509	0.0
Phenylobacterium	20	genus	0	51	0	0.0
Shewanella	22	genus	0	7	0	0.0
Shewanella putrefaciens	24	species	4749735	262	41	0.0
Myxococcaceae	31	family	0	3	0	0.0
Myxococcus	32	genus	0	4	0	0.0
Myxococcus fulvus	33	species	10026214	1367	539	0.0
Myxococcus xanthus	34	species	9139763	525	85	0.0
Cystobacteraceae	39	family	0	2	0	0.0
Stigmatella aurantiaca	41	species	10260756	424	181	0.0
Archangium gephyra	48	species	12489432	595	407	0.0
Polyangiaceae	49	family	0	2	0	0.0
Chondromyces	50	genus	0	7	0	0.0
Chondromyces crocatus	52	species	11388132	404	281	0.0
Sorangium cellulosum	56	species	13907952	481	328	0.0
Lysobacter	68	genus	0	7	0	0.0
Caulobacter	75	genus	0	57	0	0.0
Hyphomicrobium	81	genus	0	2	0	0.0
Hyphomonas	85	genus	0	3	0	0.0
Leptothrix	88	genus	0	12	0	0.0
Cyclobacterium marinum	104	species	6221273	486	331	0.0
Runella slithyformis	106	species	6919729	651	418	0.0
Rubinisphaera brasiliensis	119	species	6006602	103	66	0.0
Planctopirus limnophila	120	species	5460085	163	67	0.0
Pirellula	123	genus	0	3	0	0.0
Pirellula staleyi	125	species	6196199	85	59	0.0
Isosphaera pallida	128	species	5529304	152	81	0.0
Methylocystis	133	genus	0	4	0	0.0
Borreliella burgdorferi	139	species	1329613	173	160	0.0
Borrelia hermsii	140	species	1156143	58	35	0.0
Borrelia parkeri	141	species	1030684	34	14	0.0
Borrelia turicatae	142	species	917330	142	115	0.0
Spirochaeta thermophila	154	species	2516433	219	148	0.0
Treponema	157	genus	0	1	0	0.0
Treponema denticola	158	species	2843201	194	114	0.0
Brachyspira hyodysenteriae	159	species	3055339	400	247	0.0
Treponema pallidum	160	species	1138607	24	2	0.0
Treponema succinifaciens	167	species	2897425	2571	755	5.10081e-05
Leptospira biflexa	172	species	3953768	333	174	0.0
Leptospira interrogans	173	species	5395453	258	234	0.0
Leptospira borgpetersenii	174	species	3948532	86	62	0.0
Leptospirillum ferrooxidans	180	species	2559538	68	39	0.0
Azospirillum	191	genus	0	19	0	0.0
Azospirillum brasilense	192	species	13978806	680	337	0.0
Azospirillum lipoferum	193	species	7223069	992	314	0.0
Campylobacter	194	genus	0	2	0	0.0
Campylobacter coli	195	species	5104439	1088	557	2.23054e-05
Campylobacter fetus	196	species	1876301	109	75	0.0
Campylobacter jejuni	197	species	6156435	724	168	2.17628e-16
Campylobacter hyointestinalis	198	species	1753331	88	59	0.0
Campylobacter concisus	199	species	1969727	294	243	0.0
Campylobacter curvus	200	species	1971270	361	309	0.0
Campylobacter lari	201	species	1576113	271	69	0.0
Helicobacter pylori	210	species	2044699	556	469	0.0
Helicobacter acinonychis	212	species	1557588	35	19	0.0
Helicobacter cinaedi	213	species	2170766	48	29	0.0
Helicobacter felis	214	species	1672681	33	26	0.0
Helicobacter mustelae	217	species	1578097	64	47	0.0
Achromobacter	222	genus	0	14	0	0.0
Alteromonas	226	genus	0	4	0	0.0
