name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Leptospiraceae	170	family	0	1	0	0.0
Leptospira	171	genus	0	1	0	0.0
Leptospira biflexa	172	species	3953768	155	127	0.0
Leptospira interrogans	173	species	5395453	253	206	0.0
Leptospira borgpetersenii	174	species	3948532	142	101	0.0
Leptospirillum ferrooxidans	180	species	2559538	85	73	0.0
Azospirillum	191	genus	0	26	0	0.0
Azospirillum brasilense	192	species	13978806	993	476	0.0
Azospirillum lipoferum	193	species	7223069	1133	523	0.0
Campylobacter	194	genus	0	2	0	0.0
Campylobacter coli	195	species	5104439	1711	840	2.25945e-05
Campylobacter fetus	196	species	1876301	147	100	0.0
Campylobacter jejuni	197	species	6156435	1165	216	6.23769e-16
Campylobacter hyointestinalis	198	species	1753331	117	82	0.0
Campylobacter concisus	199	species	1969727	182	133	0.0
Campylobacter curvus	200	species	1971270	125	90	0.0
Campylobacter lari	201	species	1576113	295	140	0.0
Helicobacter pylori	210	species	2044699	442	353	0.0
Helicobacter acinonychis	212	species	1557588	51	30	0.0
Helicobacter cinaedi	213	species	2170766	66	47	0.0
Helicobacter felis	214	species	1672681	41	32	0.0
Helicobacter mustelae	217	species	1578097	58	43	0.0
Achromobacter	222	genus	0	12	0	0.0
Alteromonas	226	genus	0	8	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	191	49	0.0
Brucella	234	genus	0	8	0	0.0
Brucella abortus	235	species	5108028	255	1	0.0
Brucella ovis	236	species	3275590	211	1	0.0
Francisella tularensis	263	species	2777166	397	248	0.0
Paracoccus	265	genus	0	4	0	0.0
Paracoccus denitrificans	266	species	5236194	495	312	0.0
Thermus	270	genus	0	1	0	0.0
Thermus aquaticus	271	species	2338641	230	103	0.0
Thermus thermophilus	274	species	2214494	258	84	0.0
Meiothermus ruber	277	species	3097457	296	168	0.0
Xanthobacter	279	genus	0	13	0	0.0
Xanthobacter autotrophicus	280	species	5625098	500	244	0.0
Comamonas	283	genus	0	4	0	0.0
Comamonas testosteroni	285	species	5695231	921	508	0.0
Pseudomonas	286	genus	0	172	9	0.0
Pseudomonas aeruginosa	287	species	22457305	1467	675	3.05941e-40
Pseudoalteromonas atlantica	288	species	5187005	131	88	0.0
Burkholderia cepacia	292	species	13365495	1192	285	0.0
Pseudomonas fluorescens	294	species	14826544	3124	1252	0.0
Pseudomonas fragi	296	species	5101809	231	71	0.0
Pseudomonas mendocina	300	species	5293211	992	354	0.0
Pseudomonas putida	303	species	6888188	2670	1044	2.0534e-47
Ralstonia solanacearum	305	species	11186335	1169	668	0.0
Pseudomonas stutzeri	316	species	7755802	1891	918	0.0
Pseudomonas syringae	317	species	6129101	1269	440	0.0
Ralstonia pickettii	329	species	6378979	1139	370	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	326	99	0.0
Burkholderia glumae	337	species	7333967	639	104	0.0
Xanthomonas	338	genus	0	30	0	0.0
Xanthomonas campestris	339	species	7063896	916	386	0.0
Xanthomonas translucens	343	species	4638247	456	233	0.0
Xanthomonas citri	346	species	17318955	487	43	0.0
Xanthomonas oryzae	347	species	17545599	577	221	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter chroococcum	353	species	5192286	542	202	0.0
Azotobacter vinelandii	354	species	5351632	525	175	0.0
Rhizobiales	356	order	0	7	0	0.0
Agrobacterium	357	genus	0	20	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1278	259	0.0
Agrobacterium vitis	373	species	6320946	424	129	0.0
Bradyrhizobium	374	genus	0	38	0	0.0
Bradyrhizobium japonicum	375	species	9215796	406	182	0.0
Bradyrhizobium sp.	376	species	7547693	290	120	0.0
Rhizobium	379	genus	0	65	0	0.0
Sinorhizobium fredii	380	species	6891900	448	149	0.0
Mesorhizobium loti	381	species	7539018	629	231	0.0
Sinorhizobium meliloti	382	species	6962835	628	226	0.0
Rhizobium leguminosarum	384	species	7369497	1361	572	0.0
Rhizobium phaseoli	396	species	87841097	592	100	0.0
Rhizobium tropici	398	species	6686334	308	109	0.0
Neorhizobium galegae	399	species	6434105	548	268	0.0
Methylococcaceae	403	family	0	4	0	0.0
Methylobacillus flagellatus	405	species	2971517	247	140	0.0
Methylobacterium	407	genus	0	29	0	0.0
Methylobacterium extorquens	408	species	6163878	557	192	0.0
Methylococcus	413	genus	0	2	0	0.0
Methylococcus capsulatus	414	species	3304561	234	132	0.0
Methylomonas	416	genus	0	2	0	0.0
Methylomonas methanica	421	species	5051681	188	108	0.0
Acetobacteraceae	433	family	0	8	0	0.0
Acetobacter	434	genus	0	3	0	0.0
Acetobacter pasteurianus	438	species	3216979	430	262	0.0
Gluconobacter	441	genus	0	4	0	0.0
Gluconobacter oxydans	442	species	3306867	592	337	0.0
Legionella pneumophila	446	species	15688009	463	379	0.0
Legionella hackeliae	449	species	3570857	124	68	0.0
Legionella longbeachae	450	species	4149158	102	67	0.0
Tatlockia micdadei	451	species	3310028	83	59	0.0
Acinetobacter baumannii	470	species	11595472	661	357	1.37717e-33
Moraxella catarrhalis	480	species	2846413	158	97	0.0
Neisseriaceae	481	family	0	2	0	0.0
Neisseria	482	genus	0	6	0	0.0
Neisseria gonorrhoeae	485	species	4967431	210	78	0.0
Neisseria lactamica	486	species	2220606	178	48	0.0
Neisseria meningitidis	487	species	8508873	693	341	0.0
Neisseria elongata	495	species	2256647	167	75	0.0
Psychrobacter	497	genus	0	2	0	0.0
Thermomicrobium roseum	500	species	2920744	109	86	0.0
Kingella kingae	504	species	2140065	106	66	4.86978e-43
Alcaligenaceae	506	family	0	10	0	0.0
Alcaligenes	507	genus	0	2	0	0.0
Alcaligenes faecalis	511	species	4248684	250	141	1.10369e-45
Bordetella	517	genus	0	44	0	0.0
Bordetella bronchiseptica	518	species	6491145	870	142	0.0
Bordetella parapertussis	519	species	4815611	590	35	0.0
Bordetella pertussis	520	species	48698463	490	51	0.0
Bordetella avium	521	species	3732255	251	126	0.0
Acidiphilium	522	genus	0	5	0	0.0
Acidiphilium cryptum	524	species	3963080	186	25	0.0
Ochrobactrum	528	genus	0	2	0	0.0
Ochrobactrum anthropi	529	species	5053471	345	181	0.0
Beijerinckia	532	genus	0	1	0	0.0
Beijerinckia indica	533	species	4418616	186	112	0.0
Chromobacterium	535	genus	0	28	0	0.0
Chromobacterium violaceum	536	species	4751080	589	279	0.0
Zymomonas mobilis	542	species	2426073	360	262	0.0
Enterobacteriaceae	543	family	0	18	0	0.0
Citrobacter	544	genus	0	7	0	0.0
Citrobacter koseri	545	species	4735357	376	112	9.35811e-41
Citrobacter freundii	546	species	16193243	1983	332	6.38927e-07
Enterobacter	547	genus	0	48	0	0.0
[Enterobacter] aerogenes	548	species	10750562	1318	165	1.04405e-14
Pantoea agglomerans	549	species	9924054	522	132	0.0
Enterobacter cloacae	550	species	10083180	2604	392	8.85188e-07
Erwinia	551	genus	0	11	0	0.0
Erwinia amylovora	552	species	3869718	175	93	0.0
Pantoea ananatis	553	species	4842757	248	132	0.0
Pectobacterium carotovorum	554	species	4852842	545	272	0.0
Escherichia coli	562	species	12319210	223551	197165	0.0245977
Shimwellia blattae	563	species	4158725	445	311	0.0
Escherichia fergusonii	564	species	4643861	688	154	6.88987e-07
Hafnia	568	genus	0	3	0	0.0
Hafnia alvei	569	species	6928293	428	192	0.0
Klebsiella	570	genus	0	56	0	0.0
Klebsiella oxytoca	571	species	16779606	2059	344	2.50733e-15
Klebsiella pneumoniae	573	species	15713353	111814	96763	0.00965798
Kluyvera	579	genus	0	1	0	0.0
