name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	0	2	0	0.0
Azorhizobium caulinodans	7	species	5369772	295	174	0.0
Buchnera aphidicola	9	species	619958	279	224	0.0
Cellulomonas gilvus	11	species	3526441	105	58	0.0
Dictyoglomus thermophilum	14	species	1959987	152	120	0.0
Pelobacter carbinolicus	19	species	3665893	285	211	0.0
Phenylobacterium	20	genus	0	7	0	0.0
Shewanella	22	genus	0	5	0	0.0
Shewanella putrefaciens	24	species	4749735	127	32	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcaceae	31	family	0	2	0	0.0
Myxococcus	32	genus	0	4	0	0.0
Myxococcus fulvus	33	species	10026214	635	296	0.0
Myxococcus xanthus	34	species	9139763	269	97	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	322	164	0.0
Archangium gephyra	48	species	12489432	434	255	0.0
Chondromyces	50	genus	0	2	0	0.0
Chondromyces crocatus	52	species	11388132	259	176	0.0
Sorangium cellulosum	56	species	13907952	566	421	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	0	9	0	0.0
Hyphomicrobium	81	genus	0	6	0	0.0
Hyphomonas	85	genus	0	2	0	0.0
Leptothrix	88	genus	0	7	0	0.0
Cyclobacterium marinum	104	species	6221273	321	258	0.0
Runella slithyformis	106	species	6919729	450	371	0.0
Planctomyces	118	genus	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	139	101	0.0
Planctopirus limnophila	120	species	5460085	133	113	0.0
Pirellula staleyi	125	species	6196199	94	73	0.0
Isosphaera pallida	128	species	5529304	98	63	0.0
Methylocystis	133	genus	0	1	0	0.0
Spirochaetaceae	137	family	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	58	35	0.0
Borrelia hermsii	140	species	1156143	91	62	0.0
Borrelia parkeri	141	species	1030684	70	40	0.0
Borrelia turicatae	142	species	917330	54	14	0.0
Spirochaeta thermophila	154	species	2516433	204	164	0.0
Treponema denticola	158	species	2843201	271	192	0.0
Brachyspira hyodysenteriae	159	species	3055339	380	237	0.0
Treponema pallidum	160	species	1138607	41	2	0.0
Treponema succinifaciens	167	species	2897425	2485	727	0.000180653
Leptospira biflexa	172	species	3953768	170	136	0.0
Leptospira interrogans	173	species	5395453	291	252	0.0
Leptospira borgpetersenii	174	species	3948532	145	115	0.0
Leptospirillum	179	genus	0	1	0	0.0
Leptospirillum ferrooxidans	180	species	2559538	94	74	0.0
Azospirillum	191	genus	0	15	0	0.0
Azospirillum brasilense	192	species	13978806	584	325	0.0
Azospirillum lipoferum	193	species	7223069	640	344	0.0
Campylobacter	194	genus	0	2	0	0.0
Campylobacter coli	195	species	5104439	1805	847	4.20169e-05
Campylobacter fetus	196	species	1876301	170	129	0.0
Campylobacter jejuni	197	species	6156435	1308	256	7.68304e-06
Campylobacter hyointestinalis	198	species	1753331	146	113	0.0
Campylobacter concisus	199	species	1969727	212	163	0.0
Campylobacter curvus	200	species	1971270	97	71	0.0
Campylobacter lari	201	species	1576113	298	144	0.0
Helicobacter pylori	210	species	2044699	474	388	0.0
Helicobacter acinonychis	212	species	1557588	54	32	0.0
Helicobacter cinaedi	213	species	2170766	85	66	0.0
Helicobacter felis	214	species	1672681	35	25	0.0
Helicobacter mustelae	217	species	1578097	60	45	0.0
Achromobacter	222	genus	0	25	0	0.0
Alteromonas	226	genus	0	8	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	121	26	0.0
Brucella	234	genus	0	11	0	0.0
Brucella abortus	235	species	5108028	171	0	0.0
Brucella ovis	236	species	3275590	160	0	0.0
Flavobacterium	237	genus	0	1	0	0.0
Francisella	262	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	333	233	0.0
Paracoccus	265	genus	0	4	0	0.0
Paracoccus denitrificans	266	species	5236194	321	206	0.0
Thermus aquaticus	271	species	2338641	123	50	0.0
Thermus thermophilus	274	species	2214494	149	66	0.0
Meiothermus ruber	277	species	3097457	175	114	0.0
Xanthobacter	279	genus	0	4	0	0.0
Xanthobacter autotrophicus	280	species	5625098	204	117	0.0
Comamonas	283	genus	0	6	0	0.0
Comamonas testosteroni	285	species	5695231	584	350	1.79023e-61
Pseudomonas	286	genus	0	146	4	0.0
Pseudomonas aeruginosa	287	species	22457305	1243	496	2.4396e-17
Pseudoalteromonas atlantica	288	species	5187005	136	100	0.0
Burkholderia cepacia	292	species	13365495	793	198	0.0
Pseudomonas fluorescens	294	species	14826544	2183	969	0.0
Pseudomonas fragi	296	species	5101809	169	57	0.0
Pseudomonas mendocina	300	species	5293211	556	242	0.0
Pseudomonas putida	303	species	6888188	1757	711	5.2864e-32
Ralstonia solanacearum	305	species	11186335	752	449	2.3001e-56
Pseudomonas stutzeri	316	species	7755802	1311	715	4.78225e-33
Pseudomonas syringae	317	species	6129101	880	386	0.0
Ralstonia pickettii	329	species	6378979	804	309	2.86653e-15
Pseudomonas pseudoalcaligenes	330	species	4691662	249	76	3.68894e-57
Burkholderia glumae	337	species	7333967	435	107	0.0
Xanthomonas	338	genus	0	23	0	0.0
Xanthomonas campestris	339	species	7063896	556	264	0.0
Xanthomonas translucens	343	species	4638247	285	145	0.0
Xanthomonas citri	346	species	17318955	318	33	0.0
Xanthomonas oryzae	347	species	17545599	362	146	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter chroococcum	353	species	5192286	319	137	0.0
Azotobacter vinelandii	354	species	5351632	291	108	0.0
Rhizobiales	356	order	0	5	0	0.0
Agrobacterium	357	genus	0	8	0	0.0
Agrobacterium tumefaciens	358	species	9211775	804	234	0.0
Agrobacterium vitis	373	species	6320946	253	117	0.0
Bradyrhizobium	374	genus	0	32	0	0.0
Bradyrhizobium japonicum	375	species	9215796	282	128	0.0
Bradyrhizobium sp.	376	species	7547693	234	106	0.0
Rhizobium	379	genus	0	45	0	0.0
Sinorhizobium fredii	380	species	6891900	227	103	0.0
Mesorhizobium loti	381	species	7539018	392	164	0.0
Sinorhizobium meliloti	382	species	6962835	376	170	0.0
Rhizobium leguminosarum	384	species	7369497	848	437	0.0
Rhizobium phaseoli	396	species	87841097	358	102	0.0
Rhizobium tropici	398	species	6686334	177	79	0.0
Neorhizobium galegae	399	species	6434105	347	224	0.0
Methylococcaceae	403	family	0	2	0	0.0
Methylobacillus flagellatus	405	species	2971517	145	105	0.0
Methylobacterium	407	genus	0	13	0	0.0
Methylobacterium extorquens	408	species	6163878	342	124	0.0
Methylococcus	413	genus	0	1	0	0.0
Methylococcus capsulatus	414	species	3304561	144	98	0.0
Methylomonas	416	genus	0	4	0	0.0
Methylomonas methanica	421	species	5051681	161	103	0.0
Acetobacteraceae	433	family	0	2	0	0.0
Acetobacter pasteurianus	438	species	3216979	342	214	0.0
