species,Healthy_stool_100_100_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_50_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_1_noerr,Healthy_stool_10_50_noerr
Gemmataceae bacterium,0,0,0,0,0,1,0,0
Planctomycetes bacterium I41,1,0,0,0,0,0,0,0
g_Brevundimonas,0,2,0,1,0,1,4,1
g_Martelella,0,1,0,0,0,0,0,0
g_Bosea,0,0,0,0,1,0,0,0
g_Bradyrhizobium,1,2,1,2,1,5,0,0
g_Brucella,0,0,2,0,0,1,2,0
g_Devosia,0,0,0,0,1,0,0,1
g_Methylobacterium,1,0,2,0,0,1,0,0
g_Methylorubrum,0,0,0,0,1,0,0,0
g_Mesorhizobium,2,0,0,2,0,0,0,0
g_Agrobacterium,0,0,2,0,0,1,3,2
g_Rhizobium,0,3,3,0,1,2,8,1
g_Sinorhizobium,1,0,0,0,0,0,0,0
Rhodobiaceae bacterium,1,0,1,1,3,2,1,1
Hartmannibacter diazotrophicus,0,0,0,0,2,0,0,0
Methyloceanibacter caenitepidi,1,0,0,0,0,0,0,0
Methyloceanibacter sp. wino2,0,0,2,0,0,0,2,1
Methyloligella sp. GL2,0,1,0,0,0,0,0,0
Nordella sp. HKS 07,0,0,0,1,0,0,0,0
Pseudorhodoplanes sinuspersici,0,1,3,0,2,1,2,1
g_Labrenzia,0,1,0,0,1,1,0,0
g_Leisingera,1,0,0,0,0,0,0,0
g_Roseivivax,0,0,0,0,1,0,0,0
g_Roseovarius,0,0,1,1,1,0,1,0
Rhodobacteraceae bacterium,1,0,0,1,0,1,0,1
Rhodobacteraceae bacterium 9Alg 56,0,0,0,0,1,1,0,1
Rhodobacteraceae bacterium BAR1,0,0,1,0,0,0,0,2
Rhodobacteraceae bacterium QY30,1,0,0,0,0,0,0,0
Rhodobacteraceae bacterium RR4-56,0,0,0,0,0,1,0,0
Rhodobacteraceae bacterium SC52,0,1,0,0,0,0,0,0
g_Acetobacter,0,0,1,1,0,1,1,0
g_Gluconobacter,0,0,2,0,0,2,5,2
g_Komagataeibacter,0,0,3,0,1,1,2,4
Acetobacteraceae bacterium,2,1,2,1,0,3,2,2
g_Azospirillum,0,0,6,0,0,2,7,1
g_Wolbachia,1,0,1,0,0,0,0,0
g_Rickettsia,0,3,0,0,1,0,2,2
g_Porphyrobacter,0,0,0,0,1,0,0,0
g_Blastomonas,0,0,0,1,0,0,0,0
g_Sphingobium,0,0,0,1,0,2,0,0
g_Sphingomonas,0,1,0,1,0,0,0,0
Casimicrobium huifangae,1,0,0,1,0,0,0,0
g_Achromobacter,2,1,0,0,0,0,0,0
g_Alcaligenes,1,0,0,0,0,1,0,0
g_Bordetella,1,0,0,1,0,0,0,0
Alcaligenaceae bacterium SJ-26,1,0,0,0,0,0,0,0
g_Burkholderia,6,2,2,6,1,3,6,0
g_Cupriavidus,83,16,4,27,0,1,0,0
g_Pandoraea,0,0,0,0,0,0,0,1
g_Paraburkholderia,1,1,3,1,2,4,3,0
g_Polynucleobacter,2,0,0,0,0,0,0,0
g_Ralstonia,1,0,1,0,0,0,0,0
g_Acidovorax,0,0,0,0,1,0,0,0
g_Comamonas,0,0,1,1,0,0,0,1
g_Delftia,1,1,0,0,0,0,0,0
g_Hydrogenophaga,0,0,0,0,1,0,0,0
g_Polaromonas,1,0,0,0,0,0,0,0
g_Variovorax,0,1,0,0,0,0,0,0
g_Herbaspirillum,1,0,0,0,0,1,0,0
g_Massilia,1,0,0,0,1,0,1,0
g_Undibacterium,1,0,0,0,0,0,0,0
Leptothrix cholodnii,0,0,0,1,1,0,0,0
Methylibium sp. Pch-M,2,0,1,0,0,0,4,1
Mitsuaria sp. 7,2,0,0,1,0,0,0,0
Paucibacter sp. KCTC 42545,1,2,0,1,0,0,2,1
Rhizobacter gummiphilus,0,2,0,0,0,1,0,0
Rubrivivax gelatinosus,1,0,1,0,0,1,3,2
Thiomonas sp. X19,0,0,0,0,1,0,0,0
Xylophilus sp. KACC 21265,0,0,0,0,1,1,0,0
g_Chromobacterium,1,0,0,0,0,0,0,0
g_Neisseria,2,1,2,1,0,0,0,1
Neisseriaceae bacterium DSM 100970,0,0,0,1,0,0,0,0
g_Methylovorus,1,0,0,0,0,1,1,0
g_Nitrosomonas,0,1,1,2,0,0,1,0
Sterolibacteriaceae bacterium J5B,2,0,0,0,0,0,0,0
Sterolibacteriaceae bacterium M52,0,0,0,0,1,0,0,0
g_Azospira,0,0,1,0,0,0,0,0
Candidatus Desulfofervidus auxilii,0,1,0,0,0,0,0,0
g_Desulfovibrio,1,0,0,1,0,0,0,0
g_Myxococcus,1,0,0,0,0,0,0,0
Minicystis rosea,0,2,3,2,1,0,1,0
g_Arcobacter,1,1,1,0,0,0,0,0
g_Campylobacter,0,2,2,0,1,1,0,0
g_Sulfurospirillum,0,0,2,1,0,0,3,0
Arcobacter sp. LPB0137,0,0,0,0,1,0,0,1
g_Helicobacter,1,0,0,0,0,0,0,0
g_Sulfurimonas,0,1,1,0,1,1,1,0
Nitratifractor salsuginis,0,1,0,0,0,0,0,0
g_Aeromonas,0,0,2,3,2,1,2,2
g_Alteromonas,0,1,1,0,0,1,0,0
g_Marinobacter,1,0,1,4,1,2,1,2
Idiomarinaceae bacterium HL-53,0,0,6,1,0,2,1,0
g_Pseudoalteromonas,2,0,1,2,1,0,0,0
g_Shewanella,2,1,1,2,1,1,0,1
Chromatiaceae bacterium 2141T.STBD.0c.01a,1,0,0,0,0,0,0,0
g_Thioalkalivibrio,0,0,0,0,0,0,0,1
Ectothiorhodospiraceae bacterium 2226,0,0,0,0,1,0,0,0
g_Citrobacter,7,5,7,6,0,0,3,1
g_Cronobacter,0,1,0,0,0,0,0,0
g_Enterobacter,1,6,3,5,3,4,6,1
g_Escherichia,45,134,45,87,0,0,2,0
g_Klebsiella,1622,417,137,561,1,1,0,0
g_Kosakonia,0,1,0,0,1,0,1,0
g_Leclercia,1,0,0,0,1,0,1,0
g_Raoultella,0,1,1,0,0,0,0,0
g_Salmonella,1,0,0,0,3,0,0,1
g_Shigella,0,0,1,0,0,0,0,0
Enterobacteriaceae bacterium ENNIH1,1,0,0,0,0,0,0,0
Enterobacteriaceae endosymbiont of Donacia piscatrix,0,1,0,0,0,0,0,0
Enterobacteriaceae endosymbiont of Donacia proxima,0,0,0,1,0,0,0,0
Enterobacteriaceae endosymbiont of Macroplea appendiculata,0,1,0,0,0,0,0,0
Enterobacteriaceae endosymbiont of Plateumaris braccata,0,1,0,0,0,0,0,0
Plautia stali symbiont,0,0,1,0,1,0,2,1
secondary endosymbiont of Heteropsylla cubana,1,0,0,1,0,0,0,0
g_Erwinia,0,1,0,0,0,0,0,0
g_Mixta,0,0,0,1,0,0,0,0
Erwiniaceae bacterium PD-1,0,0,0,1,0,0,0,0
g_Edwardsiella,0,2,1,0,1,1,1,1
g_Hafnia,0,0,0,0,0,0,1,0
g_Providencia,0,0,0,1,1,0,2,0
g_Xenorhabdus,0,0,1,0,0,0,0,1
g_Brenneria,0,1,3,0,0,1,0,0
g_Dickeya,0,0,3,0,0,1,2,0
g_Pectobacterium,0,1,1,0,0,0,0,0
g_Serratia,5,1,0,1,0,0,0,0
g_Yersinia,0,0,2,0,0,0,1,1
Phytobacter ursingii,0,0,0,0,0,1,0,0
g_Methylomicrobium,0,1,0,0,0,0,0,0
g_Alcanivorax,1,0,0,0,0,0,1,1
g_Cobetia,1,0,0,0,0,0,0,0
g_Halomonas,0,0,0,0,2,0,1,2
g_Actinobacillus,1,0,0,1,0,0,0,0
g_Basfia,0,0,0,0,1,0,1,0
g_Haemophilus,4,0,2,1,0,1,0,1
g_Mannheimia,2,0,0,0,0,0,0,0
Pasteurella aerogenes,1,0,0,0,0,0,0,0
Pasteurellaceae bacterium RH1A,0,1,0,0,0,0,0,0
g_Acinetobacter,2,1,4,4,1,0,3,3
g_Psychrobacter,0,2,0,1,0,0,0,0
g_Pseudomonas,11,14,31,13,12,15,27,14
g_Francisella,0,0,2,0,0,0,0,0
g_Vibrio,3,2,10,4,4,9,5,4
g_Stenotrophomonas,2,0,0,0,0,0,0,0
g_Xanthomonas,0,1,4,0,1,2,4,2
g_Brachyspira,1,1,1,0,0,0,0,0
g_Borrelia,0,0,1,0,0,0,0,0
g_Borreliella,2,2,1,0,0,0,0,0
g_Treponema,1,0,0,0,0,1,0,1
g_Candidatus Phytoplasma,0,0,0,1,0,0,0,0
g_Spiroplasma,0,1,0,1,0,0,0,0
g_Mycoplasma,0,1,0,1,1,0,1,0
g_Marinitoga,2,0,1,0,0,0,0,0
g_Fervidobacterium,0,0,0,0,0,0,0,2
g_Thermosipho,0,0,1,0,0,0,0,0
g_Thermotoga,0,1,4,0,1,0,6,1
Opitutaceae bacterium TAV5,0,0,3,0,2,0,3,2
Siophivirus SIOphi,0,0,0,1,0,0,0,0
g_Firehammervirus,0,1,0,0,0,0,0,0
Petsuvirus pEtSU,0,0,3,0,1,0,1,0
Bacteroides phage crAss001,1,0,0,0,0,0,0,0
g_Austintatiousvirus,0,1,0,0,0,0,0,0
g_Bongovirus,0,1,0,0,0,0,0,0
g_Corndogvirus,0,0,0,1,0,0,0,0
Cellulophaga phage phi10:1,0,0,0,1,1,0,0,0
Salmonella phage 64795_sal3,0,0,0,0,0,0,1,0
Ignicoccus islandicus,0,0,0,0,1,0,0,0
Staphylothermus hellenicus,0,1,0,0,0,0,0,0
Acidianus brierleyi,0,1,0,0,0,0,0,0
Sulfurisphaera tokodaii,0,1,0,0,0,0,0,0
Caldivirga maquilingensis,0,0,1,0,0,1,2,0
Vulcanisaeta moutnovskia,0,0,0,0,0,1,0,0
Archaeoglobus sulfaticallidus,0,1,0,0,0,0,2,1
Halapricum salinum,0,1,0,0,0,0,0,0
Haloarcula marismortui,1,0,0,0,1,0,0,0
Haloarcula sp. JP-L23,0,0,0,0,0,0,1,0
Halosimplex pelagicum,0,0,0,0,1,0,0,0
Natronomonas pharaonis,0,1,0,0,0,0,0,0
Haloferax gibbonsii,0,0,1,0,0,0,0,0
Haloferax volcanii,0,1,4,1,1,1,3,2
Haloquadratum walsbyi,1,1,1,0,0,0,0,0
Halobonum sp. NJ-3-1,0,0,0,0,0,0,1,0
Halorubrum sp. PV6,0,0,0,1,0,0,0,0
Halopiger xanaduensis,0,0,0,0,4,0,0,0
Natrialba magadii,0,0,1,0,0,0,1,0
Natrinema sp. YPL30,0,0,0,0,1,1,0,1
Natronobacterium gregoryi,0,1,0,0,0,0,0,0
Methanobacterium congolense,0,1,0,0,0,0,0,0
Methanobacterium lacus,0,0,4,1,0,1,1,0
Methanobacterium sp. MZ-A1,0,1,0,0,0,0,0,0
Methanobacterium subterraneum,0,1,1,0,0,0,1,0
Methanobrevibacter millerae,0,0,0,1,0,0,0,1
Methanobrevibacter olleyae,0,2,0,0,0,0,0,0
Methanobrevibacter ruminantium,2,0,0,1,0,1,0,3
Methanobrevibacter smithii,522,685,265,422,0,0,0,0
Methanobrevibacter sp. AbM4,0,0,0,1,0,0,0,0
Methanobrevibacter sp. YE315,0,0,1,1,0,0,0,0
Methanosphaera sp. BMS,0,1,0,0,1,1,0,0
Methanosphaera stadtmanae,0,0,0,0,1,0,0,0
Methanocaldococcus sp. FS406-22,1,0,0,0,0,0,0,0
Methanocaldococcus vulcanius,0,0,0,0,0,0,1,0
Methanococcus maripaludis,0,0,0,0,1,0,0,0
Methanococcus vannielii,0,2,0,0,0,0,0,0
Methanococcus voltae,0,1,4,0,0,2,1,0
Methanocorpusculum labreanum,1,0,3,1,0,1,2,3
Methanoculleus marisnigri,0,0,0,0,1,0,1,0
Methanolacinia petrolearia,0,0,1,2,0,2,4,0
Methanoplanus limicola,0,0,0,0,0,2,0,2
Methanoregula boonei,0,0,4,0,0,0,0,0
Methanospirillum hungatei,0,1,0,0,0,0,0,0
Methanococcoides burtonii,1,0,0,0,1,1,0,0
Methanococcoides methylutens,0,1,0,0,2,0,0,0
Methanohalobium evestigatum,0,0,0,1,0,0,0,0
Methanohalophilus halophilus,0,0,0,1,0,0,0,0
Methanolobus zinderi,0,0,1,0,0,0,0,0
Methanomethylovorans hollandica,0,1,1,0,0,0,0,1
Methanosalsum zhilinae,0,0,1,0,0,0,0,0
Methanosarcina barkeri,1,0,1,0,0,0,0,0
Methanosarcina flavescens,0,0,0,1,0,0,0,0
Methanosarcina lacustris,0,0,0,1,0,0,0,0
Methanosarcina mazei,0,0,1,0,0,0,0,0
Methanosarcina siciliae,0,0,2,0,0,2,2,0
Methanosarcina sp. Kolksee,0,1,0,0,0,0,0,0
Methanosarcina sp. MTP4,0,0,2,0,0,0,2,2
Methanosarcina thermophila,1,0,0,0,0,0,0,0
Pyrococcus abyssi,0,0,0,0,0,0,1,0
Thermococcus barophilus,1,0,0,0,0,1,0,1
Thermococcus gammatolerans,0,0,0,0,0,1,1,1
Thermococcus gorgonarius,0,1,0,0,0,0,0,0
Thermococcus guaymasensis,0,0,1,0,0,0,0,0
Thermococcus paralvinellae,0,0,0,1,0,0,0,0
Thermococcus thioreducens,1,0,0,0,0,0,0,0
Methanomethylophilus alvi,1,0,0,0,0,0,0,0
Candidatus Nitrososphaera gargensis,1,0,0,0,0,0,0,0
Acidisarcina polymorpha,0,1,1,0,0,0,0,1
Acidobacterium capsulatum,0,1,0,0,0,1,0,1
Edaphobacter sp. 12200R-103,0,0,0,0,0,0,1,0
Granulicella mallensis,0,0,1,0,0,0,0,0
Granulicella sp. 5B5,0,1,0,0,0,0,0,0
Granulicella sp. WH15,0,0,0,0,2,4,1,0
Granulicella tundricola,0,1,0,0,0,0,0,0
Terriglobus albidus,1,0,1,0,0,0,0,0
Terriglobus roseus,0,1,0,0,0,0,0,0
Candidatus Solibacter usitatus,0,1,1,0,0,0,0,0
Actinobaculum sp. 313,0,0,0,1,0,0,0,0
Actinomyces pacaensis,0,0,0,0,0,1,1,2
Actinomyces sp. 2129,0,0,0,1,0,0,0,0
Actinomyces sp. 432,0,0,0,1,0,0,0,0
Actinomyces sp. dk561,0,0,1,0,1,0,0,1
Actinomyces sp. oral taxon 414,0,0,0,0,0,0,1,0
Actinotignum schaalii,0,0,1,0,0,0,3,2
Arcanobacterium phocae,0,1,0,0,0,0,0,0
Arcanobacterium sp. 2701,1,0,0,0,0,0,0,0
Flaviflexus sp. dk850,0,1,1,0,0,0,3,0
Mobiluncus curtisii,1,0,1,0,0,0,0,0
Schaalia cardiffensis,1,0,0,0,0,0,0,1
Schaalia odontolytica,2,2,0,0,1,1,1,1
Schaalia sp. JY-X169,1,0,1,1,0,0,0,0
Trueperella pyogenes,0,0,0,1,0,0,0,0
Bifidobacterium adolescentis,571,1076,1180,1880,5827,4075,2717,2450
Bifidobacterium angulatum,562,136,58,192,1,1,3,1
Bifidobacterium animalis,546,99,38,144,0,0,0,0
Bifidobacterium asteroides,0,0,0,2,1,1,1,0
Bifidobacterium bifidum,597,418,153,264,3,0,1,0
Bifidobacterium breve,3,6,2,1,0,2,1,2
Bifidobacterium catenulatum,545,172,67,242,4,1,3,1
Bifidobacterium dentium,0,2,0,1,0,0,0,0
Bifidobacterium longum,643,1982,763,1226,1,1,0,0
Bifidobacterium pseudocatenulatum,578,347,137,211,1,1,0,0
Bifidobacterium pseudolongum,1,0,0,0,0,0,0,0
Bifidobacterium scardovii,1,1,1,0,0,0,0,0
Bifidobacterium thermophilum,1,2,2,0,0,1,0,1
Gardnerella vaginalis,0,0,1,1,0,0,0,1
Candidatus Nanopelagicus limnes,1,0,0,0,0,0,0,0
Candidatus Planktophila lacus,1,0,0,0,0,0,0,0
Candidatus Planktophila versatilis,1,0,0,0,0,0,2,0
Catenulispora acidiphila,0,1,0,0,0,1,0,0
Corynebacterium ammoniagenes,0,0,0,2,0,1,0,0
Corynebacterium argentoratense,0,0,0,0,1,0,0,0
Corynebacterium callunae,0,1,0,0,0,0,0,0
Corynebacterium camporealensis,0,1,0,1,1,1,0,0
Corynebacterium crudilactis,0,0,1,0,0,0,0,0
Corynebacterium diphtheriae,0,0,1,0,0,0,0,0
Corynebacterium efficiens,0,1,0,0,0,0,0,0
Corynebacterium endometrii,0,0,5,0,3,0,2,2
Corynebacterium flavescens,0,2,3,0,0,0,1,0
Corynebacterium genitalium,0,0,0,0,0,1,0,0
Corynebacterium glaucum,0,0,2,0,0,0,0,1
Corynebacterium glutamicum,0,0,1,0,1,0,2,1
Corynebacterium glyciniphilum,0,0,0,0,3,0,1,0
Corynebacterium humireducens,0,0,0,0,0,1,0,0
Corynebacterium jeikeium,0,0,1,0,0,1,1,0
Corynebacterium kroppenstedtii,0,1,0,0,0,0,0,0
Corynebacterium matruchotii,1,0,0,0,0,0,0,0
Corynebacterium nuruki,1,1,0,0,1,0,0,0
Corynebacterium pseudotuberculosis,0,0,1,0,0,0,1,0
Corynebacterium sanguinis,0,0,1,0,1,0,0,0
Corynebacterium segmentosum,0,0,0,0,3,3,0,0
Corynebacterium sp. 2039,0,0,0,1,0,0,0,0
Corynebacterium sp. 2183,0,1,7,0,0,1,4,1
Corynebacterium sp. 2184,0,0,0,1,0,0,1,0
Corynebacterium sp. ATCC 6931,0,0,0,0,0,1,1,0
Corynebacterium sp. LMM-1652,0,0,0,1,0,0,0,0
Corynebacterium sp. NML98-0116,0,2,0,0,0,0,0,0
Corynebacterium sp. sy039,0,0,0,0,0,1,0,0
Corynebacterium sphenisci,0,0,0,1,0,0,0,0
Corynebacterium striatum,0,0,0,0,2,1,0,0
Corynebacterium testudinoris,0,0,0,0,1,0,0,1
Corynebacterium ulcerans,0,2,1,0,1,2,2,2
Dietzia timorensis,1,0,0,0,0,0,0,0
Gordonia insulae,1,0,0,0,1,0,0,0
Gordonia sp. 1D,0,0,6,1,0,2,4,1
Gordonia sp. HY186,0,0,0,0,1,0,0,0
Gordonia sp. YC-JH1,1,0,0,0,0,0,0,0
Gordonia terrae,0,0,1,0,0,0,0,0
Mycobacterium chimaera,0,0,0,0,1,0,0,0
Mycobacterium cookii,0,0,0,0,0,1,0,0
Mycobacterium gallinarum,0,0,0,0,1,1,0,0
Mycobacterium gordonae,0,0,0,0,0,0,1,0
Mycobacterium grossiae,0,0,1,0,0,0,1,1
Mycobacterium haemophilum,0,0,0,0,0,0,4,1
Mycobacterium intracellulare,0,0,0,0,0,0,1,0
Mycobacterium kansasii,2,0,0,0,0,0,0,0
Mycobacterium leprae,0,0,0,0,1,0,0,0
Mycobacterium mantenii,0,0,5,1,0,3,3,5
Mycobacterium marinum,1,0,0,0,0,0,0,0
Mycobacterium paraseoulense,0,0,2,0,0,1,2,1
Mycobacterium saskatchewanense,0,2,0,0,0,0,2,0
Mycobacterium sp. EPa45,1,1,0,0,0,0,0,0
Mycobacterium sp. PYR15,0,1,0,0,0,0,0,0
Mycobacteroides abscessus,1,0,0,0,0,1,1,0
Mycobacteroides salmoniphilum,0,1,0,0,0,0,0,0
Mycobacteroides saopaulense,0,0,2,0,1,0,0,0
Mycolicibacter hiberniae,1,0,0,0,0,0,0,0
Mycolicibacter sinensis,0,0,1,0,0,0,0,0
Mycolicibacterium arabiense,0,1,0,1,0,0,0,0
Mycolicibacterium aurum,2,0,0,0,0,0,0,0
Mycolicibacterium boenickei,0,0,1,0,0,0,0,0
Mycolicibacterium confluentis,1,0,3,0,0,0,2,0
Mycolicibacterium fallax,0,0,0,1,2,0,0,2
Mycolicibacterium fortuitum,0,0,2,0,0,0,3,0
Mycolicibacterium gadium,1,0,0,0,0,0,0,0
Mycolicibacterium helvum,0,1,0,0,2,0,1,2
Mycolicibacterium litorale,1,0,0,0,0,0,0,0
Mycolicibacterium mageritense,0,1,0,0,0,0,0,0
Mycolicibacterium moriokaense,1,0,0,1,0,0,0,0
Mycolicibacterium pulveris,0,0,1,0,0,0,0,0
Mycolicibacterium rutilum,0,0,0,1,0,1,0,1
Mycolicibacterium sediminis,1,0,0,0,0,0,0,0
Mycolicibacterium thermoresistibile,0,1,0,0,0,0,0,0
Mycolicibacterium vaccae,0,0,0,1,0,0,0,0
Nocardia arthritidis,0,0,1,0,0,0,0,0
Nocardia asteroides,0,0,0,0,0,1,0,0
Nocardia brasiliensis,0,1,0,0,0,0,0,0
Nocardia mangyaensis,0,1,0,1,1,0,0,1
Nocardia nova,0,1,0,0,0,0,0,0
Nocardia otitidiscaviarum,1,0,0,0,0,0,0,0
Nocardia seriolae,0,0,1,0,1,0,1,1
Nocardia sp. CFHS0054,1,0,0,0,0,1,0,0
Nocardia sp. WCH-YHL-001,1,0,0,0,0,0,0,0
Nocardia terpenica,0,1,0,0,0,0,0,0
Rhodococcoides fascians,0,0,0,1,0,0,0,0
Prescottella equi,0,0,2,0,0,1,2,0
Rhodococcus sp. PBTS 1,0,0,0,0,0,0,0,1
Rhodococcus sp. WAY2,0,0,0,0,0,0,0,1
Rhodococcus sp. WMMA185,0,0,1,0,0,0,0,0
Tsukamurella paurometabola,0,0,0,1,0,0,1,0
Candidatus Frankia datiscae,1,0,0,0,0,0,0,0
Frankia sp. EAN1pec,0,0,0,0,0,0,1,0
Jatrophihabitans sp. GAS493,1,0,0,0,0,0,1,0
Jiangella alkaliphila,1,0,0,0,0,0,0,0
Miniimonas sp. S16,0,0,0,0,0,1,0,0
Brevibacterium aurantiacum,0,1,0,0,0,0,0,0
Brevibacterium linens,0,0,2,0,0,3,1,1
Brevibacterium luteolum,1,1,3,1,0,1,5,0
Brevibacterium sp. o2,0,1,0,1,0,0,0,0
Brevibacterium sp. WO024,0,0,0,1,0,0,0,0
Brevibacterium sp. YB235,1,0,0,0,0,0,0,0
Cellulomonas sp. JZ18,0,0,2,0,0,0,0,0
Cellulomonas sp. Y8,0,0,0,1,0,0,0,0
Pseudactinotalea sp. HY158,0,1,0,0,0,1,0,0
Brachybacterium avium,0,0,1,0,0,0,0,0
Dermabacter jinjuensis,0,0,2,0,0,2,2,1
Luteipulveratus mongoliensis,0,1,1,1,0,1,2,3
Mobilicoccus sp. NJES-13,0,1,0,0,0,0,0,0
Janibacter limosus,1,0,0,0,0,1,0,0
Janibacter melonis,0,0,0,0,1,1,0,0
Ornithinimicrobium sp. H23M54,0,0,2,0,3,1,1,1
Ornithinimicrobium sp. HY006,0,1,0,0,0,0,0,0
Phycicoccus dokdonensis,0,0,0,0,1,0,1,0
Serinicoccus chungangensis,0,0,0,0,2,0,0,0
Serinicoccus profundi,0,0,0,0,1,0,0,0
Agrococcus carbonis,0,0,0,1,0,0,0,0
Agrococcus jejuensis,0,0,0,0,1,0,0,0
Agromyces flavus,1,1,0,0,0,0,1,0
Agromyces sp. HY052,0,0,0,0,1,0,0,0
Agromyces sp. MF30-A,0,0,0,0,1,1,0,1
Candidatus Aquiluna sp. 15G-AUS-rot,0,0,0,1,1,0,1,0
Candidatus Aquiluna sp. UB-MaderosW2red,0,0,0,0,0,0,1,0
Curtobacterium sp. csp3,1,0,0,0,0,0,0,0
Curtobacterium sp. MR_MD2014,0,0,0,1,0,0,0,0
Diaminobutyricimonas sp. LJ205,0,0,0,1,0,0,0,0
Leifsonia xyli,0,0,0,0,1,0,1,0
Microbacterium amylolyticum,1,0,0,0,0,0,0,0
Microbacterium chocolatum,0,0,0,0,0,0,2,1
Microbacterium foliorum,0,2,0,0,0,0,0,0
Microbacterium hominis,1,0,0,0,0,0,0,0
Microbacterium oleivorans,0,0,0,1,1,0,3,0
Microbacterium sp. 1S1,1,0,0,0,0,0,0,1
Microbacterium sp. No. 7,0,0,0,1,1,0,0,0
Microbacterium sp. PAMC 28756,0,0,0,1,0,0,0,0
Plantibacter flavus,1,0,0,0,0,0,0,0
Pontimonas salivibrio,0,0,0,0,1,0,0,0
Rathayibacter rathayi,0,1,0,0,0,0,0,0
Rathayibacter sp. VKM Ac-2759,0,0,0,0,0,0,1,0
Candidatus Rhodoluna planktonica,1,0,1,0,0,0,0,0
Rhodoluna lacicola,1,0,0,0,0,0,0,0
Arthrobacter alpinus,1,0,1,0,0,0,0,0
Arthrobacter citreus,1,3,4,0,1,2,4,4
Crystallibacter crystallopoietes,1,1,0,0,0,2,1,0
Arthrobacter sp. 24S4-2,0,0,0,1,0,0,1,0
Arthrobacter sp. ERGS1:01,0,0,1,0,0,0,0,0
Arthrobacter sp. FB24,1,0,0,0,0,0,0,0
Arthrobacter sp. KBS0702,0,1,0,0,0,0,0,0
Arthrobacter sp. QXT-31,0,0,1,0,0,0,0,0
Arthrobacter sp. YN,0,0,0,1,1,2,0,0
Auritidibacter sp. NML130574,1,0,0,1,1,0,0,0
Glutamicibacter creatinolyticus,0,1,1,0,0,0,1,2
Glutamicibacter halophytocola,0,1,0,0,0,0,0,0
Kocuria sp. TGY1127_2,0,0,0,2,0,1,0,1
Nesterenkonia sp. NBAIMH1,0,0,0,2,2,0,0,0
Pseudarthrobacter chlorophenolicus,1,0,0,0,1,0,0,0
Pseudarthrobacter equi,0,1,0,0,1,1,0,0
Pseudarthrobacter phenanthrenivorans,0,2,0,0,0,0,0,0
Pseudarthrobacter sp. NBSH8,0,0,0,1,0,0,0,0
Pseudarthrobacter sp. YJ56,0,1,1,2,0,1,0,1
Rothia dentocariosa,0,0,1,0,0,0,0,0
Rothia mucilaginosa,0,0,0,2,0,0,0,0
Sinomonas atrocyanea,1,0,0,0,0,0,0,0
Xylanimonas allomyrinae,0,0,0,1,0,0,0,0
Xylanimonas cellulosilytica,1,0,0,0,0,0,0,0
Actinoplanes derwentensis,2,0,3,0,0,1,2,2
Actinoplanes friuliensis,1,0,0,0,0,1,0,1
Actinoplanes sp. N902-109,0,0,0,0,0,0,0,1
Actinoplanes sp. OR16,1,0,1,0,0,0,0,0
Micromonospora auratinigra,0,0,1,1,0,0,0,0
Micromonospora chokoriensis,0,0,1,0,0,0,0,0
Micromonospora coriariae,1,0,0,0,0,0,0,0
Micromonospora coxensis,0,1,0,0,1,0,0,0
Micromonospora echinaurantiaca,0,0,2,0,1,2,3,0
Micromonospora echinospora,0,1,0,1,0,0,0,0
Micromonospora narathiwatensis,0,0,0,1,0,0,0,0
Micromonospora purpureochromogenes,0,0,0,0,1,0,0,0
Micromonospora siamensis,0,0,0,0,0,1,0,0
Micromonospora sp. 28ISP2-46,1,0,1,0,0,0,1,1
Micromonospora terminaliae,0,1,0,0,0,0,0,0
Micromonospora tulbaghiae,0,0,0,0,0,1,0,0
Phytohabitans flavus,1,0,0,0,0,0,0,0
Verrucosispora sp. NA02020,0,0,0,0,0,0,1,0
Nakamurella multipartita,0,0,1,0,1,1,0,0
Nakamurella sp. s14-144,0,0,0,1,0,0,0,0
Aeromicrobium choanae,0,0,0,0,0,0,0,1
Marmoricola scoriae,0,0,0,0,0,0,0,1
Micropruina glycogenica,0,0,0,0,0,2,1,0
Nocardioides baekrokdamisoli,0,1,0,0,0,0,0,0
Nocardioides marinisabuli,1,0,0,0,0,0,0,0
Nocardioides sp. 603,0,0,0,1,0,0,0,0
Nocardioides sp. HDW12A,0,0,0,0,1,0,0,0
Nocardioides sp. HDW12B,1,0,0,0,0,0,0,0
Nocardioides sp. HY056,0,0,1,0,1,1,2,0
Nocardioides sp. KUDC 5002,0,0,3,0,3,2,1,0
Nocardioides sp. R-3366,0,0,2,0,0,0,0,0
Nocardioides sp. S-1144,0,0,0,0,0,2,0,0
Nocardioides sp. zg-579,0,0,0,1,0,0,0,0
Nocardioides ungokensis,0,0,1,0,0,0,0,0
Pimelobacter simplex,1,0,0,0,0,0,0,0
Acidipropionibacterium virtanenii,1,0,0,0,1,0,0,0
Auraticoccus monumenti,0,0,2,0,0,0,0,1
Cutibacterium acnes,0,0,0,1,0,0,1,0
Cutibacterium avidum,0,0,1,0,1,1,1,3
Microlunatus soli,0,0,0,2,0,0,0,0
Propionibacterium australiense,1,0,0,0,0,0,0,0
