species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Corynebacterium testudinoris,3,0,3,0,8,0,4,2
Corynebacterium timonense,2,0,0,1,0,0,0,0
Corynebacterium ulcerans,3,5,13,7,11,15,19,12
Corynebacterium urealyticum,1,0,0,0,0,0,0,0
Corynebacterium ureicelerivorans,0,1,0,0,4,2,1,2
Corynebacterium uterequi,5,0,0,0,0,0,0,0
Corynebacterium vitaeruminis,3,2,4,6,8,4,2,5
Corynebacterium xerosis,0,1,1,1,0,0,0,0
Dietzia psychralcaliphila,2,0,1,5,2,1,2,0
Dietzia sp. oral taxon 368,0,1,0,0,0,0,0,0
Dietzia timorensis,2,1,0,1,0,0,0,0
Gordonia alkanivorans,1,2,1,0,0,0,0,0
Gordonia bronchialis,0,0,0,1,0,0,0,0
Gordonia insulae,2,1,1,1,3,1,0,0
Gordonia iterans,2,0,0,1,0,0,0,0
Gordonia polyisoprenivorans,0,1,0,0,0,0,0,0
Gordonia rubripertincta,3,0,0,1,0,0,0,0
Gordonia sp. 1D,2,7,50,5,10,24,43,20
Gordonia sp. HY186,1,2,0,2,3,2,0,4
Gordonia sp. JH63,1,1,0,1,0,0,0,0
Gordonia sp. KTR9,0,2,1,0,0,0,0,0
Gordonia sp. YC-JH1,4,0,0,0,0,0,0,0
Gordonia terrae,2,2,1,1,2,1,2,1
Hoyosella subflava,0,1,0,2,1,1,0,0
Mycobacterium basiliense,1,3,1,1,0,0,0,0
Mycobacterium branderi,1,0,0,0,0,0,0,0
Mycobacterium chimaera,0,0,0,0,4,0,1,1
Mycobacterium colombiense,0,1,1,1,0,0,0,0
Mycobacterium conspicuum,1,1,1,1,4,1,1,0
Mycobacterium cookii,1,0,1,1,2,4,0,0
Mycobacterium dioxanotrophicus,2,1,0,0,0,0,0,0
Mycobacterium gallinarum,1,1,1,2,5,2,1,0
Mycobacterium gordonae,2,1,0,2,2,2,1,0
Mycobacterium grossiae,1,0,11,2,2,7,13,4
Mycobacterium haemophilum,4,1,17,4,5,6,16,5
Mycobacterium heidelbergense,0,0,0,1,0,0,0,0
Mycobacterium intracellulare,0,0,2,0,2,2,2,1
Mycobacterium kansasii,3,4,0,3,0,0,0,0
Mycobacterium lacus,0,0,0,0,9,0,1,0
Mycobacterium leprae,2,1,0,1,5,0,1,0
Mycobacterium mantenii,0,2,17,4,5,9,18,11
Mycobacterium marinum,1,0,0,1,0,0,0,0
Mycobacterium noviomagense,0,1,0,2,0,0,0,0
Mycobacterium paraseoulense,1,1,17,1,3,8,18,8
Mycobacterium saskatchewanense,5,5,21,2,8,8,11,15
Mycobacterium shigaense,4,2,0,3,0,0,0,0
Mycobacterium simiae,4,2,1,1,0,0,0,0
Mycobacterium sp. DL440,1,1,0,0,0,0,0,0
Mycobacterium sp. DL592,3,5,2,2,2,3,0,0
Mycobacterium sp. DL90,0,0,1,0,0,0,0,0
Mycobacterium sp. ELW1,0,1,0,1,0,0,0,0
Mycobacterium sp. EPa45,2,3,1,0,0,0,0,0
Mycobacterium sp. JS623,1,0,2,0,1,0,2,1
Mycobacterium sp. MS1601,0,1,0,0,0,0,0,0
Mycobacterium sp. PYR15,0,2,0,2,3,1,1,2
Mycobacterium sp. YC-RL4,2,1,0,0,0,0,0,0
Mycobacterium ulcerans,1,1,0,0,0,0,0,0
Mycobacterium xenopi,2,0,0,0,0,0,0,0
Mycobacteroides abscessus,3,2,1,2,10,2,5,2
Mycobacteroides immunogenum,0,1,1,1,0,0,0,0
Mycobacteroides salmoniphilum,0,1,0,0,0,0,0,0
Mycobacteroides saopaulense,0,2,9,0,2,3,10,2
Mycolicibacillus koreensis,0,1,0,0,0,0,0,0
Mycolicibacter hiberniae,3,0,0,0,0,0,0,0
Mycolicibacter sinensis,3,3,1,1,0,0,0,0
Mycolicibacter terrae,0,2,0,0,0,0,0,0
Mycolicibacterium aichiense,2,0,0,1,0,0,0,0
Mycolicibacterium alvei,2,0,0,1,0,0,0,0
Mycolicibacterium arabiense,2,3,0,2,0,0,2,2
Mycolicibacterium aurum,5,2,0,0,1,0,1,0
Mycolicibacterium boenickei,1,0,1,0,0,0,0,0
Mycolicibacterium celeriflavum,0,0,0,1,0,0,0,0
Mycolicibacterium chitae,1,3,0,0,0,0,0,0
Mycolicibacterium chubuense,0,1,1,1,5,2,0,2
Mycolicibacterium confluentis,3,2,10,2,4,9,7,6
Mycolicibacterium fallax,1,1,1,1,5,2,1,5
Mycolicibacterium fortuitum,0,1,14,4,4,7,11,7
Mycolicibacterium frederiksbergense,1,2,1,0,0,0,0,0
Mycolicibacterium gadium,1,0,0,0,0,0,0,0
Mycolicibacterium gilvum,1,0,2,2,4,2,1,1
Mycolicibacterium goodii,1,2,0,1,0,0,0,0
Mycolicibacterium helvum,3,1,1,3,11,6,5,12
Mycolicibacterium insubricum,0,1,0,0,0,0,0,0
Mycolicibacterium litorale,5,0,1,1,0,0,0,0
Mycolicibacterium madagascariense,1,0,0,1,0,0,0,0
Mycolicibacterium mageritense,3,4,0,2,0,0,0,0
Mycolicibacterium moriokaense,4,0,0,2,0,0,0,0
Mycolicibacterium parafortuitum,0,1,0,0,0,0,0,0
Mycolicibacterium phlei,3,1,0,0,0,0,0,0
Mycolicibacterium psychrotolerans,1,0,0,0,0,0,0,0
Mycolicibacterium pulveris,1,2,1,1,2,0,1,0
Mycolicibacterium rhodesiae,2,0,2,1,11,3,2,1
Mycolicibacterium rutilum,0,2,0,2,2,2,2,2
Mycolicibacterium sediminis,1,2,1,1,0,0,0,0
Mycolicibacterium smegmatis,2,1,0,0,0,0,0,0
Mycolicibacterium thermoresistibile,0,2,0,0,0,0,0,0
Mycolicibacterium tokaiense,0,0,0,1,0,0,0,0
Mycolicibacterium vaccae,1,2,0,2,0,0,0,0
Mycolicibacterium vanbaalenii,3,0,0,1,2,2,0,0
Nocardia arthritidis,0,1,1,2,0,0,0,0
Nocardia asteroides,1,1,0,0,0,1,0,0
Nocardia brasiliensis,3,4,4,5,8,3,1,1
Nocardia cyriacigeorgica,2,1,1,3,0,0,0,0
Nocardia farcinica,1,3,1,1,0,0,0,0
Nocardia mangyaensis,4,2,1,3,5,4,0,4
Nocardia nova,2,5,3,1,0,1,0,0
Nocardia otitidiscaviarum,4,3,2,1,3,1,3,1
Nocardia seriolae,1,3,18,4,3,8,19,5
Nocardia sp. CFHS0054,3,1,1,1,5,2,0,1
Nocardia sp. CS682,2,0,0,1,0,0,0,0
Nocardia sp. WCH-YHL-001,2,1,0,2,7,0,0,1
Nocardia terpenica,0,2,0,2,5,2,1,4
Rhodococcus coprophilus,2,1,6,0,3,2,5,2
Rhodococcoides fascians,4,0,0,1,0,0,0,0
Prescottella equi,3,1,17,6,1,7,21,7
Rhodococcus opacus,0,0,0,1,0,0,0,0
Rhodococcus jostii,1,0,0,0,0,0,0,0
Rhodococcus opacus,3,2,1,1,0,0,0,0
Rhodococcus pyridinivorans,0,1,0,0,0,0,0,0
Rhodococcus sp. 2G,0,0,1,0,0,0,0,0
Rhodococcus sp. ABRD24,1,2,0,1,0,0,0,0
Rhodococcus sp. B7740,0,0,0,1,0,0,0,0
Rhodococcus sp. MTM3W5.2,2,2,0,0,0,0,0,0
Rhodococcus sp. P1Y,0,1,0,0,0,0,0,0
Rhodococcus sp. p52,1,0,0,0,0,0,0,0
Rhodococcus sp. PBTS 1,2,0,1,2,2,3,2,3
Rhodococcus sp. S2-17,1,0,0,0,0,0,0,0
Rhodococcus sp. W8901,0,0,2,2,2,1,0,1
Rhodococcus sp. WAY2,2,0,1,1,2,2,1,1
Rhodococcus sp. WMMA185,1,1,17,2,2,4,15,7
Rhodococcus sp. X156,1,2,1,0,0,2,1,0
Rhodococcus triatomae,0,1,0,0,0,0,0,0
Segniliparus rotundus,1,1,0,0,0,0,0,0
Tsukamurella paurometabola,1,2,1,2,2,2,1,0
Tsukamurella tyrosinosolvens,3,0,0,1,0,0,0,0
Candidatus Frankia datiscae,2,0,0,1,3,1,0,0
Frankia alni,0,1,1,2,2,3,1,1
Frankia casuarinae,1,1,1,0,0,0,0,0
Frankia inefficax,1,0,0,0,0,0,0,0
Frankia sp. EAN1pec,1,2,2,2,7,5,4,3
Frankia sp. QA3,4,1,0,1,0,0,0,0
Jatrophihabitans sp. GAS493,3,2,1,2,4,5,4,6
Blastococcus saxobsidens,2,0,2,1,0,1,1,3
Geodermatophilus obscurus,1,3,0,0,5,5,1,7
Stackebrandtia nassauensis,1,1,0,1,0,0,0,0
Jiangella alkaliphila,2,0,0,0,0,0,0,0
Jiangella sp. DSM 45060,0,0,0,1,0,0,0,0
Kineococcus radiotolerans,1,2,1,0,0,0,0,0
Beutenbergia cavernae,1,1,0,0,0,0,0,0
Miniimonas sp. S16,1,1,0,1,4,3,1,1
Georgenia sp. Z294,1,0,0,0,1,0,0,1
Georgenia sp. Z443,1,0,0,0,0,0,0,0
Georgenia sp. ZLJ0423,1,0,0,1,0,0,0,0
Brevibacterium aurantiacum,0,3,0,4,1,2,0,1
Brevibacterium linens,1,1,20,5,9,10,14,10
Brevibacterium luteolum,4,1,21,7,3,9,24,6
Brevibacterium sandarakinum,1,2,0,0,0,0,0,0
Brevibacterium sp. CS2,2,3,0,1,0,0,0,0
Brevibacterium sp. Marine,1,0,0,0,0,0,0,0
Brevibacterium sp. o2,1,2,1,2,0,0,0,0
Brevibacterium sp. WO024,0,0,0,3,0,0,1,0
Brevibacterium sp. YB235,2,2,0,1,7,2,1,1
Actinotalea sp. JY-7876,1,0,0,0,0,0,0,0
Cellulomonas fimi,1,1,0,0,0,0,0,0
Cellulomonas flavigena,4,4,0,2,1,1,1,1
Cellulomonas gilvus,1,0,0,1,1,1,0,0
Cellulomonas shaoxiangyii,1,0,0,0,0,0,0,0
Cellulomonas sp. 40-2,2,0,0,1,0,0,0,0
Cellulomonas sp. H30R-01,0,0,0,2,0,0,0,0
Cellulomonas sp. JZ18,2,1,3,1,2,3,2,1
Cellulomonas sp. PSBB021,1,0,0,0,0,0,0,0
Cellulomonas sp. Y8,1,2,0,3,6,1,0,2
Oerskovia sp. KBS0722,0,1,0,1,0,0,0,0
Paraoerskovia marina,0,2,1,2,0,0,0,0
Pseudactinotalea sp. HY158,2,1,2,2,3,1,1,0
Brachybacterium avium,0,0,1,0,0,1,0,0
Brachybacterium faecium,0,0,1,1,0,0,0,0
Brachybacterium ginsengisoli,1,0,0,0,0,0,0,0
Brachybacterium saurashtrense,1,1,0,0,2,0,1,1
Dermabacter jinjuensis,3,2,29,4,2,9,33,20
Dermabacter vaginalis,0,1,0,0,0,0,0,0
Dermacoccus nishinomiyaensis,1,0,0,0,0,0,0,0
Luteipulveratus mongoliensis,2,6,10,4,1,8,11,11
Austwickia chelonae,0,1,0,0,0,0,0,0
Dermatophilus congolensis,1,0,0,0,0,0,0,0
Mobilicoccus sp. NJES-13,0,2,0,0,0,0,0,0
Arsenicicoccus sp. oral taxon 190,1,1,0,1,0,0,0,0
Intrasporangium calvum,0,0,0,1,0,0,0,0
Janibacter indicus,0,1,2,1,5,2,4,2
Janibacter limosus,1,0,1,1,2,3,1,1
Janibacter melonis,1,0,0,1,1,2,0,0
Janibacter sp. YB324,0,0,0,1,0,0,0,0
Ornithinimicrobium sp. AMA3305,2,1,1,0,0,0,0,0
Ornithinimicrobium sp. H23M54,0,1,12,3,4,6,15,6
Ornithinimicrobium sp. HY006,0,2,0,0,2,2,2,0
Phycicoccus dokdonensis,0,1,0,3,9,3,3,2
Serinicoccus chungangensis,1,1,1,2,5,5,1,1
Serinicoccus hydrothermalis,3,0,3,0,4,1,1,1
Serinicoccus profundi,0,0,0,0,1,2,0,0
Serinicoccus sp. W204,1,0,0,0,0,0,0,0
Tetrasphaera sp. HKS02,1,0,0,1,0,0,0,0
Jonesia denitrificans,0,1,2,1,0,0,0,0
Agrococcus carbonis,0,0,0,2,0,0,0,0
Agrococcus jejuensis,5,2,1,2,1,0,0,0
Agrococcus sp. SGAir0287,1,0,0,0,0,0,0,0
Agromyces aureus,3,0,0,0,0,0,0,0
Agromyces flavus,4,5,2,1,6,5,4,3
Agromyces protaetiae,0,0,0,1,0,1,1,1
Agromyces sp. HY052,0,2,0,1,7,1,1,0
Agromyces sp. KACC 19306,1,0,0,0,0,0,0,0
Agromyces sp. LHK192,0,0,0,1,0,0,0,0
Agromyces sp. MF30-A,0,0,11,2,3,6,16,5
Aurantimicrobium minutum,0,0,1,0,0,0,0,0
Aurantimicrobium sp. MWH-Mo1,0,0,0,1,0,0,0,0
Aurantimicrobium sp. MWH-Uga1,0,1,0,1,0,0,0,0
Candidatus Aquiluna sp. 15G-AUS-rot,3,2,3,5,8,5,3,2
Candidatus Aquiluna sp. UB-MaderosW2red,1,1,10,4,1,3,8,3
Clavibacter michiganensis,0,1,0,0,0,0,0,0
Cnuibacter physcomitrellae,1,0,0,0,0,0,0,0
Cryobacterium arcticum,1,1,0,0,0,0,0,0
Cryobacterium soli,3,3,0,0,0,0,0,0
Cryobacterium sp. LW097,1,2,0,0,0,0,0,0
Curtobacterium flaccumfaciens,1,0,0,0,0,0,0,0
Curtobacterium pusillum,0,0,1,1,7,3,4,4
Curtobacterium sp. BH-2-1-1,0,1,0,0,0,0,0,0
Curtobacterium sp. Csp2,0,1,1,0,4,2,2,3
Curtobacterium sp. csp3,2,0,0,1,0,0,0,0
Curtobacterium sp. MR_MD2014,0,0,0,2,0,0,0,0
Curtobacterium sp. SGAir0471,0,0,1,0,0,0,0,0
Diaminobutyricimonas sp. LJ205,1,0,0,3,2,4,1,0
Frondihabitans sp. 762G35,2,1,0,1,0,0,0,0
Frondihabitans sp. PAMC 28766,0,2,0,0,0,0,0,0
Glaciihabitans sp. INWT7,2,0,0,1,0,0,0,0
Gryllotalpicola protaetiae,1,0,0,0,0,0,0,0
Herbiconiux sp. SALV-R1,1,3,1,2,0,0,0,0
Humibacter sp. BT305,4,0,0,0,0,0,0,0
Humibacter sp. WJ7-1,3,0,2,1,0,0,0,0
Leifsonia shinshuensis,0,2,1,0,3,5,3,2
Leifsonia sp. 21MFCrub1.1,1,1,0,1,0,2,0,0
Leifsonia sp. PS1209,0,1,3,3,1,2,1,1
Leifsonia xyli,2,1,1,1,1,1,2,1
Leucobacter sp. DSM 101948,2,1,0,1,0,0,0,0
Leucobacter sp. HDW9B,1,0,0,0,0,0,0,0
Leucobacter sp. HDW9C,1,3,0,0,0,0,0,0
Leucobacter triazinivorans,1,0,0,0,0,0,0,0
Lysinimonas sp. KACC 19322,0,0,0,0,0,0,1,0
Marisediminicola antarctica,1,4,1,0,0,1,1,0
Microbacterium amylolyticum,2,2,0,1,0,0,0,0
Microbacterium aurum,0,1,0,1,0,0,0,0
Microbacterium chocolatum,1,2,16,1,3,7,21,5
Microbacterium endophyticum,0,1,0,1,0,0,0,0
Microbacterium esteraromaticum,1,0,0,0,0,0,0,0
Microbacterium foliorum,3,5,2,4,0,0,0,0
Microbacterium hominis,2,0,1,1,0,0,0,0
Microbacterium lemovicicum,2,0,1,0,0,0,0,0
Microbacterium oleivorans,1,1,15,6,12,6,19,5
Microbacterium oryzae,2,0,0,1,0,0,0,0
Microbacterium oxydans,0,2,0,0,0,4,0,0
Microbacterium protaetiae,1,2,0,0,0,0,0,0
Microbacterium pygmaeum,1,1,0,1,0,0,0,0
Microbacterium sediminis,1,1,1,1,2,1,1,0
Microbacterium sp. 1S1,1,0,1,0,1,0,1,1
Microbacterium sp. 4R-513,2,0,0,0,0,0,0,0
Microbacterium sp. ABRD_28,0,0,0,0,3,1,0,0
Microbacterium sp. BH-3-3-3,0,2,0,1,0,0,0,0
Microbacterium sp. CBA3102,1,1,0,0,0,0,0,0
Microbacterium sp. CGR1,1,0,0,0,0,0,0,0
Microbacterium sp. L-031,0,0,0,0,1,1,1,0
Microbacterium sp. LKL04,1,2,1,0,1,1,0,0
Microbacterium sp. No. 7,0,0,0,1,3,0,3,0
Microbacterium sp. PAMC 28756,2,1,1,2,1,4,1,1
Microbacterium sp. PM5,2,1,1,1,0,0,0,0
Microbacterium sp. Se63.02b,3,1,0,0,0,0,0,0
Microbacterium sp. SGAir0570,1,0,0,0,0,0,0,0
Microbacterium sp. str. China,0,0,1,0,0,0,0,0
Microbacterium sp. TPU 3598,3,1,2,2,0,0,0,0
Microbacterium sp. Y-01,1,0,1,0,0,0,0,0
Microbacterium testaceum,0,1,0,0,0,0,0,0
Microcella alkaliphila,1,2,0,0,0,0,0,0
Microterricola viridarii,1,0,0,1,0,0,0,0
Mycetocola sp. 449,0,1,0,1,0,0,0,0
Plantibacter flavus,1,2,1,0,0,0,0,0
Plantibacter sp. PA-3-X8,0,0,0,1,0,0,0,0
Pontimonas salivibrio,0,1,1,1,3,3,0,3
Protaetiibacter intestinalis,0,0,0,2,0,0,0,0
Rathayibacter festucae,0,0,0,1,0,0,0,0
Rathayibacter iranicus,0,1,1,0,0,0,0,0
Rathayibacter rathayi,1,1,0,0,0,0,0,0
Rathayibacter sp. VKM Ac-2759,0,1,1,1,4,2,2,0
Rathayibacter sp. VKM Ac-2760,0,1,0,0,0,0,0,0
Rathayibacter sp. VKM Ac-2801,1,2,0,0,0,0,0,0
Rathayibacter sp. VKM Ac-2804,0,1,0,0,0,1,0,1
Rathayibacter sp. VKM Ac-2805,0,0,1,1,6,1,1,3
Rathayibacter tanaceti,0,0,0,1,0,0,0,0
Rathayibacter toxicus,0,0,0,1,0,0,0,0
Rathayibacter tritici,1,1,0,1,0,0,0,0
Candidatus Rhodoluna planktonica,2,0,1,0,0,0,0,0
Rhodoluna lacicola,1,0,0,0,4,2,2,3
Rhodoluna limnophila,2,0,0,0,0,0,0,0
Salinibacterium sp. CGMCC 1.16371,1,0,0,0,0,0,0,0
Salinibacterium sp. UTAS2018,1,0,0,1,0,0,0,0
Arthrobacter alpinus,1,1,2,2,0,0,0,0
Arthrobacter citreus,7,9,42,13,8,20,38,18
Crystallibacter crystallopoietes,2,2,2,2,5,3,2,2
Arthrobacter dokdonellae,0,1,1,0,0,0,0,0
Arthrobacter sp. 24S4-2,1,0,0,1,1,4,3,1
Arthrobacter sp. AQ5-05,1,0,0,0,0,0,0,0
Arthrobacter sp. ERGS1:01,2,1,4,1,0,0,0,0
Arthrobacter sp. FB24,3,1,0,1,1,0,3,0
Arthrobacter sp. KBS0702,0,1,0,0,0,0,0,0
Arthrobacter sp. NEB 688,3,1,0,0,0,0,0,0
Arthrobacter sp. PAMC 25486,3,3,1,1,0,0,0,0
Arthrobacter sp. PAMC25564,1,0,1,0,0,0,0,0
Arthrobacter sp. PGP41,1,4,0,1,0,0,0,0
Arthrobacter sp. QXT-31,1,2,1,1,0,0,0,0
Arthrobacter sp. U41,2,0,0,1,0,0,0,0
Arthrobacter sp. UKPF54-2,0,1,1,0,0,0,0,0
Arthrobacter sp. YC-RL1,6,6,1,4,0,0,0,0
Arthrobacter sp. YN,1,1,1,5,5,3,0,2
Auritidibacter sp. NML130574,2,2,1,3,1,5,1,2
Glutamicibacter arilaitensis,5,3,2,2,0,0,0,0
Glutamicibacter creatinolyticus,0,2,15,2,2,7,19,6
Glutamicibacter halophytocola,2,5,0,0,0,0,0,0
Glutamicibacter mishrai,1,0,0,1,0,0,0,0
Kocuria flava,1,0,0,1,0,0,0,0
Kocuria palustris,0,2,0,2,0,0,0,0
Kocuria rosea,0,0,0,2,0,0,0,0
Kocuria sp. KD4,0,0,0,1,0,0,0,1
Kocuria sp. TGY1120_3,0,0,0,2,0,0,0,0
Kocuria sp. TGY1127_2,2,1,11,3,1,8,9,7
Kocuria turfanensis,1,3,0,2,0,0,0,0
Micrococcus luteus,1,0,0,1,0,0,0,0
Neomicrococcus aestuarii,0,3,0,2,0,0,0,0
Nesterenkonia sp. NBAIMH1,2,1,0,3,8,2,3,3
Pseudarthrobacter chlorophenolicus,2,1,1,2,5,1,1,2
Pseudarthrobacter equi,2,5,0,1,12,5,2,2
Pseudarthrobacter phenanthrenivorans,1,2,0,4,0,0,0,0
Pseudarthrobacter sp. NBSH8,1,1,0,2,0,0,0,0
Pseudarthrobacter sp. NIBRBAC000502771,1,0,0,1,0,0,0,0
Pseudarthrobacter sp. YJ56,0,4,20,5,0,5,16,7
Renibacterium salmoninarum,0,0,1,2,0,0,0,0
Rothia aeria,2,1,0,0,0,0,0,0
Rothia dentocariosa,0,0,7,0,4,2,6,2
Rothia mucilaginosa,6,2,1,7,4,1,2,4
Rothia nasimurium,0,1,0,1,0,0,0,0
Sinomonas atrocyanea,2,2,0,1,0,0,0,0
Cellulosimicrobium cellulans,2,0,0,0,0,0,0,0
Cellulosimicrobium sp. BI34T,1,0,0,1,0,0,0,0
Isoptericola dokdonensis,3,0,0,0,0,0,0,0
Xylanimicrobium sp. FW10M-9,1,0,1,1,0,0,0,0
Xylanimonas allomyrinae,3,2,3,2,0,0,0,0
Xylanimonas cellulosilytica,1,1,0,1,0,0,0,0
Haloactinobacterium sp. HY164,1,0,0,2,0,0,0,0
Ruania sp. HY168,1,0,0,0,0,0,0,0
Sanguibacter keddieii,2,1,0,0,0,0,0,0
Actinoplanes derwentensis,3,6,11,8,3,7,17,8
Actinoplanes friuliensis,3,2,0,2,2,2,0,3
Actinoplanes missouriensis,0,0,0,2,0,0,0,0
Actinoplanes sp. N902-109,1,2,13,2,0,18,11,6
Actinoplanes sp. OR16,2,3,4,1,1,1,2,0
Actinoplanes teichomyceticus,1,0,0,0,0,0,0,0
Micromonospora aurantiaca (nom. illeg.),1,0,0,0,0,0,0,0
Micromonospora auratinigra,2,1,3,4,0,3,3,2
Micromonospora carbonacea,0,0,0,1,0,0,0,0
Micromonospora chokoriensis,2,2,2,0,0,0,0,0
Micromonospora coriariae,4,0,2,0,4,1,0,0
Micromonospora coxensis,0,2,0,2,3,1,2,0
Micromonospora echinaurantiaca,1,3,16,2,1,5,21,8
Micromonospora echinofusca,0,0,0,1,0,1,0,0
Micromonospora echinospora,0,2,2,5,1,2,2,1
Micromonospora krabiensis,1,1,0,1,0,0,0,0
Micromonospora narathiwatensis,1,1,0,4,0,0,1,1
Micromonospora purpureochromogenes,1,0,2,3,5,2,3,2
Micromonospora rifamycinica,0,1,0,2,3,0,2,0
Micromonospora siamensis,3,0,0,1,2,3,0,0
Micromonospora sp. 28ISP2-46,3,2,9,2,3,8,11,5
Micromonospora sp. HM134,1,1,1,0,0,0,1,0
Micromonospora sp. WMMC415,1,0,1,2,2,2,0,0
Micromonospora terminaliae,0,1,0,0,0,0,0,0
Micromonospora tulbaghiae,1,1,0,2,1,1,0,3
Micromonospora viridifaciens,2,0,2,0,1,0,1,1
Micromonospora zamorensis,1,1,0,1,1,3,2,1
Phytohabitans flavus,1,1,1,3,4,0,1,0
Phytohabitans suffuscus,1,3,0,2,9,3,2,1
Plantactinospora sp. BC1,0,0,0,1,0,0,0,0
Plantactinospora sp. KBS50,1,0,0,0,0,0,0,0
Salinispora arenicola,0,1,0,0,0,0,0,0
Salinispora tropica,0,0,0,2,0,0,0,0
Micromonospora maris,1,0,0,0,0,0,0,0
Verrucosispora sp. NA02020,1,1,1,1,4,1,2,3
Nakamurella multipartita,1,1,11,4,4,15,10,5
Nakamurella panacisegetis,2,1,0,0,0,0,0,0
Nakamurella sp. s14-144,3,1,0,1,4,1,1,1
Aeromicrobium choanae,3,3,3,2,10,3,3,4
Aeromicrobium erythreum,1,1,0,0,0,0,0,0
Aeromicrobium marinum,0,0,0,3,0,0,0,0
Aeromicrobium sp. 592,0,2,0,0,0,0,0,1
Aeromicrobium sp. A1-2,0,1,0,0,0,0,0,0
Aeromicrobium sp. MF47,0,1,1,1,0,0,1,0
Friedmanniella luteola,0,0,1,0,0,0,0,0
Friedmanniella sagamiharensis,1,0,0,0,0,0,0,0
Kribbella flavida,0,0,1,0,0,0,0,0
Kribbella qitaiheensis,4,1,0,3,0,0,0,0
Marmoricola scoriae,0,1,2,0,4,4,0,2
Micropruina glycogenica,2,0,1,1,2,2,3,0
Mumia sp. ZJ1417,0,1,0,0,0,0,0,0
Nocardioides baekrokdamisoli,1,3,0,0,0,0,0,0
Nocardioides dokdonensis,1,0,1,1,3,5,1,1
Nocardioides euryhalodurans,2,0,1,0,5,2,1,0
Nocardioides humi,1,0,0,0,0,0,0,0
Nocardioides marinisabuli,2,0,0,1,2,2,1,1
Nocardioides sp. 603,0,0,0,1,0,0,0,0
Nocardioides sp. 78,1,0,0,0,0,0,0,0
Nocardioides sp. CF8,2,0,0,0,0,0,0,0
Nocardioides sp. dk884,1,0,1,1,2,2,1,1
Nocardioides sp. HDW12A,1,2,3,2,4,4,0,1
Nocardioides sp. HDW12B,1,0,0,1,0,0,1,0
Nocardioides sp. HY056,1,5,13,4,6,9,12,5
Nocardioides sp. JS614,1,0,0,0,0,0,0,0
Nocardioides sp. KUDC 5002,3,1,5,5,24,9,8,8
Nocardioides sp. R-3366,0,2,3,1,2,4,0,1
Nocardioides sp. S-1144,1,5,0,2,5,9,5,2
Nocardioides sp. S-713,1,2,0,0,0,0,0,0
Nocardioides sp. SB3-45,2,0,1,0,0,0,0,0
Nocardioides sp. WS12,1,0,0,0,0,0,0,0
Nocardioides sp. zg-579,0,0,0,2,0,0,0,0
Nocardioides ungokensis,1,1,1,0,1,1,1,0
Pimelobacter simplex,1,0,0,0,0,0,0,0
Acidipropionibacterium acidipropionici,2,0,0,1,0,0,0,0
Acidipropionibacterium jensenii,0,0,0,1,0,0,0,0
Acidipropionibacterium virtanenii,1,3,0,1,2,3,1,1
Auraticoccus monumenti,2,0,14,3,4,7,12,6
Cutibacterium acnes,3,0,1,1,0,2,1,1
Cutibacterium avidum,3,3,23,2,6,5,20,9
Microlunatus phosphovorus,1,1,0,0,0,0,0,0
Microlunatus soli,0,1,0,3,0,0,0,0
Microlunatus sp. Gsoil 973,0,0,0,1,0,0,0,0
Microlunatus sp. KUDC0627,0,0,0,1,0,0,0,0
Propionibacterium acidifaciens,0,0,1,0,0,0,0,0
Propionibacterium australiense,1,1,1,2,0,1,0,0
Propionibacterium freudenreichii,3,1,21,4,7,11,15,16
Propioniciclava sp. HDW11,1,1,0,1,0,1,0,0
Propionimicrobium sp. Marseille-P3275,3,1,0,0,1,0,0,0
Arachnia propionica,2,2,0,0,0,0,0,0
Raineyella sp. CBA3103,0,1,1,2,0,0,0,0
Tessaracoccus aquimaris,2,1,1,1,0,0,0,0
Tessaracoccus flavescens,2,2,3,0,0,0,0,0
Tessaracoccus flavus,2,0,0,1,0,0,0,0
Tessaracoccus sp. T2.5-30,0,1,1,3,0,0,0,2
Tessaracoccus timonensis,0,0,0,1,0,0,0,0
Actinoalloteichus hymeniacidonis,2,2,1,3,0,0,0,0
Actinosynnema pretiosum,1,0,0,0,0,0,0,0
Alloactinosynnema sp. L-07,1,1,0,0,3,3,0,1
Allokutzneria albata,1,0,0,1,0,0,0,0
Amycolatopsis albispora,1,0,0,1,4,0,2,2
Amycolatopsis keratiniphila,2,2,0,0,0,0,0,0
Amycolatopsis mediterranei,3,0,1,1,0,0,0,0
Amycolatopsis methanolica,3,1,1,1,6,2,6,0
Amycolatopsis orientalis,1,0,1,0,0,0,0,0
Amycolatopsis sp. AA4,1,2,1,2,0,0,0,0
Amycolatopsis sp. BJA-103,1,0,1,1,3,3,1,3
Amycolatopsis sp. Hca4,1,1,0,2,1,0,0,1
Amycolatopsis sp. YIM 10,1,4,1,2,5,5,4,1
Kibdelosporangium phytohabitans,1,2,0,3,4,3,0,0
