Total Number of Aligned Reads:	8744727	Total Number of Mapped Genomes:	33416
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.14551291603950056	0.12169493684594156	1064189.0	0.12160791297429868	8.70238716428769e-05	0.13981606358222812	0.11508709513173813	1006405.228150079	0.11453702328271655	0.004002183258551124
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.0629888551686294	0.04579022306814152	400423.0	0.04566946458134142	0.0001207584868001025	0.060941493327253494	0.03934241728660955	344038.6986914813	0.03890927641308871	0.001650823404778674
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.05158162778212225	0.042839873674729925	374623.0	0.04277857959430866	6.129408042126416e-05	0.031184556305267192	0.02340293095599641	204652.2422100376	0.0365006248908628	0.00400538518812537
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703|accession|NC_008618.1	0.035713614025897816	0.023803830582704296	208158.0	0.023799599461481188	4.231121223109652e-06	0.03547510069316074	0.0233438276631085	204135.4000489318	0.023324112919705785	9.525740483379298e-05
ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1	0.03128968359984349	0.029973034035253473	262106.0	0.029884523553451125	8.851048180234786e-05	0.030505969359059016	0.02679450074058181	234310.59407768576	0.02652901571426987	0.0011817407221517606
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.022603123374785858	0.018181699668840434	158994.0	0.018069174715231246	0.00011252495360918643	0.017650742537988724	0.013353253248693579	116770.55422168845	0.021892621690762903	0.0024003036344073404
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.01990495523726097	0.014080828366625968	123133.0	0.014037602317373658	4.322604925230942e-05	0.01614262148587617	0.012273176913809606	107325.58153396753	0.019781177845803535	0.0034716921408752956
ti|585394|org|Roseburia_hominis_A2-183|accession|NC_015977.1	0.01597721787363971	0.015623243584390914	136621.0	0.01552855795269538	9.468563169553492e-05	0.01424734507806349	0.00985851707596817	86210.0404541799	0.008947677840600398	0.002924505247562331
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482|accession|NC_004663.1	0.01538219189548649	0.019954653815951028	174498.0	0.019863741886967996	9.091192898303172e-05	0.01552448857375812	0.019657083902213084	171895.8323409481	0.019021863118196827	0.0031305722865905363
ti|515620|org|[Eubacterium]_eligens_ATCC_27750|accession|NC_012778.1	0.014218688376173225	0.010824923408129265	94661.0	0.010795648623450452	2.9274784678812728e-05	0.010756998513064256	0.007819863882684058	68382.57483123211	0.009645584133158188	0.0006754927855380734
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499579.1	0.012122568810917405	0.011890594183214639	103980.0	0.011881674522257813	8.919660956825754e-06	0.006039417792451377	0.005608281229526001	49042.88829142922	0.0081959105184187	0.002772299238158035
ti|206672|org|Bifidobacterium_longum_NCC2705|accession|NC_004307.2	0.011801757347632443	0.012068072565329942	105532.0	0.012067157728308728	9.148370212128978e-07	0.011610216067828858	0.011723099515629236	102515.3048580099	0.011734500116470188	8.542290685575433e-05
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362248.1	0.011459763407213617	0.007251455648644035	63412.0	0.007247453236676228	4.002411967806428e-06	0.011483419774107774	0.0072682467198044495	63558.8333333354	0.00723132923417735	0.00011172447121562514
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1	0.011293873073981832	0.009357524826103776	81829.0	0.00935420854190188	3.3162842018967543e-06	0.012908386633821982	0.010634986325492679	93000.05206516662	0.01144312452521388	0.0012311419212972573
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362249.1	0.010936332109549926	0.00721497652242317	63093.0	0.006849842196331572	0.0003651343260915978	0.01197546896990155	0.007589899909282353	66371.60266399894	0.008072979293693217	0.00043466193970377804
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703855.1	0.009824759210200339	0.0070355541116377904	61524.0	0.007008680774139662	2.6873337498128872e-05	0.01084928736062632	0.008489269606967189	74236.34514232537	0.012815837475543834	0.003440244618271102
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362220.1	0.009726915497512182	0.006074746530108944	53122.0	0.006073602983832429	1.1435462765161223e-06	0.00959876469765546	0.006084674986997081	53208.821645018026	0.005994698290752816	0.00037371092316546874
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362247.1	0.00948362727362276	0.006434163124817962	56265.0	0.006417581703808478	1.658142100948377e-05	0.009101684159801697	0.005925105249095347	51813.4278496058	0.005732254420292366	0.0005793205436830676
ti|717959|org|Alistipes_shahii_WAL_8301|accession|NC_021030.1	0.009265537705818836	0.009560961708695994	83608.0	0.009260666456482861	0.0003002952522131337	0.008423368407612717	0.006234113611547529	54515.62161996719	0.0060266032318676156	0.0021124730366082326
ti|709991|org|Odoribacter_splanchnicus_DSM_20712|accession|NC_015160.1	0.009262959057932556	0.006142444469678699	53714.0	0.0061351257735089955	7.318696169703182e-06	0.009284848328124956	0.006141847650727471	53708.78098120308	0.006001216504528958	0.0008985986640863688
ti|349741|org|Akkermansia_muciniphila_ATCC_BAA-835|accession|NC_010655.1	0.008552729619760892	0.013212533678867277	115540.0	0.013212533678867277	0.0	0.008549049009680754	0.013208588444213295	115505.5	0.013206930302112348	3.3162842018967543e-06
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000001.1	0.00782378251016682	0.005000613512577351	43729.0	0.0049943240080565126	6.289504520838672e-06	0.0073593360066031895	0.004650865011711095	40670.544841265335	0.004573498978298579	0.0004274575981617265
ti|295405|org|Bacteroides_fragilis_YCH46|accession|NC_006347.1	0.007023863464260363	0.008838126107310154	77287.0	0.008809194386514296	2.8931720795857894e-05	0.007108611251094686	0.008271399414404693	72331.12978692891	0.007765822763820986	0.004489791390857599
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362244.1	0.0067631787249371605	0.00427846403895742	37414.0	0.004278349684329768	1.1435462765161222e-07	0.0067630745093308796	0.00427463315893109	37380.5	0.004274919045500219	5.717731382580611e-07
ti|649756|org|Anaerostipes_hadrus|accession|NZ_CP012098.1	0.006757235706561714	0.012164930934950857	106379.0	0.012115301026550057	4.9629908400799706e-05	0.006624174896354509	0.0113970897012262	99664.43803173468	0.01124666327490841	0.0005634252504394935
ti|742726|org|Barnesiella_intestinihominis_YIT_11860|accession|NZ_JH815204.1	0.006736682419154723	0.0053233222718102	46551.0	0.005308684879470794	1.4637392339406364e-05	0.0034935587808201146	0.002565224997536919	22432.19229703603	0.004524326488408386	0.000553819461716758
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1	0.006389251283426624	0.0042167125400255495	36874.0	0.004123056099978878	9.365644004667041e-05	0.005877959789211524	0.003767193302218253	32943.07698412712	0.003644024564746275	0.00047502912326479715
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362246.1	0.006380380246544538	0.003952553350150325	34564.0	0.003943061916055241	9.491434095083814e-06	0.006517334015634466	0.004329708328305565	37862.11732065854	0.003969134771159809	0.0018527736772114213
ti|1384484|org|Adlercreutzia_equolifaciens_DSM_19450|accession|NC_022567.1	0.00637073774159653	0.004098012436523176	35836.0	0.004096983244874311	1.02919164886451e-06	0.006365528191475793	0.004008787238298005	35055.75	0.004007900989933705	3.0875749465935302e-06
ti|449673|org|Bacteroides_stercoris_ATCC_43183|accession|NZ_DS499676.1	0.006309042287096697	0.007173694501840938	62732.0	0.006997702729885107	0.00017599177195583122	0.004271976275802991	0.0044859802612172055	39228.67271173315	0.004928570097156835	0.004349706971984374
ti|47678|org|Bacteroides_caccae|accession|NZ_CP022412.2	0.005855988768924317	0.013244552974609728	115820.0	0.01321996672966463	2.4586244945096627e-05	0.006308869919253158	0.014488521773296677	126698.16754103533	0.014274316396612495	0.0013349759232049211
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362243.1	0.0057506743624359214	0.0036654088801171265	32053.0	0.0036650658162341717	3.430638829548367e-07	0.005775638183366989	0.0036836680948990584	32212.67184850236	0.003683019492775475	0.00019245883833766337
ti|484018|org|Bacteroides_plebeius_DSM_17135|accession|NZ_DS990130.1	0.0055364380548073595	0.005515209337009606	48229.0	0.005402798738028071	0.00011241059898153481	0.0030296201663883027	0.002630246463658952	23000.787267412958	0.003973365892382918	0.0013398931721939405
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362242.1	0.005374290527438394	0.003757006936866068	32854.0	0.0037502600138346227	6.746923031445121e-06	0.005185227056858743	0.0034416514816543024	30096.302636212382	0.003342013993118367	0.0003544993457199979
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362240.1	0.005308150734770631	0.003340870446841851	29215.0	0.003340641737586548	2.2870925530322444e-07	0.005316451393257607	0.0033457969729087556	29258.081125513465	0.0033390407727994253	4.425524090117393e-05
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362239.1	0.005125928706946266	0.0032117640722231808	28086.0	0.0032117640722231808	0.0	0.0051404645392211555	0.0032474998933643097	28398.5	0.0032867807079626386	1.1435462765161222e-07
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703856.1	0.00504903294382565	0.00387204769228359	33860.0	0.003861069648029035	1.0978044254554774e-05	0.007252447938515513	0.005462971644761317	47772.195642178696	0.009299318320629106	0.0011351983886975546
ti|449673|org|Bacteroides_stercoris_ATCC_43183|accession|NZ_DS499673.1	0.004760659258300278	0.004973054047313312	43488.0	0.004912903513168565	6.015053414474803e-05	0.003006357669268359	0.003273345284765966	28624.51089201563	0.003881767835633977	0.0015764928968051261
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362245.1	0.004697572314568223	0.0029651011403786535	25929.0	0.0029518360035710664	1.3265136807587017e-05	0.0065386633007629945	0.004524273033520251	39563.53255159644	0.003579528554750766	0.0033002745540255288
ti|868129|org|Prevotella_bivia_DSM_20514|accession|NZ_JH660660.1	0.004621473073037148	0.005266945440377956	46058.0	0.005259741098835904	7.20434154205157e-06	0.004271433613442682	0.004168519709754233	36452.56685592	0.0038625562581885062	0.002666178143697339
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703857.1	0.004567407116400303	0.003254189639081929	28457.0	0.0032428685309444194	1.132110813750961e-05	0.00686223205294094	0.005382565308499784	47069.06418250139	0.008624054244346336	0.002353303882442528
ti|511680|org|Butyrivibrio_crossotus_DSM_2876|accession|NZ_GG663524.1	0.004509322169230164	0.003012100892343466	26340.0	0.0030015802665995174	1.0520625743948325e-05	0.004531656320492461	0.0029800766223746816	26059.956501748682	0.0028848241917672217	0.0005840090834167836
ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662014.1	0.004477627590094301	0.003395989377369928	29697.0	0.0033843252053494637	1.1664172020464447e-05	0.003948794346949357	0.0027462639933331767	24015.32889162845	0.002489042825464992	0.000772922928297247
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362241.1	0.004359955698705077	0.0027807614806042544	24317.0	0.0027805327713489513	2.2870925530322444e-07	0.00458510833409551	0.0029450795509867963	25753.916666662113	0.002792311297997067	0.00045821899300001016
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1	0.004294760093753323	0.0026781853796007584	23420.0	0.0026492536588049002	2.8931720795857894e-05	0.004271781181797288	0.0027004433280240904	23614.63968254212	0.0026330153016783714	0.0003539275725817398
ti|449673|org|Bacteroides_stercoris_ATCC_43183|accession|NZ_DS499674.1	0.004269194393255143	0.003631559910332249	31757.0	0.00363018765480043	1.3722555318193467e-06	0.004272582278933068	0.0037730193543975064	32994.024219922445	0.003726016832772481	0.0004678247817227456
ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264392.1	0.0041068227874228895	0.003012672665481724	26345.0	0.0030087846081415692	3.8880573401548155e-06	0.0036930040756709523	0.0024316333131670816	21263.969487751634	0.0022699393588845027	0.00048692200454056485
ti|484018|org|Bacteroides_plebeius_DSM_17135|accession|NZ_DS990119.1	0.004061106953890648	0.004011560338018557	35080.0	0.003915845514674158	9.571482334439943e-05	0.0022340806928831743	0.0019692422649789125	17220.48600410225	0.002958697281230163	0.0012112442160858766
ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662007.1	0.004057615901120747	0.0031033558852094525	27138.0	0.003073738036647685	2.9617848561767566e-05	0.003716528705456449	0.0026248943656858865	22953.984631761246	0.0024810380015293787	0.0005792061890554159
ti|484018|org|Bacteroides_plebeius_DSM_17135|accession|NZ_DS990133.1	0.003972192945398125	0.0033605394427979286	29387.0	0.0033093085696100063	5.123087318792227e-05	0.002194251365201085	0.0017222551763811645	15060.651341790131	0.0028803643612888086	0.000518712591027713
ti|246787|org|Bacteroides_cellulosilyticus|accession|NZ_CP012801.1	0.0037393684528865463	0.014371517830116367	125675.0	0.01434910432309665	2.2413507019715997e-05	0.0037900265628752865	0.014859773270592944	129944.66053323243	0.01453698897632825	0.0022236257346855996
ti|411460|org|[Ruminococcus]_torques_ATCC_27756|accession|NZ_DS264345.1	0.003663726852758021	0.0028507465127270413	24929.0	0.002839196695334228	1.1549817392812834e-05	0.0035120350273813014	0.002670433883176623	23352.21527992946	0.0026338157840719327	0.00019543205865660528
ti|518635|org|Bifidobacterium_angulatum_DSM_20098_=_JCM_7096|accession|NZ_AP012322.1	0.0035402857118294224	0.002384865759674373	20855.0	0.0023847514050467215	1.1435462765161222e-07	0.0036531030436582077	0.002468900357885958	21589.859619914998	0.0024641135166369402	4.58562056882965e-05
ti|1069534|org|Lactobacillus_ruminis_ATCC_27782|accession|NC_015975.1	0.003503003643988856	0.0022163070385158965	19381.0	0.0022163070385158965	0.0	0.0034955851664607352	0.002211737379947176	19341.039583333328	0.002213448172824606	4.8028943613677135e-06
ti|484018|org|Bacteroides_plebeius_DSM_17135|accession|NZ_DS990134.1	0.00330282172564478	0.00406073282790875	35510.0	0.0015543080990407133	0.002506424728868037	0.0031010486681078654	0.002814788746483016	24614.559150666184	0.0037486590490475	0.0046217566311675595
ti|568816|org|Acidaminococcus_intestini_RyC-MR95|accession|NC_016077.1	0.003226233419407809	0.002105840468204439	18415.0	0.0021050399858108778	8.004823935612855e-07	0.0031993078802948303	0.0020688902051064777	18091.880036630155	0.002066388121664633	1.58952932435741e-05
ti|1051074|org|Streptococcus_thermophilus_JIM_8232|accession|NC_017581.1	0.003213343969844226	0.004474467870752283	39128.0	0.004473324324475767	1.1435462765161223e-06	0.003056528340152267	0.004228959401948713	36981.095464124766	0.004184693244283098	0.0001076077046201671
ti|592028|org|Dialister_invisus_DSM_15470|accession|NZ_GG698602.1	0.0031142238995424377	0.0019658704039588657	17191.0	0.0019658704039588657	0.0	0.003113017047099108	0.0019649555669376526	17183.0	0.0019648412123100013	2.2870925530322444e-07
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703858.1	0.0030327070719233457	0.0021323707418196133	18647.0	0.002126538655809381	5.832086010232224e-06	0.005727598622837214	0.004311234948971726	37700.57266161667	0.007395999897995672	0.0011413735385907417
ti|411474|org|Coprococcus_eutactus_ATCC_27759|accession|NZ_DS483532.1	0.0030253614229904043	0.0019240166102383756	16825.0	0.001919785489015266	4.231121223109652e-06	0.003024482992824224	0.0019308973107699636	16885.16984771749	0.0019113232465690468	0.00011286801749214126
ti|411462|org|Dorea_longicatena_DSM_13814|accession|NZ_DS264415.1	0.002971874907546332	0.001963125892895227	17167.0	0.001957865580023253	5.2603128719741625e-06	0.002826018962978527	0.0018526330111185967	16200.769913420092	0.0018765594397629566	0.00010589238520539291
ti|742726|org|Barnesiella_intestinihominis_YIT_11860|accession|NZ_JH815205.1	0.0028902537787689644	0.0018884523210387243	16514.0	0.00178530444689697	0.00010314787414175423	0.002534774841664398	0.0018996508601860464	16611.928167642145	0.0028112941661872348	0.0030835725346257236
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000004.1	0.002871089156009144	0.0017856475107799249	15615.0	0.0017856475107799249	0.0	0.0029001282452017127	0.0018275775409188782	15981.666666666919	0.0017857618654075764	0.00013528152451185727
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000005.1	0.002846209221842118	0.0017723823739723378	15499.0	0.0017570588538670217	1.532352010531604e-05	0.0029361123506849397	0.001853792023322257	16210.905158730771	0.001751112413229138	0.00039269379135563635
