"old_name","current_name"
"Candidatus Kinetoplastibacterium desouzaii","Candidatus Kinetoplastidibacterium desouzai"
"Candidatus Kinetoplastibacterium galatii","Candidatus Kinetoplastidibacterium galati"
"Candidatus Kinetoplastibacterium oncopeltii","Candidatus Kinetoplastidibacterium stringomonadis"
"Candidatus Koribacter","Candidatus Korobacter"
"Candidatus Koribacter versatilis","Candidatus Korobacter versatilis"
"Candidatus Methanomethylophilus","Methanomethylophilus"
"Candidatus Methanomethylophilus alvus","Methanomethylophilus alvi"
"Candidatus Pelagibacter ubique","Candidatus Pelagibacter communis"
"Candidatus Ruthia magnifica","Candidatus Ruthturnera calyptogenae"
"Candidatus Sodalis pierantonius","Candidatus Sodalis pierantonii"
"Candidatus Thioglobus singularis","Candidatus Pseudothioglobus singularis"
"Caulobacter virus phiCbK","Shapirovirus cbk"
"Caulobacter virus Rogue","Poindextervirus rogue"
"Caulobacter virus Swift","Shapirovirus swift"
"Caviid herpesvirus 2","Caviid betaherpesvirus 2"
"Cercopithecine herpesvirus 5","Cercopithecine betaherpesvirus 5"
"Cercopithecine herpesvirus 9","Cercopithecine alphaherpesvirus 9"
"Che8virus","Cheoctovirus"
"Chelonid herpesvirus 5","Chelonid alphaherpesvirus 5"
"Chromohalobacter salexigens","Chromohalobacter israelensis"
"Cjw1virus","Kostyavirus"
"Clostridiales","Eubacteriales"
"Clostridium virus phiC2","Yongloolinvirus C2"
"Clostridium virus phiCD119","Lubbockvirus CD119"
"Clostridium virus phiCD27","Colneyvirus CD27"
"Confluentimicrobium","Actibacterium"
"Corynebacteriales","Mycobacteriales"
"Cyanobacteriaceae","Geminocystaceae"
"Cystobacteraceae","Archangiaceae"
"Dechloromonas aromatica","Dechloromonas aromatica (nom. nud.)"
"Defluviimonas","Albidovulum"
"Deinococcus swuensis","Deinococcus radiopugnans"
"Desulfobacterium autotrophicum","Desulforapulum autotrophicum"
"Desulfococcus oleovorans","Desulfosudis oleivorans"
"Desulfotomaculum acetoxidans","Desulfofarcimen acetoxidans"
"Desulfotomaculum gibsoniae","Desulfoscipio gibsoniae"
"Desulfotomaculum kuznetsovii","Desulfofundulus kuznetsovii"
"Desulfotomaculum reducens","Desulforamulus reducens"
"Desulfotomaculum ruminis","Desulforamulus ruminis"
"Desulfovibrio aespoeensis","Pseudodesulfovibrio aespoeensis"
"Desulfovibrio africanus","Desulfocurvibacter africanus"
"Desulfovibrio alaskensis","Oleidesulfovibrio alaskensis"
"Desulfovibrio magneticus","Solidesulfovibrio magneticus"
"Desulfovibrio salexigens","Maridesulfovibrio salexigens"
"Desulfovibrio vulgaris","Nitratidesulfovibrio vulgaris"
"Desulfurococcus fermentans","Desulfurococcus amylolyticus"
"Desulfurococcus kamchatkensis","Desulfurococcus amylolyticus"
"Dickeya virus Limestone","Limestonevirus limestone"
"Edwardsiella","Edwardsiella <enterobacteria>"
"Elephantid herpesvirus 1","Elephantid betaherpesvirus 1"
"Enterobacter cloacae complex 'Hoffmann cluster III'","Enterobacter hormaechei subsp. hoffmannii"
"Enterobacter cloacae complex 'Hoffmann cluster IV'","Enterobacter roggenkampii"
"Enterobacter cloacae complex sp. 35734","Enterobacter roggenkampii"
"Enterobacter lignolyticus","[Enterobacter] lignolyticus"
"Enterobacteria phage phiX174 sensu lato","Escherichia phage phiX174"
"Enterobacteria phage RB14","Tequatrovirus RB14"
"Enterobacteria phage RB16","Pseudotevenvirus RB16"
"Enterobacteria phage RB32","Tequatrovirus RB32"
"Equid herpesvirus 4","Equid alphaherpesvirus 4"
"Escherichia virus HK022","Shamshuipovirus HK022"
"Escherichia virus HK97","Byrnievirus HK97"
"Escherichia virus HX01","Mosigvirus HX01"
"Escherichia virus K1E","Vectrevirus K1E"
"Escherichia virus Lambda","Lambdavirus lambda"
"Escherichia virus P2","Peduovirus P2"
"Exiguobacterium sibiricum","Exiguobacterium artemiae"
"Flexibacter litoralis","Bernardetia litoralis"
"Gallid herpesvirus 1","Gallid alphaherpesvirus 1"
"Gallid herpesvirus 2","Gallid alphaherpesvirus 2"
"Gallionellales","Nitrosomonadales"
"Geobacter bemidjiensis","Citrifermentans bemidjiense"
"Geobacter daltonii","Geotalea daltonii"
"Geobacter lovleyi","Trichlorobacter lovleyi"
"Geobacter uraniireducens","Geotalea uraniireducens"
"Glaciecola nitratireducens","Brumicola nitratireducens"
"Gordonia","Gordonia <eudicots>"
"Gramella forsetii","Christiangramia forsetii"
"Halovirus HF1","Haloferacalesvirus HF1"
"Hamiltonella virus APSE1","Sendosyvirus APSE1"
"Heliobacterium modesticaldum","Heliomicrobium modesticaldum"
"Human herpesvirus 2","Human alphaherpesvirus 2"
"Human herpesvirus 5","Human betaherpesvirus 5"
"Human herpesvirus 7","Human betaherpesvirus 7"
"Human herpesvirus 8","Human gammaherpesvirus 8"
"Human metapneumovirus","human metapneumovirus"
"Human papillomavirus type 128","human papillomavirus 128"
"Invertebrate iridovirus 22","Invertebrate iridescent virus 22"
"Kinetoplastibacterium blastocrithidii","Candidatus Kinetoplastidibacterium blastocrithidiae"
"Kingella","Kingella <b-proteobacteria>"
"Klebsiella sp. G5","[Enterobacter] lignolyticus"
"Lactobacillus brevis","Levilactobacillus brevis"
"Lactobacillus buchneri","Lentilactobacillus buchneri"
"Lactobacillus casei","Lacticaseibacillus casei"
"Lactobacillus curvatus","Latilactobacillus curvatus"
"Lactobacillus fermentum","Limosilactobacillus fermentum"
"Lactobacillus hokkaidonensis","Paucilactobacillus hokkaidonensis"
"Lactobacillus koreensis","Levilactobacillus koreensis"
"Lactobacillus kunkeei","Apilactobacillus kunkeei"
"Lactobacillus lindneri","Fructilactobacillus lindneri"
"Lactobacillus mucosae","Limosilactobacillus mucosae"
"Lactobacillus paracasei","Lacticaseibacillus paracasei"
"Lactobacillus paracollinoides","Secundilactobacillus paracollinoides"
"Lactobacillus paraplantarum","Lactiplantibacillus paraplantarum"
"Lactobacillus plantarum","Lactiplantibacillus plantarum"
"Lactobacillus reuteri","Limosilactobacillus reuteri"
"Lactobacillus rhamnosus","Lacticaseibacillus rhamnosus"
"Lactobacillus ruminis","Ligilactobacillus ruminis"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus salivarius","Ligilactobacillus salivarius"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactococcus piscium","Pseudolactococcus piscium"
"Leptothrix","Leptothrix <b-proteobacteria>"
"Leuconostocaceae","Lactobacillaceae"
"Listeria virus A511","Pecentumvirus A511"
"Lymantria xylina MNPV","Lymantria xylina nucleopolyhedrovirus"
"Macacine herpesvirus 1","Macacine alphaherpesvirus 1"
"Macacine herpesvirus 5","Macacine gammaherpesvirus 5"
"Macrococcus caseolyticus","Macrococcoides caseolyticum"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Meiothermus silvanus","Allomeiothermus silvanus"
"Melbournevirus","Marseillevirus sp. 'Melbournevirus' <Marseillevirus sp. 'Melbournevirus'>"
"Methanosaeta concilii","Methanothrix soehngenii"
"Methanosaeta harundinacea","Methanothrix harundinacea"
"Methylacidiphilum fumariolicum","Candidatus Methylacidiphilum fumarolicum"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Methylobacterium extorquens","Methylorubrum extorquens"
"Methylobacterium populi","Methylorubrum populi"
"Methylomicrobium alcaliphilum","Methylotuvimicrobium alcaliphilum"
"Microcystis","Microcystis <cyanobacteria>"
"Micromonospora aurantiaca","Micromonospora aurantiaca (nom. illeg.)"
"Microplitis demolitor bracovirus","Bracoviriform demolitoris"
"Mitsuaria","Roseateles"
"Moorea producens","Moorena producens"
"Moorella","Neomoorella"
"Moorella thermoacetica","Neomoorella thermoacetica"
"Moraxella osloensis","Faucicola osloensis"
"Morganella","Morganella <basidiomycete fungi>"
"Muricauda ruestringensis","Flagellimonas ruestringensis"
"Murid herpesvirus 2","Murid betaherpesvirus 2"
"Murid herpesvirus 4","Murid gammaherpesvirus 4"
"Murid herpesvirus 8","Murid betaherpesvirus 8"
"Mycobacterium abscessus","Mycobacteroides abscessus"
"Mycobacterium africanum","Mycobacterium tuberculosis variant africanum"
"Mycobacterium bovis","Mycobacterium tuberculosis variant bovis"
"Mycobacterium canettii","Mycobacterium canetti"
"Mycobacterium chelonae","Mycobacteroides chelonae"
"Mycobacterium chubuense","Mycolicibacterium chubuense"
"Mycobacterium fortuitum","Mycolicibacterium fortuitum"
"Mycobacterium gilvum","Mycolicibacterium gilvum"
"Mycobacterium indicus pranii","Mycobacterium intracellulare subsp. intracellulare"
"Mycobacterium neoaurum","Mycolicibacterium neoaurum"
"Mycobacterium phlei","Mycolicibacterium phlei"
"Mycobacterium rhodesiae","Mycolicibacterium rhodesiae"
"Mycobacterium smegmatis","Mycolicibacterium smegmatis"
"Mycobacterium sp. NRRL B-3805","Mycolicibacterium neoaurum"
"Mycobacterium vaccae","Mycolicibacterium vaccae"
"Mycobacterium vanbaalenii","Mycolicibacterium vanbaalenii"
"Mycobacterium yongonense","Mycobacterium intracellulare subsp. yongonense"
"Mycoplasma agalactiae","Mycoplasmopsis agalactiae"
"Mycoplasma arginini","Mycoplasmopsis arginini"
"Mycoplasma arthritidis","Metamycoplasma arthritidis"
"Mycoplasma bovis","Mycoplasmopsis bovis"
"Mycoplasma bovoculi","Mesomycoplasma bovoculi"
"Mycoplasma californicum","Mycoplasmopsis californica"
"Mycoplasma canis","Mycoplasmopsis canis"
"Mycoplasma cynos","Mycoplasmopsis cynos"
"Mycoplasma fermentans","Mycoplasmopsis fermentans"
"Mycoplasma flocculare","Mesomycoplasma flocculare"
"Mycoplasma gallisepticum","Mycoplasmoides gallisepticum"
"Mycoplasma genitalium","Mycoplasmoides genitalium"
"Mycoplasma hominis","Metamycoplasma hominis"
"Mycoplasma hyopneumoniae","Mesomycoplasma hyopneumoniae"
"Mycoplasma hyorhinis","Mesomycoplasma hyorhinis"
"Mycoplasma mobile","[Mycoplasma] mobile"
"Mycoplasma penetrans","Malacoplasma penetrans"
"Mycoplasma pneumoniae","Mycoplasmoides pneumoniae"
"Mycoplasma pulmonis","Mycoplasmopsis pulmonis"
"Mycoplasma synoviae","Mycoplasmopsis synoviae"
"Mycoplasma virus P1","Delislevirus P1"
"Neorickettsia sennetsu","Ehrlichia sennetsu"
"Nitrospira","Nitrospira <Nitrospira>"
"Nocardiopsaceae","Nocardiopsidaceae"
"Ochrobactrum anthropi","Brucella anthropi"
"Oligotropha","Afipia"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Oscillatoria nigro-viridis","Phormidium nigroviride"
"Ovine adenovirus D","Ovine atadenovirus D"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Paracoccus","Paracoccus <a-proteobacteria>"
"Paucibacter","Roseateles"
"Pectobacterium sp. SCC3193","Pectobacterium parmentieri"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Phocine distemper virus","Phocine morbillivirus"
"Picrophilus torridus","Picrophilus oshimae"
"Planococcus","Planococcus <firmicutes>"
"Prevotella enoeca","Hoylesella enoeca"
"Prevotella ruminicola","Xylanibacter ruminicola"
"Propionibacterium acnes","Cutibacterium acnes"
"Propionibacterium sp. oral taxon 193","Cutibacterium modestum"
"Proteus","Proteus <enterobacteria>"
"Pseudomonas alcaligenes","Aquipseudomonas alcaligenes"
"Pseudomonas balearica","Stutzerimonas balearica"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas pseudoalcaligenes","Ectopseudomonas oleovorans"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Pseudopropionibacterium","Arachnia"
"Pseudopropionibacterium propionicum","Arachnia propionica"
"Psittacid herpesvirus 1","Psittacid alphaherpesvirus 1"
"Pusillimonas","Pusillibacter <Pusillibacter>"
"Rhizobiales","Hyphomicrobiales"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Rhodobacteraceae","Paracoccaceae"
"Rhodococcus","Rhodococcus <high G+C Gram-positive bacteria>"
"Rhodococcus equi","Prescottella equi"
"Rhodococcus fascians","Rhodococcoides fascians"
"Rhodococcus sp. PBTS 2","Rhodococcoides fascians"
"Rickettsia heilongjiangensis","Rickettsia conorii subsp. heilongjiangensis"
"Roseibacterium","Roseicyclus"
"Roseibacterium elongatum","Roseicyclus elongatus"
"Rothia","Rothia <eudicots>"
"Ruegeria mobilis","Tritonibacter mobilis"
"Ruminiclostridium thermocellum","Acetivibrio thermocellus"
"Ruminococcaceae","Oscillospiraceae"
"Ruminococcus bicirculans","Ruminococcus bicirculans (ex Liu et al. 2021) <Ruminococcus bicirculans (ex Liu et al. 2021)>"
"Saimiriine herpesvirus 2","Saimiriine gammaherpesvirus 2"
"Salmonella phage SE1","Salmonella phage SE1 (in:Nonagvirus) <Salmonella phage SE1 (in:Nonagvirus)>"
"Salmonella virus P22","Lederbergvirus P22"
"Serratia","Serratia <beetles>"
"Sinobacteraceae","Nevskiaceae"
"Siphoviridae","Caudoviricetes"
"Sneathia amnii","Sneathia vaginalis"
"Solibacterales","Bryobacterales"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Sphingobium japonicum","Sphingobium indicum"
"Sphingomonas wittichii","Rhizorhabdus wittichii"
"Spiroplasma atrichopogonis","Spiroplasma mirum"
"Staphylococcus phage 11","Dubowvirus dv11"
"Staphylococcus virus G1","Kayvirus G1"
"Staphylococcus virus K","Kayvirus kay"
"Staphylococcus virus SA11","Silviavirus SA11"
"Starkeya novella","Ancylobacter novellus"
"Streptococcus phage Cp-1","Streptococcus phage Cp1"
"Streptomyces albulus","Streptomyces noursei"
"Streptomyces cattleya","Streptantibioticus cattleyicolor"
"Streptomyces fulvissimus","Streptomyces microflavus"
"Streptomycetales","Kitasatosporales"
"Suid herpesvirus 1","Suid alphaherpesvirus 1"
"Sulfolobus islandicus","Saccharolobus islandicus"
"Sulfolobus solfataricus","Saccharolobus solfataricus"
"Sulfolobus tokodaii","Sulfurisphaera tokodaii"
"Sulfuricellales","Nitrosomonadales"
"Syntrophus","Syntrophus <bacteria>"
"T4virus","Tequatrovirus"
"Tannerella sp. oral taxon HOT-286","Tannerella serpentiformis"
"Thauera sp. MZ1T","Thauera aminoaromatica"
"Thermofilum sp. 1910b","Thermofilum adornatum"
"Thermogladius cellulolyticus","Thermogladius calderae"
"Thermosynechococcus elongatus","Thermosynechococcus vestitus"
"Thermotoga naphthophila","Thermotoga petrophila"
"Thioalkalimicrobium aerophilum","Thiomicrospira aerophila"
"Thioalkalimicrobium cyclicum","Thiomicrospira cyclica"
"Thiomicrospira crunogena","Hydrogenovibrio crunogenus"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Treponema caldarium","Gracilinema caldarium"
"Vaccinia virus","Orthopoxvirus vaccinia"
"Verrucosispora","Micromonospora"
"Verrucosispora maris","Micromonospora maris"
"Xanthomonadaceae","Lysobacteraceae"
"Xanthomonadales","Lysobacterales"
"Xanthomonas fuscans","Xanthomonas citri pv. fuscans"
"Yangia","Alloyangia"
"Yersinia","Yersinia <enterobacteria>"
