"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
901,"Desulfovibrio piger",259,0.00364870956835343,259,0.00364870956228257,NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio piger","1","1","1","0","0","Desulfovibrio","piger"
NA,"unknown genome; accession ID isNZ_GG662014.1",244,0.00343739434238702,244.2,0.00343978071034601,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
NA,"unknown genome; accession ID isNZ_GG662007.1",203,0.00285979939141215,203.3,0.00286338077375262,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
300267,"Shigella dysenteriae",173,0.00243716893947932,205.5,0.00289512156621853,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae","3","0","1","1","1","Shigella","coli"
999419,"Parabacteroides johnsonii",163,0.00229629212216838,163,0.00229689290441051,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides johnsonii","4","0.75","1","1","0.25","Parabacteroides","merdae"
1841857,"Culturomica massiliensis",85,0.00119745294714302,70.9,0.000999330983972374,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Culturomica","Culturomica massiliensis","20","0","0","1","1","Bacteroides","caccae"
411483,"Faecalibacterium duncaniae",84,0.00118336526541192,98.5,0.00138814865242181,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium duncaniae","17","0.636363636363636","1","1","0.272727272727273","Faecalibacterium","prausnitzii"
NA,"unknown genome; accession ID isNZ_GG662012.1",84,0.00118336526541192,84.1,0.00118448273699479,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
334413,"Finegoldia magna",80,0.00112701453848755,79.9,0.00112496364571796,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia magna","8","1","1","1","1","Streptococcus","coagulans"
NA,"unknown genome; accession ID isNZ_GG662013.1",78,0.00109883917502536,78,0.00109923326261025,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
NA,"unknown genome; accession ID isNZ_GG662010.1",68,0.000957962357714415,68,0.000958080452611321,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
NA,"unknown genome; accession ID isNZ_GG662006.1",68,0.000957962357714415,68.3,0.00096156635570704,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
518634,"Bifidobacterium breve",62,0.000873436267327849,64.3,0.000905229454612963,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve","6","1","1","1","0","Bifidobacterium","adolescentis"
537007,"Blautia hansenii",61,0.000859348585596754,61.3,0.000863998805308483,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hansenii","9","1","1","1","1","Blautia","gnavus"
NA,"unknown genome; accession ID isNZ_GG662008.1",54,0.000760734813479094,53.9,0.000759400530613696,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
997884,"Bacteroides nordii",48,0.000676208723092528,48.2,0.000678840617388987,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides nordii","20","0.333333333333333","1","1","1","Bacteroides","caccae"
68895,"Cupriavidus basilensis",40,0.000563507269243773,40,0.000563511330689428,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus basilensis","5","1","1","0.5","0.5","Cupriavidus","basilensis"
99287,"Salmonella enterica",36,0.000507156542319396,20.6,0.000290396181350498,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","11","0.666666666666667","0.666666666666667","1","1","Klebsiella","coli"
NA,"unknown genome; accession ID isNZ_ACCK01000438.1",32,0.000450805815395019,32,0.000450805815395019,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
97081,"Traversvirus II",30,0.00042263045193283,25.8,0.000363042468774659,NA,"Uroviricota","Caudoviricetes",NA,NA,"Traversvirus","Traversvirus II","3","0","0","1","1","Escherichia","coli"
NA,"unknown genome; accession ID isNZ_ACCK01000411.1",29,0.000408542770201736,29,0.000408542770201736,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
NA,"unknown genome; accession ID isNZ_GG662011.1",27,0.000380367406739547,27,0.000380749159881236,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
1121323,"Anaerotignum lactatifermentans",26,0.000366279725008453,24,0.000338370597658611,NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum lactatifermentans","21","0","0","1","1","Flavonifractor","plautii"
547042,"Phocaeicola coprophilus",26,0.000366279725008453,57,0.000802962689621214,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola coprophilus","15","0.428571428571429","0.571428571428571","0.857142857142857","0.857142857142857","Bacteroides","coprophilus"
1917878,"Prevotella ihumii",26,0.000366279725008453,33.7,0.000475109077877854,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella ihumii","6","0","0.5","1","1","Prevotella","buccalis"
NA,"unknown genome; accession ID isNZ_ACCK01000059.1",24,0.000338104361546264,24,0.000338104361546264,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA
566550,"Hungatella hathewayi",24,0.000338104361546264,23.3,0.000328108868277631,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","Hungatella hathewayi","24","0.5","0.5","0.8","0.8","Hungatella","hathewayi"
NA,"unknown genome; accession ID isNZ_ACCK01000072.1",21,0.000295841316352981,21,0.000295841316352981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763034,"Bacteroides fluxus",21,0.000295841316352981,20.9,0.000294444512301354,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fluxus",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000418.1",19,0.000267665952890792,19,0.000267665952890792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000033.1",19,0.000267665952890792,19,0.000267665952890792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564886,"Pankowvirus YYZ2008",19,0.000267665952890792,12.6,0.000178035533191549,NA,"Uroviricota","Caudoviricetes",NA,NA,"Pankowvirus","Pankowvirus YYZ2008",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000024.1",18,0.000253578271159698,18,0.000253578271159698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000409.1",17,0.000239490589428604,17,0.00023949059633726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299766,"Enterobacter hormaechei",17,0.000239490589428604,16.4,0.000231571578587692,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei",NA,NA,NA,NA,NA,NA,NA
445972,"Anaerotruncus colihominis",17,0.000239490589428604,19.8,0.000278541741213645,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus colihominis",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000460.1",16,0.000225402907697509,15.1,0.000213245589163601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000073.1",16,0.000225402907697509,16,0.000225402907697509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000065.1",16,0.000225402907697509,16,0.000225402907697509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203275,"Tannerella forsythia",15,0.000211315225966415,11.2,0.000158061405537732,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella","Tannerella forsythia",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000034.1",15,0.000211315225966415,15,0.000211315225966415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585502,"Hallella bergensis",15,0.000211315225966415,15.4,0.000216938711566966,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",NA,NA,NA,NA,NA,NA,NA
1033731,"Alistipes timonensis",15,0.000211315225966415,12.6,0.00017732058112464,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes timonensis",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000449.1",14,0.000197227544235321,14,0.000197227544235321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000410.1",14,0.000197227544235321,14,0.000197227544235321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000080.1",14,0.000197227544235321,14,0.000197227544235321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000012.1",14,0.000197227544235321,14,0.000197227544235321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000007.1",14,0.000197227544235321,14,0.000197227544235321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411467,"Pseudoflavonifractor capillosus",14,0.000197227544235321,12.8,0.000180645413474886,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor capillosus",NA,NA,NA,NA,NA,NA,NA
1841865,"Mediterranea massiliensis",14,0.000197227544235321,12.5,0.00017658362523617,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea massiliensis",NA,NA,NA,NA,NA,NA,NA
1150423,"Bifidobacterium dentium",13,0.000183139862504226,13,0.000183140183997466,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000421.1",13,0.000183139862504226,13,0.000183139862504226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000074.1",13,0.000183139862504226,13,0.000183139862504226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000043.1",13,0.000183139862504226,13,0.000183139862504226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626937,"Christensenella minuta",13,0.000183139862504226,12,0.000169186264616302,NA,"Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",NA,NA,NA,NA,NA,NA,NA
1236513,"Bacteroides faecichinchillae",13,0.000183139862504226,12.9,0.000181907784747173,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae",NA,NA,NA,NA,NA,NA,NA
1547597,"Sanguibacteroides justesenii",13,0.000183139862504226,13.2,0.000186370674680984,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",NA,NA,NA,NA,NA,NA,NA
1907654,"Collinsella bouchesdurhonensis",13,0.000183139862504226,12,0.000169450813530553,NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella bouchesdurhonensis",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000081.1",12,0.000169052180773132,12,0.000169052180773132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000006.1",12,0.000169052180773132,12,0.000169052180773132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427517,"Xenorhabdus cabanillasii",12,0.000169052180773132,12,0.000169052180773132,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Xenorhabdus","Xenorhabdus cabanillasii",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000308.1",11,0.000154964499042038,11,0.000154964499042038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000075.1",11,0.000154964499042038,11,0.000154964499042038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000015.1",11,0.000154964499042038,11,0.000154964499042038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445607,"Bacteroides reticulotermitis",11,0.000154964499042038,11,0.0001549652415913,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides reticulotermitis",NA,NA,NA,NA,NA,NA,NA
1871030,"Merdibacter massiliensis",11,0.000154964499042038,5.6,7.92616957727734e-05,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter","Merdibacter massiliensis",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000071.1",10,0.000140876817310943,10,0.000140876817310943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000036.1",10,0.000140876817310943,10,0.000140876817310943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000013.1",10,0.000140876817310943,10,0.000140876817310943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911023,"Yokenella regensburgei",10,0.000140876817310943,10.4,0.000147168923108343,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yokenella","Yokenella regensburgei",NA,NA,NA,NA,NA,NA,NA
1437610,"Bifidobacterium reuteri",10,0.000140876817310943,10,0.00014090241652072,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium reuteri",NA,NA,NA,NA,NA,NA,NA
1035839,"Haemophilus sputorum",10,0.000140876817310943,8.8,0.000124580551213431,NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus sputorum",NA,NA,NA,NA,NA,NA,NA
1852370,"Prevotellamassilia timonensis",10,0.000140876817310943,10,0.000140881482496476,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia timonensis",NA,NA,NA,NA,NA,NA,NA
226185,"Enterococcus faecalis",9,0.000126789135579849,8.2,0.00011512415339344,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",NA,NA,NA,NA,NA,NA,NA
1410657,"Kandleria vitulina",9,0.000126789135579849,9,0.000126789135579849,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Kandleria","Kandleria vitulina",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000423.1",9,0.000126789135579849,9,0.000126789135579849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000408.1",9,0.000126789135579849,9,0.000126789135579849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000069.1",9,0.000126789135579849,9,0.000126789135579849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033732,"Alistipes senegalensis",9,0.000126789135579849,9.1,0.000127866787164112,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes senegalensis",NA,NA,NA,NA,NA,NA,NA
1447715,"Bifidobacterium pseudolongum",8,0.000112701453848755,8,0.00011270320600346,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000442.1",8,0.000112701453848755,7.5,0.000105908303787821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000079.1",8,0.000112701453848755,8,0.000112701453848755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000078.1",8,0.000112701453848755,8,0.000112701453848755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000047.1",8,0.000112701453848755,8,0.000112701453848755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000037.1",8,0.000112701453848755,8,0.000112701453848755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927665,"Parabacteroides goldsteinii",8,0.000112701453848755,8.1,0.000114297671778569,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides goldsteinii",NA,NA,NA,NA,NA,NA,NA
667015,"Phocaeicola salanitronis",8,0.000112701453848755,7.9,0.000111631944452751,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola salanitronis",NA,NA,NA,NA,NA,NA,NA
1121114,"Blautia producta",7,9.86137721176603e-05,7,9.86200314034532e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia producta",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000471.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000447.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000443.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000083.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000052.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000049.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000044.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000016.1",7,9.86137721176603e-05,7,9.86137721176603e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_GG662009.1",7,9.86137721176603e-05,7,9.87111945665456e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871018,"Angelakisella massiliensis",7,9.86137721176603e-05,5.4,7.65977542559593e-05,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella massiliensis",NA,NA,NA,NA,NA,NA,NA
214092,"Yersinia pestis",6,8.4526090386566e-05,6,8.45283369302644e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia pestis",NA,NA,NA,NA,NA,NA,NA
