name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	13	8	0.0
Buchnera aphidicola	9	species	619958	1	1	0.0
Cellulomonas gilvus	11	species	3526441	2	2	0.0
Dictyoglomus thermophilum	14	species	1959987	2	2	0.0
Pelobacter carbinolicus	19	species	3665893	5	4	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcus fulvus	33	species	10026214	22	8	0.0
Myxococcus xanthus	34	species	9139763	9	0	0.0
Stigmatella aurantiaca	41	species	10260756	6	2	0.0
Archangium gephyra	48	species	12489432	13	9	0.0
Chondromyces crocatus	52	species	11388132	3	2	0.0
Sorangium cellulosum	56	species	13907952	8	6	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Runella slithyformis	106	species	6919729	9	4	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	2	1	0.0
Borreliella burgdorferi	139	species	1329613	1	1	0.0
Borrelia turicatae	142	species	917330	2	2	0.0
Spirochaeta thermophila	154	species	2516433	1	0	0.0
Treponema denticola	158	species	2843201	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	3	3	0.0
Treponema succinifaciens	167	species	2897425	28	4	0.0
Leptospira biflexa	172	species	3953768	2	1	0.0
Leptospira interrogans	173	species	5395453	3	3	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	0	0.0
Azospirillum brasilense	192	species	13978806	9	4	0.0
Azospirillum lipoferum	193	species	7223069	11	6	0.0
Campylobacter coli	195	species	5104439	1	1	0.0
Campylobacter jejuni	197	species	6156435	4	2	0.0
Campylobacter curvus	200	species	1971270	5	4	0.0
Campylobacter lari	201	species	1576113	6	0	0.0
Helicobacter pylori	210	species	2044699	4	4	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Helicobacter mustelae	217	species	1578097	1	1	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	3	0	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Brucella ovis	236	species	3275590	2	0	0.0
Francisella tularensis	263	species	2777166	3	1	0.0
Paracoccus denitrificans	266	species	5236194	3	3	0.0
Thermus aquaticus	271	species	2338641	1	0	0.0
Thermus thermophilus	274	species	2214494	1	0	0.0
Meiothermus ruber	277	species	3097457	4	1	0.0
Xanthobacter autotrophicus	280	species	5625098	3	0	0.0
Comamonas testosteroni	285	species	5695231	11	6	0.0
Pseudomonas	286	genus	0	1	0	0.0
Pseudomonas aeruginosa	287	species	22457305	20	13	0.0
Pseudoalteromonas atlantica	288	species	5187005	4	3	0.0
Burkholderia cepacia	292	species	13365495	10	6	0.0
Pseudomonas fluorescens	294	species	14826544	36	8	0.0
Pseudomonas fragi	296	species	5101809	6	3	0.0
Pseudomonas mendocina	300	species	5293211	11	1	0.0
Pseudomonas putida	303	species	6888188	28	6	0.0
Ralstonia solanacearum	305	species	11186335	17	13	0.0
Pseudomonas stutzeri	316	species	7755802	22	11	0.0
Pseudomonas syringae	317	species	6129101	14	2	0.0
Ralstonia pickettii	329	species	6378979	18	12	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	2	0	0.0
Burkholderia glumae	337	species	7333967	8	0	0.0
Xanthomonas campestris	339	species	7063896	11	2	0.0
Xanthomonas translucens	343	species	4638247	7	1	0.0
Xanthomonas citri	346	species	17318955	11	0	0.0
Xanthomonas oryzae	347	species	17545599	13	3	0.0
Azotobacter chroococcum	353	species	5192286	3	1	0.0
Azotobacter vinelandii	354	species	5351632	3	0	0.0
Agrobacterium	357	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	17	3	0.0
Agrobacterium vitis	373	species	6320946	1	1	0.0
Bradyrhizobium japonicum	375	species	9215796	10	7	0.0
Bradyrhizobium sp.	376	species	7547693	5	1	0.0
Sinorhizobium fredii	380	species	6891900	3	1	0.0
Sinorhizobium meliloti	382	species	6962835	4	1	0.0
Rhizobium leguminosarum	384	species	7369497	12	5	0.0
Rhizobium phaseoli	396	species	87841097	7	2	0.0
Rhizobium tropici	398	species	6686334	6	1	0.0
Neorhizobium galegae	399	species	6434105	5	3	0.0
Methylobacillus flagellatus	405	species	2971517	3	1	0.0
Methylobacterium extorquens	408	species	6163878	1	0	0.0
Methylococcus capsulatus	414	species	3304561	5	2	0.0
Methylomonas methanica	421	species	5051681	2	1	0.0
Acetobacter pasteurianus	438	species	3216979	8	6	0.0
Gluconobacter oxydans	442	species	3306867	13	9	0.0
Legionella pneumophila	446	species	15688009	10	8	0.0
Legionella longbeachae	450	species	4149158	1	1	0.0
Acinetobacter baumannii	470	species	11595472	8	7	0.0
Moraxella catarrhalis	480	species	2846413	3	2	0.0
Neisseria lactamica	486	species	2220606	2	1	0.0
Neisseria meningitidis	487	species	8508873	10	7	0.0
Thermomicrobium roseum	500	species	2920744	1	1	0.0
Kingella kingae	504	species	2140065	2	2	0.0
Alcaligenes faecalis	511	species	4248684	3	2	0.0
Bordetella bronchiseptica	518	species	6491145	9	3	0.0
Bordetella parapertussis	519	species	4815611	6	0	0.0
Bordetella pertussis	520	species	48698463	4	0	0.0
Bordetella avium	521	species	3732255	2	1	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Ochrobactrum anthropi	529	species	5053471	8	6	0.0
Beijerinckia indica	533	species	4418616	5	2	0.0
Chromobacterium violaceum	536	species	4751080	4	1	0.0
Zymomonas mobilis	542	species	2426073	1	0	0.0
Citrobacter freundii	546	species	16193243	8	1	0.0
Enterobacter	547	genus	0	1	0	0.0
[Enterobacter] aerogenes	548	species	10750562	4	0	0.0
Pantoea agglomerans	549	species	9924054	6	1	0.0
Enterobacter cloacae	550	species	10083180	26	6	0.0
Erwinia amylovora	552	species	3869718	3	2	0.0
Pantoea ananatis	553	species	4842757	2	0	0.0
Pectobacterium carotovorum	554	species	4852842	10	3	0.0
Escherichia coli	562	species	12319210	18	5	0.0
Shimwellia blattae	563	species	4158725	6	6	0.0
Escherichia fergusonii	564	species	4643861	5	2	0.0
Klebsiella	570	genus	0	2	0	0.0
Klebsiella oxytoca	571	species	16779606	16	6	0.0
Klebsiella pneumoniae	573	species	15713353	27	11	0.0
Proteus mirabilis	584	species	5337360	3	0	0.0
Proteus vulgaris	585	species	3794983	3	0	0.0
Providencia stuartii	588	species	6521015	3	0	0.0
Serratia liquefaciens	614	species	7946985	4	0	0.0
Serratia marcescens	615	species	8465231	22	7	0.0
Shigella boydii	621	species	4698475	5	0	0.0
Shigella dysenteriae	622	species	4560911	3	0	0.0
Shigella flexneri	623	species	4763519	1	0	0.0
Shigella sonnei	624	species	6798914	4	0	0.0
Xenorhabdus nematophila	628	species	4586662	2	0	0.0
Yersinia enterocolitica	630	species	14308813	10	3	0.0
Yersinia intermedia	631	species	4859749	4	2	0.0
Yersinia pestis	632	species	7124135	5	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	5	0	0.0
Edwardsiella tarda	636	species	3717889	7	4	0.0
Aeromonas hydrophila	644	species	7739252	34	14	0.0
Aeromonas salmonicida	645	species	5040536	10	3	0.0
Aeromonas media	651	species	4788430	7	1	0.0
Aeromonas schubertii	652	species	4400034	6	4	0.0
Aeromonas veronii	654	species	7214925	10	1	0.0
Vibrio alginolyticus	663	species	8138835	3	1	0.0
Vibrio cholerae	666	species	6170861	5	1	0.0
Aliivibrio fischeri	668	species	4273718	1	1	0.0
Vibrio harveyi	669	species	11920371	4	1	0.0
Vibrio parahaemolyticus	670	species	10344823	5	3	0.0
Vibrio vulnificus	672	species	10215744	3	1	0.0
Grimontia hollisae	673	species	3998273	2	1	0.0
Vibrio mimicus	674	species	8922704	5	2	0.0
Vibrio fluvialis	676	species	4827724	1	1	0.0
Vibrio campbellii	680	species	12090206	5	2	0.0
Vibrio natriegens	691	species	10692018	2	2	0.0
Plesiomonas shigelloides	703	species	3405979	1	0	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	7	3	0.0
Actinobacillus suis	716	species	2501598	3	3	0.0
Actinobacillus equuli	718	species	2431533	7	1	0.0
Haemophilus influenzae	727	species	2672708	5	3	0.0
Haemophilus parainfluenzae	729	species	2086875	1	1	0.0
[Haemophilus] ducreyi	730	species	10121291	2	2	0.0
Histophilus somni	731	species	2138367	7	6	0.0
Aggregatibacter aphrophilus	732	species	3520359	2	2	0.0
[Haemophilus] parasuis	738	species	4546750	3	1	0.0
Pasteurella multocida	747	species	2546987	3	1	0.0
Gallibacterium anatis	750	species	2694139	2	1	0.0
Anaplasma centrale	769	species	1206806	2	1	0.0
Anaplasma marginale	770	species	1200061	1	1	0.0
Coxiella burnetii	777	species	2076694	1	1	0.0
Rickettsia conorii	781	species	1268755	1	0	0.0
Rickettsia rickettsii	783	species	1265141	1	0	0.0
Rickettsia australis	787	species	1323280	1	0	0.0
Bacteroides fragilis	817	species	7824806	592	266	0.000799137
Bacteroides thetaiotaomicron	818	species	6390542	663	374	0.00556221
Bacteroides vulgatus	821	species	5163189	11951	11154	0.458732
Parabacteroides distasonis	823	species	4811379	113	79	8.73532e-05
Sebaldella termitidis	826	species	4486650	6	3	0.0
Fibrobacter succinogenes	833	species	7685639	15	12	0.0
Porphyromonas gingivalis	837	species	2343668	36	24	0.0
Prevotella ruminicola	839	species	3619559	959	801	0.0
Fusobacterium nucleatum	851	species	2948417	4	4	0.0
Syntrophomonas wolfei	863	species	2936195	1	1	0.0
Desulfovibrio africanus	873	species	4200534	5	4	0.0
Desulfovibrio desulfuricans	876	species	3366008	5	4	0.0
Desulfovibrio salexigens	880	species	4289847	2	1	0.0
Desulfovibrio vulgaris	881	species	3802302	15	8	0.0
Desulfobulbus propionicus	894	species	3851869	4	3	0.0
Desulfococcus multivorans	897	species	4455399	1	1	0.0
Acidaminococcus fermentans	905	species	2329769	18	16	0.0
Megasphaera elsdenii	907	species	2504349	18	12	0.0
Nitrobacter hamburgensis	912	species	5011522	1	1	0.0
Nitrobacter winogradskyi	913	species	3402093	1	1	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	3	2	0.0
Starkeya novella	921	species	4765023	9	8	0.0
Thiomonas intermedia	926	species	3462095	1	1	0.0
Halothiobacillus neapolitanus	927	species	2582886	6	3	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	1	0.0
Ehrlichia chaffeensis	945	species	1174554	3	3	0.0
Bdellovibrio bacteriovorus	959	species	3652240	6	6	0.0
Herbaspirillum seropedicae	964	species	8221139	7	2	0.0
Selenomonas ruminantium	971	species	3631933	17	13	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Pedobacter heparinus	984	species	5167383	9	9	0.0
Cytophaga hutchinsonii	985	species	4433218	9	4	0.0
Flavobacterium johnsoniae	986	species	5603295	15	11	0.0
Solitalea canadensis	995	species	5202069	19	10	0.0
Flavobacterium columnare	996	species	6492116	16	12	0.0
Flexibacter litoralis	999	species	4919337	6	5	0.0
Marivirga tractuosa	1006	species	4516490	4	2	0.0
