name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Agrobacterium vitis	373	species	6320946	6	4	0.0
Bradyrhizobium japonicum	375	species	9215796	1	1	0.0
Bradyrhizobium sp.	376	species	7547693	4	3	0.0
Rhizobium	379	genus	0	2	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Mesorhizobium loti	381	species	7539018	4	3	0.0
Sinorhizobium meliloti	382	species	6962835	4	2	0.0
Rhizobium leguminosarum	384	species	7369497	12	7	0.0
Rhizobium phaseoli	396	species	87841097	6	0	0.0
Rhizobium tropici	398	species	6686334	4	3	0.0
Neorhizobium galegae	399	species	6434105	4	2	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	5	1	0.0
Methylomonas methanica	421	species	5051681	3	1	0.0
Acetobacter pasteurianus	438	species	3216979	3	1	0.0
Gluconobacter oxydans	442	species	3306867	5	3	0.0
Legionella pneumophila	446	species	15688009	1	0	0.0
Legionella hackeliae	449	species	3570857	2	2	0.0
Legionella longbeachae	450	species	4149158	3	0	0.0
Tatlockia micdadei	451	species	3310028	2	1	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	13	3	1.6891e-151
Neisseria lactamica	486	species	2220606	2	1	0.0
Neisseria meningitidis	487	species	8508873	3	2	0.0
Neisseria elongata	495	species	2256647	5	4	0.0
Thermomicrobium roseum	500	species	2920744	1	0	0.0
Kingella kingae	504	species	2140065	2	1	0.0
Alcaligenes faecalis	511	species	4248684	3	2	2.43789e-209
Bordetella bronchiseptica	518	species	6491145	11	6	0.0
Bordetella parapertussis	519	species	4815611	3	0	0.0
Bordetella pertussis	520	species	48698463	4	0	0.0
Acidiphilium cryptum	524	species	3963080	3	0	0.0
Ochrobactrum anthropi	529	species	5053471	7	2	0.0
Chromobacterium violaceum	536	species	4751080	2	0	0.0
Zymomonas mobilis	542	species	2426073	2	2	0.0
Enterobacteriaceae	543	family	0	2	0	0.0
Citrobacter koseri	545	species	4735357	7	1	2.51912e-143
Citrobacter freundii	546	species	16193243	39	2	1.78216e-107
[Enterobacter] aerogenes	548	species	10750562	34	2	1.1652e-91
Pantoea agglomerans	549	species	9924054	3	1	0.0
Enterobacter cloacae	550	species	10083180	44	2	1.53434e-80
Pantoea ananatis	553	species	4842757	2	2	0.0
Pectobacterium carotovorum	554	species	4852842	2	0	0.0
Escherichia coli	562	species	12319210	1630	1066	0.0164029
Shimwellia blattae	563	species	4158725	2	1	0.0
Escherichia fergusonii	564	species	4643861	20	0	1.01442e-66
Hafnia alvei	569	species	6928293	7	3	0.0
Klebsiella oxytoca	571	species	16779606	44	2	4.45414e-90
Klebsiella pneumoniae	573	species	15713353	2571	1793	0.0182464
Morganella morganii	582	species	3853791	1	0	0.0
Proteus mirabilis	584	species	5337360	19	2	1.09173e-94
Proteus vulgaris	585	species	3794983	4	0	2.29317e-172
Providencia stuartii	588	species	6521015	5	1	6.28979e-177
Serratia	613	genus	0	1	0	0.0
Serratia liquefaciens	614	species	7946985	2	2	0.0
Serratia marcescens	615	species	8465231	16	6	1.80051e-99
Shigella boydii	621	species	4698475	198	3	0.000173768
Shigella dysenteriae	622	species	4560911	217	8	0.000394339
Shigella flexneri	623	species	4763519	179	3	6.74585e-05
Shigella sonnei	624	species	6798914	196	0	0
Xenorhabdus nematophila	628	species	4586662	2	2	0.0
Yersinia enterocolitica	630	species	14308813	3	1	0.0
Yersinia pestis	632	species	7124135	6	0	7.37261e-145
Yersinia pseudotuberculosis	633	species	9565781	6	1	2.83789e-173
Edwardsiella	635	genus	0	1	0	0.0
Edwardsiella tarda	636	species	3717889	4	1	2.17225e-143
Aeromonas hydrophila	644	species	7739252	31	13	1.09204e-131
Aeromonas salmonicida	645	species	5040536	3	1	2.47776e-185
Aeromonas media	651	species	4788430	7	2	0.0
Aeromonas schubertii	652	species	4400034	3	1	6.25489e-198
Aeromonas veronii	654	species	7214925	24	4	1.44845e-97
Vibrio	662	genus	0	2	0	0.0
Vibrio alginolyticus	663	species	8138835	2	2	0.0
Vibrio cholerae	666	species	6170861	18	1	3.75751e-98
Aliivibrio fischeri	668	species	4273718	3	3	0.0
Vibrio parahaemolyticus	670	species	10344823	2	2	0.0
Vibrio vulnificus	672	species	10215744	2	2	0.0
Grimontia hollisae	673	species	3998273	2	2	0.0
Vibrio mimicus	674	species	8922704	3	1	0.0
Vibrio fluvialis	676	species	4827724	1	1	0.0
Vibrio campbellii	680	species	12090206	1	1	0.0
Vibrio natriegens	691	species	10692018	4	1	0.0
Plesiomonas shigelloides	703	species	3405979	2	0	0.0
Actinobacillus	713	genus	0	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	3	2	0.0
Actinobacillus suis	716	species	2501598	1	1	0.0
Actinobacillus equuli	718	species	2431533	1	0	0.0
Haemophilus influenzae	727	species	2672708	5	4	0.0
Haemophilus parainfluenzae	729	species	2086875	1	1	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	0	0.0
[Haemophilus] parasuis	738	species	4546750	3	3	0.0
Pasteurella	745	genus	0	1	0	0.0
Pasteurella multocida	747	species	2546987	5	3	2.48628e-126
Gallibacterium anatis	750	species	2694139	1	0	0.0
Bartonella bacilliformis	774	species	1444212	2	1	0.0
Coxiella burnetii	777	species	2076694	1	1	0.0
Rickettsia conorii	781	species	1268755	1	0	0.0
Rickettsia prowazekii	782	species	1111249	1	0	0.0
Rickettsia rickettsii	783	species	1265141	1	0	0.0
Rickettsia akari	786	species	1231060	1	0	0.0
Rickettsia australis	787	species	1323280	1	0	0.0
Bartonella quintana	803	species	1584515	1	0	0.0
Bacteroides fragilis	817	species	7824806	2402	1957	0.0305654
Bacteroides thetaiotaomicron	818	species	6390542	3464	3167	0.0389127
Bacteroides vulgatus	821	species	5163189	2090	1825	0.0396483
Parabacteroides distasonis	823	species	4811379	1243	1211	0.00633119
Sebaldella termitidis	826	species	4486650	6	6	0.0
Campylobacter ureolyticus	827	species	1641887	1	1	0.0
Fibrobacter succinogenes	833	species	7685639	6	6	0.0
Porphyromonas gingivalis	837	species	2343668	30	19	1.98882e-184
Prevotella ruminicola	839	species	3619559	47	38	0.0
Wolinella succinogenes	844	species	2110355	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	13	10	0.0
Dichelobacter nodosus	870	species	1389350	1	0	0.0
Desulfovibrio africanus	873	species	4200534	3	3	0.0
Desulfovibrio desulfuricans	876	species	3366008	30	24	0.0
Desulfovibrio salexigens	880	species	4289847	2	1	0.0
Desulfovibrio vulgaris	881	species	3802302	34	31	0.0
Desulfuromonas	890	genus	0	1	0	0.0
Desulfobulbus propionicus	894	species	3851869	2	2	0.0
Desulfococcus multivorans	897	species	4455399	2	2	0.0
Desulfomicrobium baculatum	899	species	3942657	4	4	0.0
Acidaminococcus fermentans	905	species	2329769	16	14	0.0
Megasphaera elsdenii	907	species	2504349	668	653	0.00899743
Nitrobacter winogradskyi	913	species	3402093	2	2	0.0
Nitrosomonas europaea	915	species	2812094	1	0	0.0
Starkeya novella	921	species	4765023	2	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	1	0.0
Anaplasma phagocytophilum	948	species	1493914	1	1	0.0
Francisella persica	954	species	3057444	1	1	0.0
Bdellovibrio bacteriovorus	959	species	3652240	11	8	0.0
Herbaspirillum seropedicae	964	species	8221139	8	4	0.0
Selenomonas ruminantium	971	species	3631933	9	4	0.0
Cellulophaga lytica	979	species	3795066	6	5	0.0
Pedobacter heparinus	984	species	5167383	12	11	0.0
Cytophaga hutchinsonii	985	species	4433218	5	3	0.0
Flavobacterium johnsoniae	986	species	5603295	8	7	0.0
Solitalea canadensis	995	species	5202069	3	1	0.0
Flavobacterium columnare	996	species	6492116	2	2	0.0
Flexibacter litoralis	999	species	4919337	3	2	0.0
Marivirga tractuosa	1006	species	4516490	3	2	0.0
Weeksella virosa	1014	species	2272954	1	1	0.0
Capnocytophaga ochracea	1018	species	2612925	4	0	0.0
Allochromatium vinosum	1049	species	3669074	2	0	0.0
Halorhodospira halophila	1053	species	2678452	3	2	0.0
Rhodobacter capsulatus	1061	species	3871920	2	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	2	2	0.0
Rhodopseudomonas palustris	1076	species	5408501	11	8	0.0
Blastochloris viridis	1079	species	11174693	3	1	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	1	0.0
Rhodospirillum rubrum	1085	species	4379691	2	1	0.0
Chlorobium limicola	1092	species	2763181	3	2	0.0
Chlorobium phaeobacteroides	1096	species	2935152	9	9	0.0
Chlorobaculum tepidum	1097	species	2154946	2	1	0.0
Pelodictyon luteolum	1100	species	2364842	1	1	0.0
Prosthecochloris aestuarii	1102	species	2579695	2	2	0.0
Chloroflexus aurantiacus	1108	species	5258541	1	0	0.0
Microcystis aeruginosa	1126	species	4810004	4	4	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	1	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	1	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Anabaena cylindrica	1165	species	7063285	1	1	0.0
Trichodesmium erythraeum	1206	species	7750108	1	1	0.0
Prochlorococcus marinus	1219	species	1879471	5	4	0.0
Nitrosococcus oceani	1229	species	3522111	1	1	0.0
Piscirickettsia salmonis	1238	species	10317144	3	3	0.0
Leuconostoc gelidum	1244	species	1966103	2	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	1	1	0.0
Pediococcus acidilactici	1254	species	2131361	1	0	0.0
Pediococcus pentosaceus	1255	species	1817384	1	1	0.0
Finegoldia magna	1260	species	1986740	316	315	0.000227508
Ruminococcus albus	1264	species	4482087	19	13	0.0
Micrococcus luteus	1270	species	2501097	2	0	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	2	1	0.0
Kytococcus sedentarius	1276	species	2785024	4	3	0.0
Staphylococcus aureus	1280	species	7252422	8	3	1.46857e-188
Staphylococcus carnosus	1281	species	2605765	2	2	0.0
Staphylococcus epidermidis	1282	species	3296362	4	3	0.0
Staphylococcus haemolyticus	1283	species	2629003	6	3	0.0
Staphylococcus hyicus	1284	species	2472129	4	1	0.0
Staphylococcus simulans	1286	species	2647552	2	1	0.0
Staphylococcus xylosus	1288	species	8411206	2	2	0.0
Staphylococcus warneri	1292	species	2560716	4	3	0.0
Staphylococcus schleiferi	1295	species	12494798	5	4	0.0
Deinococcus radiodurans	1299	species	6628921	3	2	0.0
Streptococcus gordonii	1302	species	3335036	10	3	1.27787e-162
Streptococcus oralis	1303	species	1958690	5	2	1.09633e-177
Streptococcus salivarius	1304	species	3636237	645	630	0.0221286
Streptococcus sanguinis	1305	species	2388435	6	1	3.46435e-140
Streptococcus suis	1307	species	2683756	50	29	0.00102025
Streptococcus thermophilus	1308	species	3463400	511	498	0.0138472
Streptococcus mutans	1309	species	2017559	4	0	0.0
Streptococcus agalactiae	1311	species	5721038	41	23	5.27076e-05
Streptococcus pneumoniae	1313	species	2272871	10	5	1.74107e-184
Streptococcus pyogenes	1314	species	4096430	20	11	3.5497e-23
Streptococcus parasanguinis	1318	species	2162630	614	606	0.0378039
Streptococcus anginosus	1328	species	2557124	27	12	0.0
Streptococcus dysgalactiae	1334	species	2149105	3	2	0.0
Streptococcus equi	1336	species	2140495	4	3	0.0
Streptococcus intermedius	1338	species	1963517	6	3	8.46278e-178
Streptococcus iniae	1346	species	2086959	2	0	1.38618e-180
Streptococcus parauberis	1348	species	2143887	6	2	8.16218e-182
Streptococcus uberis	1349	species	1852352	2	1	3.88215e-175
Enterococcus faecalis	1351	species	3401628	29	12	0.000137019
Enterococcus faecium	1352	species	5898717	793	761	0.013049
Enterococcus gallinarum	1353	species	3821349	6	2	1.69141e-128
Enterococcus hirae	1354	species	2908247	13	2	5.00505e-62
Lactococcus lactis	1358	species	2704731	19	16	0.0
Lactococcus garvieae	1363	species	1957049	2	1	0.0
Lactococcus piscium	1364	species	2503066	3	3	0.0
Planococcus kocurii	1374	species	3485580	3	2	0.0
Aerococcus urinae	1376	species	2027618	3	1	0.0
Aerococcus viridans	1377	species	2199877	4	1	5.22208e-18
Atopobium parvulum	1382	species	1543805	4	4	0.0
Bacillus amyloliquefaciens	1390	species	5608910	2	0	0.0
Bacillus anthracis	1392	species	17446789	3	0	0.0
Brevibacillus brevis	1393	species	6296436	8	6	0.0
Bacillus cereus	1396	species	9676532	18	2	0.0
Bacillus coagulans	1398	species	4327944	6	2	0.0
Bacillus licheniformis	1402	species	8559910	3	1	0.0
Bacillus megaterium	1404	species	5334474	12	7	0.0
Bacillus mycoides	1405	species	11312355	10	4	0.0
Paenibacillus polymyxa	1406	species	6883167	14	7	0.0
Bacillus pumilus	1408	species	20721195	11	6	0.0
Bacillus sp.	1409	species	4233615	6	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	2	1	0.0
Lysinibacillus sphaericus	1421	species	14371778	4	3	0.0
Geobacillus stearothermophilus	1422	species	3676494	2	0	0.0
Bacillus subtilis	1423	species	7550081	16	4	0.0
Parageobacillus thermoglucosidans	1426	species	5935916	3	0	0.0
Bacillus thuringiensis	1428	species	10269592	36	11	0.0
Amphibacillus xylanus	1449	species	2569486	1	1	0.0
Bacillus atrophaeus	1452	species	4171548	3	0	0.0
Geobacillus kaustophilus	1462	species	3592666	4	0	0.0
Paenibacillus larvae	1464	species	4056006	6	4	0.0
Brevibacillus laterosporus	1465	species	5153859	3	2	0.0
Bacillus methanolicus	1471	species	3425208	4	3	0.0
Sporosarcina psychrophila	1476	species	4674191	2	1	0.0
Bacillus simplex	1478	species	5521719	3	3	0.0
Bacillus smithii	1479	species	3381292	3	1	0.0
Clostridium acetobutylicum	1488	species	4136895	10	7	0.0
Clostridium botulinum	1491	species	4637504	36	25	0.0
Clostridium butyricum	1492	species	13843423	8	5	0.0
Clostridium cellulovorans	1493	species	5262222	17	8	5.66015e-66
Clostridioides difficile	1496	species	6297836	122	109	0.000168073
Clostridium formicaceticum	1497	species	4586755	8	4	0.0
Clostridium pasteurianum	1501	species	7159922	26	17	0.0
Clostridium perfringens	1502	species	6907798	12	10	0.0
Clostridium sporogenes	1509	species	8284974	5	1	0.0
[Clostridium] stercorarium	1510	species	4042789	6	6	0.0
Acetoanaerobium sticklandii	1511	species	2715461	8	6	0.0
Clostridium tetani	1513	species	2869591	15	11	0.0
Ruminiclostridium thermocellum	1515	species	3634338	10	9	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	9	7	0.0
Clostridium tyrobutyricum	1519	species	3134437	9	6	0.0
Clostridium beijerinckii	1520	species	6161692	19	10	0.0
[Clostridium] cellulolyticum	1521	species	4068724	9	4	0.0
Moorella thermoacetica	1525	species	5377887	1	1	0.0
Clostridium kluyveri	1534	species	3989551	8	4	0.0
Clostridium ljungdahlii	1538	species	4630065	14	3	0.0
Clostridium novyi	1542	species	2547720	4	2	0.0
Clostridium scatologenes	1548	species	5749410	13	10	0.0
Gottschalkia acidurici	1556	species	3108248	6	4	0.0
Clostridium baratii	1561	species	3338630	11	8	0.0
Desulfosporosinus orientis	1563	species	5863081	6	4	0.0
Desulfotomaculum ruminis	1564	species	3969014	6	4	0.0
Desulfotomaculum nigrificans	1565	species	2892255	1	1	0.0
Halobacillus halophilus	1570	species	4170008	4	2	0.0
Leifsonia xyli	1575	species	2955779	5	5	0.0
Lactobacillus acidophilus	1579	species	2018718	17	2	0.000165137
Lactobacillus brevis	1580	species	2493592	1	0	0.0
Lactobacillus buchneri	1581	species	2575738	1	0	0.0
Lactobacillus casei	1582	species	3039836	8	5	4.9564e-05
Lactobacillus helveticus	1587	species	3148198	8	2	6.36095e-220
Lactobacillus plantarum	1590	species	8684028	1	0	0.0
Lactobacillus gasseri	1596	species	1894360	3	2	0.0
Lactobacillus paracasei	1597	species	4200086	3	0	0
Lactobacillus reuteri	1598	species	2811237	10	1	3.0715e-145
Lactobacillus sakei	1599	species	1884661	2	0	0.0
Lactobacillus acetotolerans	1600	species	1704859	3	3	0.0
Lactobacillus amylovorus	1604	species	1977087	8	0	5.93241e-154
Lactobacillus fermentum	1613	species	2108824	3	0	3.74895e-133
Lactobacillus ruminis	1623	species	2066652	587	587	0.0357956
Lactobacillus salivarius	1624	species	2663133	7	3	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	3	2	0.0
Listeria ivanovii	1638	species	3701623	6	4	0.0
Listeria monocytogenes	1639	species	5926303	9	7	0.0
Listeria seeligeri	1640	species	2797636	2	0	0.0
Listeria innocua	1642	species	3093113	1	1	0.0
Listeria welshimeri	1643	species	2814130	1	1	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	5	3	0.0
Trueperella pyogenes	1661	species	3453353	3	2	0.0
Bifidobacterium adolescentis	1680	species	3233293	612	583	0.0187991
Bifidobacterium bifidum	1681	species	2209322	621	597	0.0192093
Bifidobacterium angulatum	1683	species	2043306	574	562	0.0282469
Bifidobacterium asteroides	1684	species	2167304	3	2	0.0
Bifidobacterium breve	1685	species	2328021	44	11	0.000277826
Bifidobacterium catenulatum	1686	species	2079525	619	541	0.0423968
Bifidobacterium coryneforme	1687	species	1755151	2	1	0.0
Bifidobacterium dentium	1689	species	2636018	5	2	1.16674e-158
Bifidobacterium indicum	1691	species	1734546	1	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	10	2	1.03066e-143
Brevibacterium linens	1703	species	8072179	1	1	0.0
Cellulomonas fimi	1708	species	4266344	3	1	0.0
Cellulomonas flavigena	1711	species	4123179	3	1	0.0
Corynebacterium	1716	genus	0	1	0	0.0
Corynebacterium diphtheriae	1717	species	2468991	8	0	2.72071e-30
Corynebacterium glutamicum	1718	species	6155998	2	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	2	0	0.0
Corynebacterium callunae	1721	species	2928683	2	0	0.0
Corynebacterium variabile	1727	species	3433007	1	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	3	3	0.0
Eubacterium limosum	1736	species	4233519	43	37	0.000213533
Thermodesulfobacterium commune	1741	species	1764045	1	1	0.0
Propionibacterium freudenreichii	1744	species	2646865	2	0	0.0
Propionibacterium acnes	1747	species	3361368	4	3	0.0
Acidipropionibacterium acidipropionici	1748	species	7323316	3	3	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	3	2	0.0
Mycobacterium avium	1764	species	6028446	5	3	0.0
Mycobacterium bovis	1765	species	6302864	1	0	0.0
Mycobacterium fortuitum	1766	species	6254616	1	0	0.0
Mycobacterium intracellulare	1767	species	5374059	1	0	0.0
Mycobacterium phlei	1771	species	5349645	3	0	0.0
Mycobacterium smegmatis	1772	species	20962296	3	2	0.0
Mycobacterium tuberculosis	1773	species	7403540	1	0	0.0
Mycobacterium marinum	1781	species	6555333	4	1	0.0
Mycobacterium chubuense	1800	species	6342624	2	0	0.0
Mycobacterium gilvum	1804	species	5883060	1	1	0.0
Mycobacterium vaccae	1810	species	6235754	3	0	0.0
Amycolatopsis methanolica	1814	species	7237391	3	1	0.0
Rhodococcus fascians	1828	species	5502110	1	1	0.0
Rhodococcus erythropolis	1833	species	6734667	1	1	0.0
Saccharopolyspora erythraea	1836	species	8212805	1	1	0.0
Saccharomonospora viridis	1852	species	4308349	3	3	0.0
Frankia alni	1859	species	7497934	3	3	0.0
Geodermatophilus obscurus	1861	species	5322497	4	1	0.0
Actinoplanes missouriensis	1866	species	8773466	3	0	0.0
Streptomyces albus	1888	species	15352626	4	0	0.0
Streptomyces ambofaciens	1889	species	8265737	4	2	0.0
Streptomyces clavuligerus	1901	species	7590758	2	2	0.0
Streptomyces coelicolor	1902	species	9054847	2	1	0.0
Streptomyces glaucescens	1907	species	7623774	2	0	0.0
Streptomyces globisporus	1908	species	7783599	1	0	0.0
Streptomyces griseus	1911	species	8545929	2	1	0.0
Streptomyces hygroscopicus	1912	species	10333189	4	2	0.0
Streptomyces lincolnensis	1915	species	10319054	5	3	0.0
Streptomyces lividans	1916	species	8345283	1	1	0.0
Streptomyces reticuli	1926	species	9336224	4	1	0.0
Streptomyces scabiei	1930	species	10148695	4	2	0.0
Streptomyces noursei	1971	species	9815884	2	0	0.0
Streptosporangium roseum	2001	species	10369518	6	3	0.0
Thermobispora bispora	2006	species	4189976	1	1	0.0
Nocardiopsis dassonvillei	2014	species	6543312	3	2	0.0
Thermomonospora curvata	2020	species	5639016	3	2	0.0
Thermobifida fusca	2021	species	3642249	3	1	0.0
Microbacterium testaceum	2033	species	3982034	3	2	0.0
Aeromicrobium erythreum	2041	species	3629239	2	1	0.0
Pimelobacter simplex	2045	species	5637360	3	3	0.0
Rothia dentocariosa	2047	species	2506025	1	1	0.0
Mobiluncus curtisii	2051	species	2146480	7	1	0.00022479
Gordonia bronchialis	2054	species	5290012	2	2	0.0
Gordonia terrae	2055	species	5701501	2	1	0.0
Sphaerobacter thermophilus	2057	species	3993764	2	1	0.0
Tsukamurella paurometabola	2061	species	4479724	1	1	0.0
Kitasatospora setae	2066	species	8783278	4	2	0.0
Mycoplasma capricolum	2095	species	1692864	1	0	0.0
Mycoplasma gallisepticum	2096	species	968554	2	2	0.0
Mycoplasma hyopneumoniae	2099	species	909234	1	1	0.0
Mycoplasma mycoides	2102	species	2100167	1	1	0.0
Mycoplasma leachii	2105	species	1008951	1	0	0.0
Mycoplasma agalactiae	2110	species	942070	3	2	0.0
Mycoplasma arthritidis	2111	species	820453	1	1	0.0
Mycoplasma californicum	2113	species	796464	3	2	0.0
Mycoplasma fermentans	2115	species	1048137	3	2	0.0
Mycoplasma putrefaciens	2123	species	846299	1	1	0.0
Ureaplasma urealyticum	2130	species	874478	1	1	0.0
Spiroplasma taiwanense	2145	species	1086278	2	2	0.0
Acholeplasma laidlawii	2148	species	1496992	4	2	0.0
Mesoplasma florum	2151	species	809524	2	1	0.0
Methanobacterium formicicum	2162	species	7422571	1	1	0.0
Methanobrevibacter smithii	2173	species	1853160	522	522	0.0302445
Methanohalophilus mahii	2176	species	2012424	1	1	0.0
Methanococcus vannielii	2187	species	1720048	1	1	0.0
Methanococcus voltae	2188	species	1936387	3	3	0.0
Methanospirillum hungatei	2203	species	3544738	2	1	0.0
Methanosarcina barkeri	2208	species	4650840	1	1	0.0
Methanosarcina mazei	2209	species	4120463	1	0	0.0
Methanosarcina thermophila	2210	species	3127379	2	1	0.0
Methanosarcina acetivorans	2214	species	5751492	1	1	0.0
Haloarcula marismortui	2238	species	4274642	1	1	0.0
Halorubrum lacusprofundi	2247	species	3692576	1	1	0.0
Haloferax mediterranei	2252	species	3904707	1	0	0.0
Thermococcus litoralis	2265	species	2215172	1	0	0.0
Methanohalobium evestigatum	2322	species	2406232	3	2	0.0
Thermoanaerobacter kivui	2325	species	2397824	3	1	0.0
Halanaerobium praevalens	2331	species	2309262	5	4	0.0
Thermotoga maritima	2336	species	5599391	2	0	0.0
Thermotoga neapolitana	2337	species	1884562	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	5	5	0.0
Flexistipes sinusarabici	2352	species	2526590	2	2	0.0
Desulfomonile tiedjei	2358	species	6527027	3	3	0.0
Xylella fastidiosa	2371	species	2609554	2	2	0.0
Thermosipho africanus	2421	species	2016657	3	2	0.0
Fervidobacterium nodosum	2424	species	1948941	1	1	0.0
Teredinibacter turnerae	2426	species	5193164	2	2	0.0
Roseobacter	2433	genus	0	1	0	0.0
Roseobacter denitrificans	2434	species	4331234	2	2	0.0
Gardnerella vaginalis	2702	species	1669705	2	1	0.0
Symbiobacterium thermophilum	2734	species	3566135	2	2	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	3	1	0.0
Halomonas elongata	2746	species	4061296	3	2	0.0
Carnobacterium maltaromaticum	2751	species	3650416	2	1	3.10986e-157
Homo sapiens	9606	species	3238442024	442	326	0.0
Equid herpesvirus 5	10371	species	182380	1	1	0.0
