name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	4	3	0.0
Buchnera aphidicola	9	species	619958	1	1	0.0
Cellulomonas gilvus	11	species	3526441	3	2	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Pelobacter carbinolicus	19	species	3665893	4	2	0.0
Shewanella putrefaciens	24	species	4749735	2	1	0.0
Myxococcus fulvus	33	species	10026214	25	7	0.0
Myxococcus xanthus	34	species	9139763	7	2	0.0
Stigmatella aurantiaca	41	species	10260756	9	4	0.0
Archangium gephyra	48	species	12489432	13	8	0.0
Chondromyces crocatus	52	species	11388132	6	4	0.0
Sorangium cellulosum	56	species	13907952	15	10	0.0
Lysobacter	68	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Runella slithyformis	106	species	6919729	8	7	0.0
Rubinisphaera brasiliensis	119	species	6006602	2	0	0.0
Planctopirus limnophila	120	species	5460085	4	2	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	3	1	0.0
Methylocystis	133	genus	0	2	0	0.0
Spirochaeta thermophila	154	species	2516433	3	2	0.0
Treponema denticola	158	species	2843201	2	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	0	0.0
Treponema succinifaciens	167	species	2897425	32	6	0.0
Leptospira interrogans	173	species	5395453	2	2	0.0
Azospirillum	191	genus	0	2	0	0.0
Azospirillum brasilense	192	species	13978806	17	7	0.0
Azospirillum lipoferum	193	species	7223069	14	7	0.0
Campylobacter coli	195	species	5104439	2	2	0.0
Campylobacter fetus	196	species	1876301	2	0	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter curvus	200	species	1971270	2	2	0.0
Campylobacter lari	201	species	1576113	2	1	0.0
Helicobacter pylori	210	species	2044699	3	2	0.0
