Total Number of Aligned Reads:	87295	Total Number of Mapped Genomes:	9401
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.14441401016006022	0.1220573916031846	10655.0	0.12198865914428089	6.873245890371728e-05	0.1383266312576788	0.11501137133184447	10039.917660413363	0.1143364453863337	0.004215590812761327
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.062351125388985046	0.045672718941520134	3987.0	0.04555816484334727	0.00011455409817286213	0.060142990039342606	0.039248756951660926	3426.220238095241	0.03883383928060026	0.0014777478664299215
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.05041686776510919	0.04202989861962312	3669.0	0.04194971075090211	8.01878687210035e-05	0.030496016612266034	0.02280103862382343	1990.4166666666663	0.035775244859384846	0.003906294747694599
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703|accession|NC_008618.1	0.035743560665824424	0.023701242911965174	2069.0	0.023701242911965174	0.0	0.03551377905771061	0.023300744161045436	2034.0384615384614	0.02330030356836016	5.727704908643107e-05
ti|28116|org|Bacteroides_ovatus|accession|NZ_CP012938.1	0.031238406295869908	0.029761154705309583	2598.0	0.029692422246405864	6.873245890371728e-05	0.03053387682091949	0.026604832247623982	2322.4688310563356	0.026278710120854573	0.0012944613093533422
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.02475028460702612	0.01911907898505069	1669.0	0.01906180193596426	5.727704908643107e-05	0.01848628032096547	0.013663176403310436	1192.7269841269845	0.022647345208774844	0.0023254481929091014
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.01818163129945554	0.013735036370926169	1199.0	0.013631937682570594	0.00010309868835557592	0.01577774868134611	0.012174040404866932	1062.7328571428588	0.019520018328655707	0.0035626324531760124
ti|585394|org|Roseburia_hominis_A2-183|accession|NC_015977.1	0.01599036963161445	0.01585428718712412	1384.0	0.0157855547282204	6.873245890371728e-05	0.014359951486481804	0.010064986817212447	878.6230242085605	0.009084139985107967	0.003047139011398133
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482|accession|NC_004663.1	0.01545885190007905	0.019691849475915	1719.0	0.019680394066097714	1.1455409817286214e-05	0.015819095055969207	0.019551245476985727	1706.725973913469	0.019015980296695115	0.002932584913225271
ti|515620|org|[Eubacterium]_eligens_ATCC_27750|accession|NC_012778.1	0.013995740860619608	0.01091700555587376	953.0	0.010871183916604616	4.5821639269144856e-05	0.010528918094844335	0.007825353598994703	683.1142424242425	0.009668365885789565	0.000641502949768028
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499579.1	0.012772827457757395	0.01194799243942952	1043.0	0.01194799243942952	0.0	0.006352561099893244	0.005743244924183118	501.35656565656524	0.008660289821868377	0.0025087347499856806
ti|206672|org|Bifidobacterium_longum_NCC2705|accession|NC_004307.2	0.011850113176140471	0.012222922275044389	1067.0	0.012211466865227104	1.1455409817286214e-05	0.011594984658002806	0.011847625425722683	1034.2384615384617	0.011879259980525803	0.00011455409817286213
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362248.1	0.011602876000834025	0.007365828512515035	643.0	0.007365828512515035	0.0	0.011622887954163873	0.00739064856711916	645.1666666666671	0.007354373102697749	0.00012600950799014835
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362249.1	0.01149109929786527	0.007617847528495332	665.0	0.007365828512515035	0.0002520190159802967	0.012454156892665335	0.008027855738205705	700.7916666666671	0.008477003264791798	0.0003551177043358726
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1	0.011263263854748339	0.0078927773641102	689.0	0.0078927773641102	0.0	0.012918013826294143	0.010590680933197698	924.513492063493	0.011478320636920785	0.0011111747522767627
